"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","v_CA16_2397: Median total income of households in 2015 ($)","v_CA16_2405: Total - Household total income groups in 2015 for private households - 100% data","v_CA16_2406: Under $5,000","v_CA16_2407: $5,000 to $9,999","v_CA16_2408: $10,000 to $14,999","v_CA16_2409: $15,000 to $19,999","v_CA16_2410: $20,000 to $24,999","v_CA16_2411: $25,000 to $29,999","v_CA16_2412: $30,000 to $34,999","v_CA16_2413: $35,000 to $39,999","v_CA16_2414: $40,000 to $44,999","v_CA16_2415: $45,000 to $49,999","v_CA16_2416: $50,000 to $59,999","v_CA16_2417: $60,000 to $69,999","v_CA16_2418: $70,000 to $79,999","v_CA16_2419: $80,000 to $89,999","v_CA16_2420: $90,000 to $99,999","v_CA16_2421: $100,000 and over","v_CA16_4895: Median value of dwellings ($)","v_CA16_4900: Median monthly shelter costs for rented dwellings ($)","v_CA16_4892: % of owner households spending 30% or more of its income on shelter costs","v_CA16_4899: % of tenant households spending 30% or more of its income on shelter costs","v_CA16_4893: Median monthly shelter costs for owned dwellings ($)","v_CA16_4862: Total - Occupied private dwellings by period of construction - 25% sample data","v_CA16_4863: 1960 or before","v_CA16_3957: Total visible minority population","v_CA16_3954: Total - Visible minority for the population in private households - 25% sample data","v_CA16_5105: Postsecondary certificate, diploma or degree","v_CA16_4838: Renter","v_CA16_4837: Owner","v_CA16_4836: Total - Private households by tenure - 25% sample data","v_CA16_5096: Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data","v_CA16_6692: Total - Mobility status 1 year ago - 25% sample data","v_CA16_6698: Movers","v_CA16_6704: Migrants","v_CA16_6707: Internal migrants","v_CA16_6710: Intraprovincial migrants","v_CA16_6713: Interprovincial migrants","v_CA16_6716: External migrants"
"346","9330226.02","CT","Burnaby",1.35014,3921,1586,1413,"59933","59","5915025","5915",67738,1415,65,30,40,55,65,50,60,50,60,45,115,90,100,85,65,435,1399635,1042,23.9,45.9,849,1425,340,2510,3795,1490,545,880,1425,2135,3760,630,305,180,155,20,135
"347","9330226.03","CT","Burnaby",0.73005,7638,4917,3840,"59933","59","5915025","5915",39134,3840,530,140,175,240,195,260,225,185,180,185,310,230,200,165,125,495,500440,1323,45.2,60.1,869,3855,120,6300,7665,3290,1665,2185,3860,4350,7610,2410,1205,650,495,160,555
"348","9330226.04","CT","Burnaby",0.2875,2600,1306,1229,"59933","59","5915025","5915",44395,1230,80,30,50,85,60,80,90,75,70,75,100,80,75,75,45,155,400837,933,40,45.8,1160,1210,120,1835,2575,1085,765,450,1210,1605,2545,445,205,120,95,20,90
"349","9330227.01","CT","Burnaby",0.27746,5290,2742,2568,"59933","59","5915025","5915",40425,2570,320,80,100,150,150,170,155,135,135,125,270,190,175,100,75,230,569743,942,59,46.9,1431,2565,285,4085,5290,2460,1955,615,2570,3380,5225,1670,855,485,380,95,375
"350","9330227.02","CT","Burnaby",1.13209,5181,2869,2763,"59933","59","5915025","5915",50096,2765,125,55,85,170,140,180,145,160,170,145,275,235,205,135,115,415,380283,973,33.6,37.8,796,2765,130,3165,5180,2385,1275,1490,2765,3150,5155,805,400,280,205,70,120
"351","9330228.02","CT","Burnaby",0.98048,3734,1306,1195,"59933","59","5915025","5915",78720,1195,35,15,25,35,35,50,35,45,55,45,65,85,75,60,60,460,1349784,1201,26.7,28.6,873,1175,395,2535,3615,1460,350,825,1175,2055,3600,490,195,120,90,30,75
"352","9330228.03","CT","Burnaby",0.32754,4566,2306,2214,"59933","59","5915025","5915",47531,2215,160,70,90,125,105,155,130,110,100,115,185,180,150,115,80,345,450124,1261,38.5,49.7,702,2215,160,3180,4565,2125,1470,745,2215,2810,4530,1060,715,335,270,65,380
"353","9330228.04","CT","Burnaby",0.71664,5728,2612,2528,"59933","59","5915025","5915",53056,2525,100,60,90,165,125,130,125,125,135,120,220,185,165,145,100,540,401357,972,34.6,42.5,1175,2545,215,4070,5695,2285,910,1640,2550,3250,5650,890,440,310,280,35,125
"354","9330229.00","CT","Burnaby",3.06625,7140,2901,2705,"59933","59","5915025","5915",69717,2705,50,35,85,145,125,105,110,105,115,130,185,165,190,150,130,880,946453,1002,26.7,43.3,1061,2705,485,4690,6945,2545,890,1820,2705,3935,6865,825,435,300,260,35,130
"355","9330230.01","CT","Burnaby",4.4121,5403,1992,1931,"59933","59","5915025","5915",97728,1930,30,25,25,50,45,45,65,50,55,65,120,110,85,120,110,935,1000686,1331,21.9,36.2,1118,1915,195,2935,5485,2405,290,1625,1920,2970,5450,590,280,220,215,10,60
"356","9330230.02","CT","Burnaby",3.99484,5117,1903,1827,"59933","59","5915025","5915",63762,1825,40,40,120,130,85,80,70,75,60,50,115,125,100,85,85,575,899980,752,24.9,45.6,1857,1795,115,3595,4890,1785,855,940,1795,2760,4840,615,270,155,145,15,115
"357","9330231.00","CT","Burnaby",2.13725,4036,1430,1314,"59933","59","5915025","5915",97719,1315,25,15,30,40,25,40,45,40,40,30,85,65,80,60,50,645,1605186,1289,28.8,36.4,1292,1310,250,2655,4060,1535,270,1040,1310,2125,4040,435,195,135,125,0,55
"358","9330232.00","CT","Burnaby",3.07193,3241,1106,1043,"59933","59","5915025","5915",86827,1045,20,15,30,30,30,30,35,40,30,40,60,70,55,65,55,450,1499206,1176,20.4,39.7,825,1050,120,2125,3205,1210,340,710,1050,1740,3185,440,245,135,125,10,115
"359","9330233.00","CT","Burnaby",1.51033,7615,2475,2350,"59933","59","5915025","5915",77995,2350,55,25,50,65,75,90,75,75,95,95,170,170,165,135,130,875,1105705,1001,26.8,35,1544,2350,490,5400,7475,2640,900,1455,2350,4235,7350,1065,540,385,340,45,155
"360","9330234.00","CT","Burnaby",4.59863,7271,2329,2209,"59933","59","5915025","5915",90766,2205,40,20,30,45,55,70,80,70,65,65,145,155,140,110,120,995,1001975,1263,21.2,37.2,1468,2210,440,4215,6970,2900,605,1605,2210,3845,6895,995,605,405,340,60,205
"361","9330235.02","CT","Burnaby",1.42513,4693,1787,1737,"59933","59","5915025","5915",85760,1735,30,20,20,40,45,60,45,60,55,50,130,130,120,130,120,690,550110,1300,17.1,37.1,1379,1750,220,2265,4775,2005,350,1400,1755,2735,4730,570,305,230,205,25,75
"362","9330235.03","CT","Burnaby",0.42965,4003,2291,2207,"59933","59","5915025","5915",42510,2205,195,60,80,195,165,125,110,105,115,105,190,160,125,105,120,245,275766,1108,35.6,59.1,954,2195,75,2395,3925,1555,1295,895,2190,2310,3860,765,420,230,185,45,190
"363","9330235.04","CT","Burnaby",1.05686,6603,3046,3000,"59933","59","5915025","5915",60463,3000,155,65,70,100,160,140,130,140,120,135,275,265,225,200,160,660,321227,1205,31,41.4,1250,3000,55,3585,6600,2885,1285,1715,3000,4040,6515,1060,630,490,400,90,145
"364","9330236.00","CT","Burnaby",4.2145,3609,1217,1159,"59933","59","5915025","5915",111531,1155,25,10,10,20,25,40,30,30,30,30,50,75,60,55,45,635,1794150,1208,19.2,47.1,1061,1135,165,2135,3500,1340,170,965,1135,1810,3485,415,230,130,110,20,100
"365","9330237.00","CT","Burnaby",2.53994,7700,3045,2957,"59933","59","5915025","5915",70304,2960,110,55,65,130,135,115,120,115,105,95,235,195,185,175,145,975,988984,1221,21.1,44.7,881,2985,290,4330,7745,3030,1170,1810,2980,4200,7690,1065,735,460,375,80,285
"366","9330238.01","CT","Burnaby",1.23015,3576,1360,1284,"59933","59","5915025","5915",80384,1285,30,20,30,30,45,55,35,40,45,55,95,80,75,80,55,510,1098407,1300,27,46.8,1230,1315,355,2320,3625,1425,235,1080,1315,2065,3600,365,235,195,175,20,40
"367","9330238.02","CT","Burnaby",2.32296,7098,2535,2393,"59933","59","5915025","5915",79342,2395,70,35,55,55,85,85,90,90,95,90,160,145,145,140,120,925,1502893,1202,22.2,42.9,881,2395,510,4035,6980,2615,790,1605,2390,3805,6930,1060,495,220,170,55,275
"368","9330239.01","CT","Burnaby",1.56364,5742,2153,2012,"59933","59","5915025","5915",81280,2015,50,35,40,50,70,65,70,85,65,65,160,125,110,105,95,815,1500390,1000,23.8,34.3,841,2010,755,3245,5725,1945,515,1500,2010,3005,5700,635,260,220,200,20,40
"369","9330239.02","CT","Burnaby",0.79017,5233,2672,2620,"59933","59","5915025","5915",67212,2620,165,40,55,90,90,100,80,110,105,85,235,205,200,190,160,700,399994,1332,30.8,37.5,1528,2620,25,3240,5235,2755,1080,1540,2620,3650,5135,1005,535,390,330,65,140
"370","9330240.01","CT","Burnaby",2.1982,8999,4433,4249,"59933","59","5915025","5915",69646,4250,190,80,90,135,140,155,155,145,160,200,350,330,290,275,215,1335,551462,1500,28.9,45.9,1406,4250,305,5285,8870,4185,1150,3100,4250,5730,8755,1970,1110,860,795,70,245
"371","9330240.02","CT","Burnaby",0.8865,5441,2310,2122,"59933","59","5915025","5915",72590,2120,40,25,65,80,80,90,95,95,85,85,150,130,150,110,110,735,1106751,966,20.4,40.7,948,2120,350,3095,5440,1935,675,1445,2125,2980,5400,595,260,235,205,25,25
"372","9330241.00","CT","Burnaby",1.90721,7569,3168,3011,"59933","59","5915025","5915",72747,3015,70,45,90,100,125,110,100,110,105,120,275,215,145,180,130,1100,1203267,1018,20.4,40,933,3010,930,2780,7320,2800,980,2030,3010,4175,7255,770,430,330,265,65,100
"373","9330242.00","CT","Burnaby",4.61235,7388,3135,2952,"59933","59","5915025","5915",68324,2950,105,55,140,145,125,110,100,115,110,105,200,190,155,140,120,1035,1301786,1001,27.1,54.4,1035,2950,635,3480,7390,2835,1085,1870,2955,4070,7330,915,550,385,325,60,165
"374","9330243.01","CT","Burnaby",1.70238,6127,2378,2205,"59933","59","5915025","5915",73877,2205,85,30,60,80,70,80,85,70,80,65,180,140,165,115,110,790,1499855,1095,25,42.4,865,2205,275,3700,6100,2150,860,1345,2205,3180,6090,965,425,210,180,35,215
"375","9330243.02","CT","Burnaby",13.63981,8696,3819,3535,"59933","59","5915025","5915",71834,3535,550,105,90,90,115,95,90,80,85,90,185,165,195,175,190,1245,529538,1349,24.2,56.5,1432,3535,35,4130,8695,3550,1595,1945,3535,4550,8600,1710,760,425,320,105,335
"376","9330250.01","CT","Bowen Island",50.53494,3680,1915,1495,"59933","59","5915062","5915",89856,1495,30,15,25,50,60,30,40,40,45,50,100,110,80,75,85,660,798877,1246,24.6,45.3,1304,1495,160,245,3675,1555,265,1230,1495,1990,3660,570,310,250,200,50,60
"377","9330250.02","CT","Greater Vancouver A",884.09899,4303,1862,1486,"59933","59","5915020","5915",131413,1485,25,10,20,20,20,15,25,30,30,35,60,60,65,50,70,950,1505706,1679,19.3,42.3,1598,1485,55,685,4295,1845,135,1345,1485,2335,4270,530,340,270,235,40,70
"378","9330251.01","CT","Barnston Island 3",0.58363,49,16,15,"59933","59","5915809","5915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","9330251.02","CT","Greater Vancouver A",7.7697,127,53,44,"59933","59","5915020","5915",88320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,40,10,30,150,40,0,35,40,80,145,15,15,15,15,0,0
"380","9330260.04","CT","Port Moody",1.18532,3842,1379,1337,"59933","59","5915043","5915",94912,1335,30,10,15,25,20,25,35,40,45,30,85,90,85,85,100,620,900371,1577,19,32.7,1263,1360,130,1075,3820,1515,490,865,1355,2145,3765,460,320,305,245,55,20
"381","9330260.05","CT","Port Moody",3.08933,4044,1523,1498,"59933","59","5915043","5915",95360,1500,10,10,25,30,30,40,40,30,45,50,85,100,90,105,95,705,800404,851,12.2,29.7,1447,1475,320,1030,4065,1660,375,1105,1480,2285,4025,290,240,195,170,25,40
"382","9330260.06","CT","Port Moody",2.5836,3993,1482,1417,"59933","59","5915043","5915",121161,1415,20,15,15,15,30,30,30,15,30,30,60,80,45,85,65,845,1197230,1203,16.7,44.4,1427,1435,70,1085,4070,1695,135,1300,1435,2200,4040,425,235,175,150,20,60
"383","9330260.07","CT","Port Moody",1.08834,5011,2188,2173,"59933","59","5915043","5915",82615,2175,45,20,40,65,65,70,75,80,80,75,165,140,135,135,150,845,470293,1297,21.1,43.1,1449,2155,10,1365,4850,1980,510,1645,2155,2785,4815,575,340,285,255,30,55
"384","9330260.08","CT","Port Moody",3.43936,7503,2409,2353,"59933","59","5915043","5915",124300,2355,50,35,35,45,35,35,50,45,35,50,105,90,100,95,110,1435,1000759,1406,24.5,38.9,2033,2355,25,2885,7500,3445,180,2170,2350,4150,7435,760,560,390,225,165,170
"385","9330260.10","CT","Port Moody",0.29231,3988,2027,1983,"59933","59","5915043","5915",82409,1980,50,30,40,45,40,55,55,60,55,60,150,170,140,145,150,730,479729,1580,29.1,36.1,1676,2020,0,1320,4020,2175,715,1300,2020,2770,3985,895,600,510,460,50,85
"386","9330260.11","CT","Port Moody",11.32576,191,82,75,"59933","59","5915043","5915",112384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1299143,0,NA,NA,843,80,20,0,200,65,25,55,75,115,200,10,15,15,15,0,0
"387","9330260.12","CT","Port Moody",3.37056,4979,2228,2140,"59933","59","5915043","5915",76160,2140,45,25,55,70,75,75,80,80,90,90,155,160,155,150,130,710,501680,1100,24.3,32.1,1605,2100,325,1435,4925,2155,815,1285,2100,3020,4860,780,530,475,400,75,55
"388","9330270.00","CT","Coquitlam",6.02423,0,1,0,"59933","59","5915034","5915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","9330280.01","CT","Coquitlam 1",0.02195,54,25,22,"59933","59","5915805","5915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,25,0,0,50,10,0,10,20,30,50,15,0,10,0,0,0
"390","9330280.02","CT","Coquitlam",4.76644,3461,1090,1071,"59933","59","5915034","5915",108117,1070,20,5,15,15,20,35,20,25,20,20,55,65,65,65,60,565,949248,1211,20.9,40,1270,1080,0,1570,3185,1310,150,935,1080,1710,3165,310,200,160,95,65,40
"391","9330281.01","CT","Coquitlam",2.21131,6298,2235,2111,"59933","59","5915034","5915",100890,2115,25,15,20,35,35,55,45,55,55,55,145,140,130,115,125,1065,1000326,1323,20.7,30.4,1421,2135,110,2470,6385,2325,345,1790,2135,3520,6335,695,360,305,265,40,55
"392","9330281.02","CT","Coquitlam",2.61469,6383,2540,2389,"59933","59","5915034","5915",80071,2390,35,20,40,65,90,60,90,90,95,85,195,165,160,145,135,920,897853,1050,20.2,36.2,984,2365,425,2180,6235,2175,530,1835,2365,3525,6210,730,425,375,345,35,50
"393","9330282.01","CT","Coquitlam",1.42053,4220,1723,1606,"59933","59","5915034","5915",71168,1605,35,20,35,50,55,55,65,60,80,65,140,130,110,90,80,530,801187,1046,28.4,36.2,1547,1590,355,2460,4240,1750,585,1005,1590,2620,4200,790,420,305,250,50,115
"394","9330282.02","CT","Coquitlam",1.315,4372,1807,1764,"59933","59","5915034","5915",66406,1760,25,20,40,60,80,80,95,90,90,80,135,145,120,125,100,480,399435,982,16.3,44.1,1149,1780,165,1735,4265,1605,555,1230,1785,2465,4230,475,285,240,210,25,45
"395","9330283.00","CT","Coquitlam",2.19819,7879,3454,3247,"59933","59","5915034","5915",54683,3245,200,80,95,205,175,160,145,145,140,135,270,210,190,140,145,820,799193,1035,31.2,55.7,1435,3245,465,4425,7600,3090,1590,1655,3245,4485,7475,1475,865,660,565,90,210
"396","9330284.01","CT","Coquitlam",2.14971,7165,3086,2870,"59933","59","5915034","5915",58453,2870,100,50,85,125,135,145,165,165,155,125,240,205,205,155,105,725,650562,1027,26.9,43.2,1038,2870,350,3905,7150,2640,1250,1615,2870,4155,7100,1100,720,410,385,20,315
"397","9330284.02","CT","Coquitlam",2.09349,7731,3467,3018,"59933","59","5915034","5915",69171,3015,115,60,85,100,100,120,120,120,135,135,245,195,195,155,170,970,899538,1096,27.4,42.5,1327,3015,475,3650,7715,3025,1095,1920,3015,4515,7630,1230,600,450,395,55,150
"398","9330285.01","CT","Coquitlam",0.66004,3341,1925,1852,"59933","59","5915034","5915",44203,1850,65,45,120,120,110,115,110,125,150,120,195,145,85,85,65,215,279326,920,32.7,47.3,1036,1830,190,1090,3245,1140,1325,505,1835,2025,3220,550,265,215,140,70,50
"399","9330285.02","CT","Coquitlam",2.24866,5778,1964,1856,"59933","59","5915034","5915",99157,1855,30,10,25,40,50,40,45,55,50,40,150,105,90,110,95,925,1202552,1173,18,36,1080,1875,440,2230,5700,2145,375,1500,1875,3020,5650,670,365,275,230,50,90
"400","9330286.01","CT","Coquitlam",4.1793,5828,2032,1921,"59933","59","5915034","5915",95415,1920,25,15,25,30,50,45,65,50,55,75,115,135,110,100,95,920,1105249,1122,23,35.4,1319,1935,390,2360,5980,2150,325,1615,1940,3190,5940,550,215,150,130,15,65
"401","9330286.02","CT","Coquitlam",3.12762,7932,2729,2666,"59933","59","5915034","5915",97024,2665,35,20,20,35,50,75,75,80,75,80,180,145,160,185,160,1285,850281,1104,17.4,43.5,1561,2655,150,3165,7975,3020,465,2190,2655,4440,7905,810,505,395,315,80,115
"402","9330286.03","CT","Coquitlam",2.72333,3966,1371,1342,"59933","59","5915034","5915",114176,1340,10,10,15,25,25,25,35,35,25,40,55,70,75,80,45,770,1100539,1294,11.5,25.8,754,1325,180,530,3805,1465,155,1170,1325,1945,3770,275,135,130,110,15,10
"403","9330287.01","CT","Coquitlam",1.95086,8911,3237,3137,"59933","59","5915034","5915",75406,3140,85,60,65,80,105,135,120,115,115,120,235,220,220,170,165,1120,752401,1349,27.1,50,1509,3135,30,4670,8905,3450,1010,2130,3135,5155,8830,1165,665,460,405,55,205
"404","9330287.02","CT","Coquitlam",61.05588,12116,3893,3766,"59933","59","5915034","5915",111403,3765,90,45,50,50,70,85,85,85,80,90,165,190,185,195,200,2095,947057,1227,27.3,40.5,2162,3765,60,6320,12115,5330,395,3370,3765,7110,11915,2135,1120,915,720,200,205
"405","9330287.06","CT","Coquitlam",1.17492,4556,1662,1621,"59933","59","5915034","5915",57792,1620,35,35,50,90,100,90,95,70,80,60,135,100,95,70,75,440,849288,802,27.6,36.8,1072,1595,45,2435,4205,1530,630,970,1595,2235,4185,610,380,245,190,50,135
"406","9330287.09","CT","Coquitlam",0.59835,6277,3588,3162,"59933","59","5915034","5915",43241,3160,335,125,145,180,180,200,160,160,160,150,250,215,200,170,130,410,375360,1403,39.2,64.2,1287,3190,0,4575,6430,2700,1620,1565,3185,3835,6365,2250,1225,790,670,125,435
"407","9330287.10","CT","Coquitlam",1.19951,2804,872,845,"59933","59","5915034","5915",102528,845,20,20,15,15,20,20,35,15,20,20,55,45,45,40,40,430,1196655,1264,30.5,50,1987,825,0,1530,2845,1125,70,755,825,1560,2840,230,140,90,65,25,45
"408","9330287.11","CT","Coquitlam",1.89774,5287,1801,1767,"59933","59","5915034","5915",94771,1765,20,20,20,35,45,40,50,45,50,45,105,115,125,110,120,825,823481,1318,23.1,30.6,1514,1790,25,2255,5335,2185,365,1425,1795,3020,5255,455,270,190,165,25,80
"409","9330287.12","CT","Coquitlam",1.11049,4020,1412,1348,"59933","59","5915034","5915",84261,1345,45,30,30,30,35,55,40,45,50,35,85,80,65,70,60,580,799290,1387,33.1,38.2,1627,1370,0,2515,3980,1730,170,1195,1370,2245,3950,550,370,230,185,45,140
"410","9330287.13","CT","Coquitlam",2.24543,8618,3071,2912,"59933","59","5915034","5915",72533,2910,120,60,70,115,100,125,115,105,120,100,180,190,180,180,160,995,848052,1405,39.5,49.2,1737,2845,15,5930,8410,3680,650,2195,2845,4875,8360,1280,675,460,365,95,215
"411","9330287.14","CT","Coquitlam",18.49039,4334,1454,1375,"59933","59","5915034","5915",102997,1375,35,20,25,30,35,35,30,40,45,50,65,75,55,65,65,710,1001999,1000,29.5,46.9,1853,1445,10,2945,4540,1990,165,1275,1440,2575,4515,640,445,295,240,50,150
"412","9330287.15","CT","Coquitlam",1.44328,3984,1708,1677,"59933","59","5915034","5915",64320,1675,40,15,50,65,80,85,85,90,75,60,145,130,105,90,100,460,349955,1186,22.3,51.6,1055,1645,0,2045,3905,1655,320,1320,1645,2165,3875,450,230,180,150,30,55
"413","9330287.16","CT","Coquitlam",0.79846,4023,2271,2002,"59933","59","5915034","5915",50816,2000,90,40,55,90,90,160,125,110,105,125,210,170,145,105,95,290,348570,1245,31.8,61.2,977,2005,10,2260,3950,1510,400,1605,2005,2180,3910,605,310,225,215,10,90
"414","9330290.02","CT","Port Coquitlam",5.06112,8999,4579,4266,"59933","59","5915039","5915",60907,4265,85,40,150,190,215,205,180,205,205,225,400,390,315,320,265,875,289604,1090,23.9,48.3,1269,4270,135,2615,8410,3360,1345,2925,4265,5355,8315,1485,855,745,675,70,110
"415","9330290.04","CT","Port Coquitlam",7.67739,7296,2531,2504,"59933","59","5915039","5915",116992,2505,20,15,20,30,35,50,35,50,55,55,110,130,140,140,150,1470,802374,1001,14.4,31.4,1461,2505,0,2555,7295,3020,170,2330,2505,4150,7240,600,430,340,335,10,85
"416","9330290.05","CT","Port Coquitlam",1.81386,3403,1186,1144,"59933","59","5915039","5915",98048,1145,10,0,10,15,20,15,25,25,35,50,70,75,90,70,65,565,781206,1203,16.7,34.1,1670,1090,80,885,3260,1095,220,870,1090,1865,3215,340,190,170,170,0,20
"417","9330290.06","CT","Coquitlam 2",0.82455,0,0,0,"59933","59","5915804","5915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","9330290.07","CT","Port Coquitlam",2.51108,6308,2219,2129,"59933","59","5915039","5915",93099,2130,20,15,35,45,55,45,55,55,70,70,135,135,140,140,120,985,752101,904,22.4,34.3,1743,2180,245,1855,6430,2210,530,1655,2180,3590,6370,610,405,375,355,20,30
"419","9330291.01","CT","Port Coquitlam",2.30451,7659,3179,3087,"59933","59","5915039","5915",66125,3090,55,40,110,145,150,120,125,115,145,150,260,215,220,225,145,870,552753,909,22.9,43.6,1394,3090,330,2805,7605,2805,1055,2030,3090,4500,7505,1115,650,565,505,60,85
"420","9330291.02","CT","Port Coquitlam",3.13546,8272,3032,2952,"59933","59","5915039","5915",82733,2950,30,20,45,75,85,85,100,115,95,120,225,215,220,205,170,1150,699683,1117,23,35.8,1571,2955,315,2660,8240,2780,795,2155,2955,4780,8125,1175,700,590,530,60,115
"421","9330292.01","CT","Port Coquitlam",2.10616,5387,1878,1826,"59933","59","5915039","5915",106338,1830,10,10,15,30,35,20,60,40,60,50,100,105,95,110,95,995,802378,1201,17.9,35.4,1582,1800,45,1060,5265,1960,235,1565,1795,2970,5235,430,240,215,180,35,25
"422","9330292.03","CT","Port Coquitlam",3.20779,6423,2086,2070,"59933","59","5915039","5915",99712,2070,25,15,55,35,45,45,50,50,45,60,135,120,115,125,120,1030,799438,1176,17.4,37.9,1654,2070,55,2835,6410,2345,430,1635,2070,3530,6335,650,405,320,260,55,85
"423","9330292.04","CT","Port Coquitlam",5.90482,4865,1896,1775,"59933","59","5915039","5915",97229,1775,20,15,20,20,35,30,40,35,50,65,110,130,115,115,105,860,680305,1414,24.4,26.7,1694,1805,95,1500,4980,1995,230,1570,1805,2910,4900,695,365,285,275,10,80
"424","9330400.04","CT","Maple Ridge",12.77745,7273,2346,2264,"59933","59","5915075","5915",110208,2265,25,10,20,40,50,50,50,55,50,40,115,100,110,135,160,1270,672978,1534,21.9,39.3,2014,2265,125,1130,7275,2470,280,1985,2265,3925,7200,980,505,430,365,60,75
"425","9330400.05","CT","Maple Ridge",6.19206,7028,2501,2424,"59933","59","5915075","5915",100238,2420,20,15,25,35,45,45,50,65,75,60,120,160,165,165,165,1215,519044,1180,21.1,37,1742,2395,65,1060,6960,2480,230,2165,2395,3830,6855,1210,600,530,490,40,70
"426","9330400.06","CT","Maple Ridge",1.46232,4449,1420,1378,"59933","59","5915075","5915",106880,1380,10,10,10,25,35,30,35,30,25,45,70,65,75,70,85,755,647757,1146,20.2,29.4,1976,1405,30,1080,4505,1480,170,1240,1405,2530,4475,825,465,400,350,45,65
"427","9330400.07","CT","Langley 5",1.30383,0,0,0,"59933","59","5915835","5915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","9330400.08","CT","Whonnock 1",0.38846,0,1,0,"59933","59","5915840","5915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","9330400.09","CT","Maple Ridge",39.40203,5083,1843,1725,"59933","59","5915075","5915",102016,1725,30,10,25,30,35,35,45,40,40,45,95,105,90,105,115,885,782147,1218,21,45,1820,1725,350,650,5065,1825,200,1525,1725,2815,5020,970,560,535,530,10,25
"430","9330401.01","CT","Maple Ridge",1.45407,3026,1367,1299,"59933","59","5915075","5915",61824,1300,20,20,65,110,80,50,45,55,55,30,100,90,95,75,70,335,500158,910,20.9,43.9,1392,1305,280,375,2760,885,565,740,1305,1595,2720,590,270,260,230,35,0
"431","9330401.02","CT","Maple Ridge",3.56358,8088,4031,3871,"59933","59","5915075","5915",51085,3875,55,80,190,255,265,215,235,200,215,180,320,290,275,205,130,770,300867,839,24.7,53.1,1101,3830,215,1030,7580,2205,1305,2520,3825,4075,7510,1185,595,555,475,85,45
"432","9330402.02","CT","Maple Ridge",3.01936,5344,1981,1955,"59933","59","5915075","5915",83552,1955,10,20,35,45,45,70,60,65,75,70,160,165,115,140,120,765,552460,1030,21.5,25,1434,1955,235,775,5070,1845,325,1630,1955,2860,5035,745,265,235,190,45,30
"433","9330402.03","CT","Maple Ridge",1.3191,4641,2390,2284,"59933","59","5915075","5915",50859,2285,30,30,120,155,170,115,110,150,125,110,180,190,125,105,115,450,349540,903,20,46,983,2330,165,545,4765,1305,950,1375,2330,2505,4705,885,415,385,255,125,25
"434","9330402.04","CT","Maple Ridge",1.79626,4095,1569,1505,"59933","59","5915075","5915",87904,1505,20,25,25,30,35,40,55,50,45,50,90,95,105,115,110,610,598285,1082,20.2,41.7,1530,1500,85,650,4140,1395,305,1200,1500,2350,4115,700,415,370,345,25,45
"435","9330403.01","CT","Maple Ridge",2.84812,5401,2050,1970,"59933","59","5915075","5915",85402,1970,20,15,40,60,70,40,65,60,50,75,140,135,140,155,130,775,526858,1150,14.7,34.9,1313,1960,220,675,5235,1565,430,1530,1960,2870,5160,785,435,375,345,30,60
"436","9330403.04","CT","Maple Ridge",5.0577,4546,1661,1628,"59933","59","5915075","5915",94976,1625,20,15,15,30,45,45,30,50,45,65,105,85,100,120,105,755,601085,1096,14.2,40,1675,1590,240,700,4435,1580,245,1345,1590,2550,4375,520,325,315,295,25,10
"437","9330403.05","CT","Maple Ridge",1.87448,4668,1638,1615,"59933","59","5915075","5915",99541,1615,15,10,10,20,20,30,50,40,45,70,105,100,105,100,100,800,648904,990,15.1,45.2,1565,1650,100,1005,4760,1695,215,1440,1650,2650,4700,660,355,330,320,10,25
