"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","v_CA06_101: Total number of occupied private dwellings by housing tenure - 20% sample data","v_CA06_102: Owned","v_CA06_103: Rented","v_CA06_109: Total number of occupied private dwellings by period of construction - 20% sample data","v_CA06_110: Period of construction, before 1946","v_CA06_111: Period of construction, 1946 to 1960","v_CA06_451: Total - Mobility status 1 year ago - 20% sample data","v_CA06_453: Movers","v_CA06_454: Non-migrants","v_CA06_455: Migrants","v_CA06_456: Internal migrants","v_CA06_457: Intraprovincial migrants","v_CA06_458: Interprovincial migrants","v_CA06_459: External migrants","v_CA06_1234: Total population 15 to 24 years by highest certificate, diploma or degree - 20% sample data","v_CA06_1240: University certificate, diploma or degree","v_CA06_1248: Total population 25 to 64 years by highest certificate, diploma or degree - 20% sample data","v_CA06_1254: University certificate, diploma or degree","v_CA06_1262: Total population 65 years and over by highest certificate, diploma or degree - 20% sample data","v_CA06_1268: University certificate, diploma or degree","v_CA06_1302: Total population by visible minority groups - 20% sample data","v_CA06_1303: Total visible minority population","v_CA06_1583: Median income $","v_CA06_1988: Household income in 2005 of private households - 20% sample data","v_CA06_1989: Under $10,000","v_CA06_1990: $10,000 to $19,999","v_CA06_1991: $20,000 to $29,999","v_CA06_1992: $30,000 to $39,999","v_CA06_1993: $40,000 to $49,999","v_CA06_1994: $50,000 to $59,999","v_CA06_1995: $60,000 to $69,999","v_CA06_1996: $70,000 to $79,999","v_CA06_1997: $80,000 to $89,999","v_CA06_1998: $90,000 to $99,999","v_CA06_1999: $100,000 and over","v_CA06_2000: Median household income $","v_CA06_2048: Total number of non-farm, non-reserve private dwellings occupied by usual residents - 20% sample data","v_CA06_2049: Tenant-occupied private non-farm, non-reserve dwellings","v_CA06_2050: Average gross rent $","v_CA06_2051: Tenant-occupied households spending 30% or more of household income on gross rent","v_CA06_2053: Owner-occupied private non-farm, non-reserve dwellings","v_CA06_2054: Average value of dwelling $","v_CA06_2055: Average owner major payments $","v_CA06_2056: Owner households spending 30% or more of household income on owner's major payments"
"11","9330006.02","CT","Vancouver",1.07638,5373,1864,1768,"59933","59","5915022","5915",1770,1105,665,1770,105,390,5030,985,485,495,245,125,120,250,870,210,2870,1435,625,140,5070,3825,19036,1770,140,225,160,205,135,115,120,85,85,75,405,50894,1770,660,1078,360,1105,695454,1231,370
"12","9330007.01","CT","Vancouver",2.84475,5158,1950,1890,"59933","59","5915022","5915",1890,1360,530,1890,365,385,5120,675,415,260,120,95,25,140,805,205,2830,1560,740,235,5155,2320,26006,1890,85,230,145,175,135,105,115,95,95,75,625,64181,1890,530,856,205,1360,889770,1355,390
"13","9330007.02","CT","Vancouver",1.43,3692,1199,1165,"59933","59","5915022","5915",1160,870,290,1160,375,175,3655,740,450,290,105,70,40,180,565,65,2035,1340,460,255,3690,1940,29147,1165,50,90,65,85,65,90,60,50,40,55,505,82915,1160,290,1791,170,870,1348063,1692,220
"14","9330008.01","CT","Musqueam 2",3.2171,1371,507,458,"59933","59","5915803","5915",460,290,95,455,0,0,1350,195,95,100,70,60,10,30,220,15,680,235,205,85,1365,235,18671,455,45,50,35,35,30,30,25,20,20,25,135,57606,0,0,0,0,0,0,0,0
"15","9330008.02","CT","Vancouver",3.75308,4293,1548,1477,"59933","59","5915022","5915",1480,1290,190,1480,470,245,4255,590,400,195,115,80,40,75,770,145,2180,1460,680,380,4290,1335,38908,1480,80,40,75,80,85,85,110,45,70,85,720,98658,1475,190,1521,115,1290,1203707,1578,255
"16","9330009.00","CT","Vancouver",1.66866,7473,3407,3217,"59933","59","5915022","5915",3215,1690,1525,3215,605,665,7410,1515,825,690,295,190,100,400,1200,225,4150,2655,1100,450,7470,3635,26877,3215,320,270,395,340,295,215,240,135,105,120,785,49012,3215,1525,1140,765,1690,892971,1262,445
"17","9330010.01","CT","Vancouver",1.38768,5169,2098,1984,"59933","59","5915022","5915",1985,1260,725,1980,155,335,5130,800,475,325,115,85,25,210,790,160,2710,1595,995,340,5165,3960,20015,1985,205,265,120,205,165,190,135,95,65,60,480,51091,1985,725,1268,460,1260,823641,1062,370
"18","9330010.02","CT","Vancouver",1.36786,4737,1669,1614,"59933","59","5915022","5915",1615,925,685,1615,85,385,4595,715,460,255,90,75,15,165,785,220,2450,1465,780,280,4620,3545,20728,1615,115,115,200,205,105,105,75,95,65,40,505,57673,1610,685,1334,440,930,1099989,1462,245
"19","9330011.00","CT","Vancouver",1.63421,6624,2390,2222,"59933","59","5915022","5915",2220,1235,980,2220,305,380,6555,1050,750,300,140,120,25,160,940,150,3515,1250,1050,150,6625,5350,18733,2225,150,275,265,225,200,200,125,170,110,75,420,49346,2220,985,746,355,1235,610360,1208,365
"20","9330012.00","CT","Vancouver",1.54649,7797,2903,2693,"59933","59","5915022","5915",2690,1715,975,2690,465,655,7690,995,755,240,130,90,40,110,1125,170,4435,2035,1040,130,7785,5340,22309,2690,175,175,310,270,250,285,215,220,160,100,525,55201,2695,980,929,400,1715,636284,1242,485
"21","9330013.01","CT","Vancouver",1.15459,6132,2130,1973,"59933","59","5915022","5915",1970,1280,690,1970,200,270,6035,805,580,230,85,60,20,145,850,135,3345,1060,945,90,6125,4810,18442,1970,125,255,225,195,180,190,150,130,120,90,305,50199,1975,695,710,230,1280,559221,1079,390
"22","9330013.02","CT","Vancouver",1.10752,8341,2684,2499,"59933","59","5915022","5915",2495,1560,940,2500,150,445,8220,1245,760,480,200,175,30,280,1215,105,4450,1365,1195,125,8340,7330,17199,2495,160,285,315,290,205,250,185,200,80,100,425,49617,2500,940,716,385,1560,597775,1095,450
"23","9330014.01","CT","Vancouver",0.50785,2763,915,865,"59933","59","5915022","5915",880,560,315,880,60,135,2725,360,285,75,30,25,10,45,400,60,1580,515,385,20,2745,2420,18330,880,25,90,130,105,90,60,95,75,60,45,110,49988,880,315,737,120,560,631938,924,120
"24","9330014.02","CT","Vancouver",0.81187,5601,1901,1823,"59933","59","5915022","5915",1810,1040,770,1810,130,320,5550,825,560,270,125,60,65,140,875,105,2930,680,910,115,5600,4675,17252,1810,130,275,275,255,155,110,90,120,50,65,290,38063,1810,770,715,300,1040,586609,956,275
"25","9330015.01","CT","Vancouver",0.94123,4773,1463,1403,"59933","59","5915022","5915",1400,1120,285,1405,95,360,4710,715,465,250,135,120,25,110,755,150,2555,865,725,115,4765,3925,19949,1400,40,80,125,140,155,145,70,100,105,95,340,60918,1390,290,968,115,1100,637744,1049,195
"26","9330015.02","CT","Vancouver",1.34244,5998,2085,1994,"59933","59","5915022","5915",2160,1255,910,2165,75,570,5840,860,695,165,90,70,20,75,870,105,2930,965,1295,265,5890,4135,19059,2165,145,360,220,240,165,145,135,80,110,125,435,46966,2160,905,1145,470,1255,622103,962,250
"27","9330016.01","CT","Vancouver",0.68672,5061,1780,1680,"59933","59","5915022","5915",1680,885,795,1680,100,140,4995,655,295,365,100,50,50,265,775,95,2800,945,630,105,5055,4005,17898,1680,105,180,250,255,200,140,110,95,55,60,230,41546,1680,795,717,240,885,532201,1047,295
"28","9330016.03","CT","Vancouver",0.66916,9244,4221,3822,"59933","59","5915022","5915",3825,2020,1805,3820,110,345,9135,2270,1395,875,525,330,190,350,1535,245,5335,2400,1005,150,9240,7535,18831,3825,540,555,360,460,435,365,275,185,190,135,320,39980,3820,1800,863,885,2020,339103,1091,780
"29","9330016.04","CT","Vancouver",0.94969,7079,2537,2421,"59933","59","5915022","5915",2420,1640,785,2420,155,315,6990,1090,690,400,220,170,50,180,1005,160,4100,1270,755,55,7060,5405,21384,2420,220,205,250,205,360,255,205,110,145,105,375,49520,2420,780,796,350,1635,432127,1050,455
"30","9330017.01","CT","Vancouver",1.16491,6826,2289,2130,"59933","59","5915022","5915",2130,1415,715,2130,155,380,6720,905,705,195,95,70,25,105,970,155,3770,1185,955,125,6820,6000,19776,2130,80,195,220,375,215,135,155,160,125,85,375,48677,2125,720,791,295,1410,597114,1065,355
"31","9330017.02","CT","Vancouver",0.85392,6369,2133,2026,"59933","59","5915022","5915",2025,1345,680,2025,195,310,6265,1150,810,340,175,160,15,160,870,95,3525,1030,875,75,6320,5050,19069,2025,150,245,245,195,200,160,135,165,115,80,315,48279,2025,680,709,335,1345,489073,1174,460
"32","9330018.01","CT","Vancouver",0.91813,6716,2250,2097,"59933","59","5915022","5915",2095,1355,745,2100,365,290,6650,1030,840,195,115,90,25,75,960,110,3710,1140,970,55,6705,5405,17775,2095,90,200,350,235,190,175,135,160,165,65,340,48859,2095,740,860,295,1355,545608,1083,400
"33","9330018.02","CT","Vancouver",0.99323,6537,2332,2181,"59933","59","5915022","5915",2180,1465,715,2180,460,410,6480,845,550,290,180,145,40,110,785,110,3770,1390,795,30,6525,4560,23285,2180,70,130,235,170,220,275,165,210,125,85,485,59304,2180,715,817,205,1470,570080,1218,380
"34","9330019.00","CT","Vancouver",1.88891,5265,2129,1985,"59933","59","5915022","5915",1985,1180,805,1985,345,585,5085,820,635,185,50,25,25,130,685,120,2885,1400,795,130,5145,2885,21751,1985,130,255,240,165,170,120,125,140,150,65,420,51883,1985,805,872,305,1175,623525,1079,305
"35","9330020.00","CT","Vancouver",1.39427,2561,906,857,"59933","59","5915022","5915",855,705,155,855,150,235,2185,190,125,70,35,20,15,30,290,50,1160,730,550,175,2230,1490,24520,860,65,55,85,65,65,90,60,25,15,35,300,61741,855,155,1410,115,705,880442,1264,180
"36","9330021.00","CT","Vancouver",2.20247,4041,1344,1264,"59933","59","5915022","5915",1265,1150,120,1265,875,105,4000,585,350,235,115,90,20,120,710,140,2095,1625,585,300,4035,1330,40113,1265,30,30,35,40,65,30,60,25,70,30,850,149881,1265,115,1590,45,1150,1667072,1858,165
"37","9330022.00","CT","Vancouver",0.32064,3256,1777,1678,"59933","59","5915022","5915",1675,565,1115,1680,110,295,3225,885,565,320,65,30,35,255,425,90,1615,1040,825,275,3255,1390,25587,1675,125,255,185,165,180,165,120,85,60,55,280,43225,1675,1120,1133,575,560,647072,1211,150
"38","9330023.00","CT","Vancouver",1.19867,4454,1456,1400,"59933","59","5915022","5915",1385,1150,235,1385,710,135,4320,635,370,265,100,40,60,165,720,135,2340,1580,580,265,4370,1785,27858,1385,95,80,125,80,75,100,75,40,55,60,595,84435,1385,240,1303,110,1150,1017450,1551,325
"39","9330024.00","CT","Vancouver",1.70711,6030,2127,2011,"59933","59","5915022","5915",2010,1730,275,2010,1020,300,5955,430,195,235,190,60,130,45,955,190,3220,2425,715,325,6030,1800,35986,2010,45,90,65,135,180,100,110,90,125,85,970,96959,2010,275,1361,130,1735,1044719,1433,315
"40","9330025.00","CT","Vancouver",2.01171,7245,2753,2610,"59933","59","5915022","5915",2610,1970,635,2610,1155,435,7080,1015,550,465,250,130,125,215,980,155,3900,2695,895,390,7155,1845,34579,2610,100,205,135,185,150,185,135,220,115,80,1100,79798,2610,640,1293,360,1970,898547,1524,395
"41","9330026.00","CT","Vancouver",1.26789,4882,1878,1773,"59933","59","5915022","5915",1775,1310,470,1770,535,335,4830,600,405,195,85,35,50,110,765,125,2605,1555,760,290,4880,2120,26662,1770,90,180,140,185,140,95,100,75,85,55,630,65355,1770,465,1102,170,1310,1009312,1401,305
"42","9330027.00","CT","Vancouver",2.33319,8225,3040,2857,"59933","59","5915022","5915",2860,2285,575,2860,505,460,7990,1490,775,710,345,280,70,365,1270,210,4150,2740,1335,515,8045,4585,23961,2860,235,290,215,245,230,220,150,125,135,70,950,59827,2860,575,1464,250,2285,916210,1274,740
"43","9330028.00","CT","Vancouver",1.45895,3188,1273,1188,"59933","59","5915022","5915",1190,775,410,1190,555,245,3210,490,180,305,270,205,60,40,515,105,1775,1065,490,220,3225,1500,33637,1190,70,75,130,80,70,80,70,40,30,45,490,72405,1190,410,1281,160,780,1362675,1947,325
"44","9330029.00","CT","Vancouver",1.47949,6005,2711,2463,"59933","59","5915022","5915",2465,1435,1030,2465,840,375,5755,970,480,495,300,200,100,190,680,140,3660,2235,535,180,5830,1815,32314,2465,110,145,215,240,260,255,175,185,120,85,665,61266,2465,1030,1067,370,1435,710693,1411,340
"45","9330030.00","CT","Vancouver",1.49249,6396,2511,2301,"59933","59","5915022","5915",2300,1500,800,2305,880,450,6285,785,500,285,165,110,55,120,750,75,3825,1800,740,130,6370,3275,24777,2305,135,190,200,215,210,200,160,220,125,70,575,59820,2300,800,819,300,1500,623385,1318,380
"46","9330031.01","CT","Vancouver",0.87083,5730,2624,2419,"59933","59","5915022","5915",2420,1250,1165,2415,1280,350,5625,915,580,335,245,140,105,90,580,75,3685,2215,550,110,5710,1840,31836,2415,130,195,195,300,155,205,160,135,135,105,700,61779,2415,1165,932,435,1250,720114,1437,300
"47","9330031.02","CT","Vancouver",0.67949,4424,1825,1657,"59933","59","5915022","5915",1655,970,685,1655,645,150,4375,680,440,240,170,95,75,65,515,110,2735,1330,530,40,4415,2440,21580,1655,65,160,115,190,220,220,100,140,120,80,240,52381,1655,685,895,210,970,557300,1276,350
"48","9330032.00","CT","Vancouver",1.22868,7235,2820,2584,"59933","59","5915022","5915",2585,1475,1110,2585,975,255,7140,1020,680,340,135,60,80,200,905,140,4300,1515,810,85,7215,4615,20744,2585,175,260,325,285,275,270,150,125,155,145,415,49432,2585,1110,772,450,1475,541345,1149,445
"49","9330033.00","CT","Vancouver",1.15104,7555,2797,2573,"59933","59","5915022","5915",2575,1595,975,2575,575,530,7405,1165,825,340,200,155,40,140,905,95,4370,1490,950,70,7535,5460,20101,2575,125,255,310,350,255,320,200,150,145,100,355,49367,2575,975,799,430,1595,542882,1225,545
"50","9330034.01","CT","Vancouver",0.66044,4802,1661,1553,"59933","59","5915022","5915",1550,1060,490,1555,280,240,4710,620,465,155,95,95,0,65,595,40,2675,685,730,70,4780,3770,18574,1550,55,140,275,90,235,120,115,145,70,35,270,48666,1550,490,770,220,1060,523692,1040,265
"51","9330034.02","CT","Vancouver",1.37945,6667,2321,2179,"59933","59","5915022","5915",2180,1270,905,2180,455,380,6400,985,655,330,165,125,35,165,880,95,3715,1240,850,40,6485,4470,20324,2180,125,230,245,245,225,170,150,130,160,95,400,51670,2175,910,839,310,1270,549605,1127,345
"52","9330035.01","CT","Vancouver",0.72262,4247,1703,1473,"59933","59","5915022","5915",1470,1085,385,1470,195,260,4205,450,260,195,100,60,40,95,645,120,2315,695,700,90,4245,3295,17114,1470,105,195,225,155,130,130,105,65,125,45,195,45295,1475,385,841,200,1085,548513,1007,365
"53","9330035.02","CT","Vancouver",1.57555,6855,2618,2495,"59933","59","5915022","5915",2495,1460,1035,2495,335,450,6700,950,655,295,205,185,20,90,850,95,3825,1015,1055,70,6770,4605,18925,2495,130,410,285,250,205,280,205,125,130,90,385,46632,2495,1035,750,435,1460,525626,1033,415
"54","9330036.01","CT","Vancouver",1.37992,5836,1899,1818,"59933","59","5915022","5915",1815,1320,500,1815,165,365,5675,620,370,250,130,70,60,125,760,70,3180,730,930,15,5730,4465,19594,1815,105,140,190,230,170,170,105,195,120,95,285,53138,1815,500,849,175,1315,560835,1034,380
"55","9330036.02","CT","Vancouver",1.45435,5649,1864,1783,"59933","59","5915022","5915",1780,1410,375,1780,160,425,5605,655,480,175,85,70,15,90,805,140,3155,1045,775,65,5640,4450,21225,1780,115,115,215,180,170,105,105,175,110,95,390,59462,1785,375,802,175,1410,610450,1214,340
"56","9330037.01","CT","Vancouver",0.61572,4900,2248,2013,"59933","59","5915022","5915",2010,830,1185,2010,820,340,4765,1005,655,350,250,145,105,100,595,25,3105,1110,420,95,4860,2660,20851,2015,175,220,240,270,260,195,145,95,90,50,275,45105,2010,1185,828,590,830,503666,1372,300
"57","9330037.02","CT","Vancouver",0.53555,3372,1665,1532,"59933","59","5915022","5915",1535,555,980,1535,420,180,3285,670,445,230,155,105,50,75,450,40,2160,830,320,30,3325,1660,19093,1530,115,295,215,255,130,100,135,50,60,45,120,35243,1530,980,740,430,550,439748,1288,265
"58","9330038.00","CT","Vancouver",0.58957,4782,2665,2404,"59933","59","5915022","5915",2410,670,1740,2410,550,260,4550,1250,830,420,230,110,120,195,575,55,3090,1450,440,85,4605,1925,22646,2410,220,360,370,370,240,245,190,120,50,70,165,37644,2405,1740,773,790,670,491633,1277,260
"59","9330039.01","CT","Vancouver",0.72136,5265,3375,3165,"59933","59","5915022","5915",3165,865,2295,3165,975,395,5200,1340,945,395,335,230,105,60,415,75,4015,2205,360,70,5235,1200,29404,3165,230,445,370,435,305,255,215,270,100,130,405,42493,3165,2300,836,925,870,514090,1540,240
"60","9330039.02","CT","Vancouver",0.61028,5113,2838,2678,"59933","59","5915022","5915",2680,1225,1450,2675,155,95,4665,1250,715,535,325,170,155,205,435,120,3250,1975,525,135,4710,1680,35552,2675,170,260,215,305,275,210,220,200,215,130,475,55219,2680,1450,981,510,1225,395817,1222,360
"61","9330040.01","CT","Vancouver",0.28059,3544,2538,2419,"59933","59","5915022","5915",2420,340,2075,2420,450,625,3525,1065,555,510,355,240,115,150,390,150,2815,1645,210,70,3545,715,31746,2415,250,290,220,385,340,230,215,95,75,85,235,43287,2415,2080,882,885,340,410276,1027,50
"62","9330040.02","CT","Vancouver",0.30748,4162,2976,2784,"59933","59","5915022","5915",2785,625,2155,2785,435,590,3965,1165,760,405,290,165,125,120,360,120,3040,1600,450,140,4035,860,32145,2785,225,285,325,350,420,275,245,210,125,70,240,44055,2785,2160,916,785,625,344932,884,195
"63","9330041.01","CT","Vancouver",0.37453,4297,2853,2695,"59933","59","5915022","5915",2695,860,1835,2695,440,425,4145,945,465,480,300,165,135,180,450,155,2965,1740,515,215,4175,845,36785,2695,170,210,310,325,270,305,255,210,145,80,415,52243,2695,1830,987,695,865,422768,1046,175
"64","9330041.02","CT","Vancouver",0.99748,6612,3514,3267,"59933","59","5915022","5915",3270,1830,1440,3270,750,225,6540,1500,920,580,335,240,95,240,810,230,4390,2700,670,230,6605,1505,34524,3270,225,270,275,350,210,330,215,270,180,135,815,59331,3270,1440,1136,615,1830,604615,1423,505
"65","9330042.00","CT","Vancouver",1.08967,5900,2735,2529,"59933","59","5915022","5915",2530,1495,1030,2525,1145,425,5815,1065,605,455,340,160,185,115,860,265,3640,2450,515,130,5890,1260,32025,2530,130,265,200,185,245,175,195,155,105,135,755,62950,2530,1035,1141,460,1495,790174,1541,450
"66","9330043.01","CT","Vancouver",0.71355,3918,1808,1649,"59933","59","5915022","5915",1645,990,655,1645,600,180,3865,670,300,365,225,140,80,140,575,180,2215,1620,495,240,3915,1085,33713,1650,145,200,115,155,110,55,50,75,65,50,620,68757,1650,655,1199,390,995,906869,1329,180
"67","9330043.02","CT","Vancouver",1.00479,4357,1744,1627,"59933","59","5915022","5915",1630,1220,405,1625,935,155,4295,735,415,320,210,135,75,110,710,170,2400,1695,515,270,4355,1190,33317,1625,80,95,90,115,130,50,120,85,65,100,705,88419,1625,405,1330,170,1220,1042693,1606,310
"68","9330044.00","CT","Vancouver",2.74332,4715,2247,2107,"59933","59","5915022","5915",2110,1255,855,2105,610,310,4695,655,395,260,160,90,70,100,595,130,2625,1700,865,435,4715,750,37672,2105,125,205,115,180,145,125,105,125,130,85,770,74216,2105,850,946,325,1255,1249416,1482,165
"69","9330045.01","CT","Vancouver",0.65879,4759,2652,2423,"59933","59","5915022","5915",2420,1185,1240,2425,1040,270,4695,1160,595,570,360,165,190,205,605,170,3280,2090,405,165,4720,620,36730,2420,170,165,145,215,265,170,200,165,120,155,645,63288,2420,1240,1196,540,1180,990401,1848,325
"70","9330045.02","CT","Vancouver",0.73554,5384,2810,2616,"59933","59","5915022","5915",2615,1220,1395,2615,1070,295,5305,1410,820,590,390,250,140,200,680,245,3595,2390,425,140,5365,740,32277,2615,120,185,275,295,270,205,220,225,110,100,615,59061,2615,1390,1097,575,1225,637596,1459,355
"71","9330046.00","CT","Vancouver",0.49403,4927,3118,2964,"59933","59","5915022","5915",2965,890,2075,2965,475,300,4880,1280,795,485,315,215,100,165,590,215,3540,2045,455,100,4925,615,32812,2965,245,330,265,330,415,325,255,145,95,115,435,47896,2960,2070,936,850,890,517285,1230,205
"72","9330047.01","CT","Vancouver",0.32642,3606,2483,2306,"59933","59","5915022","5915",2305,875,1430,2305,360,410,3465,795,385,410,230,130,100,180,245,65,2615,1555,465,155,3495,355,35509,2305,230,265,190,200,245,225,175,155,125,90,400,50548,2310,1430,988,605,880,595678,996,155
"73","9330047.02","CT","Vancouver",0.36646,4082,2825,2661,"59933","59","5915022","5915",2660,730,1930,2660,195,490,4040,945,515,425,300,155,145,125,410,125,3175,1895,275,85,4080,495,36997,2660,165,200,260,390,335,325,235,165,115,110,355,49605,2660,1930,982,635,730,409293,1029,200
"74","9330048.00","CT","Vancouver",1.19789,6635,4399,4105,"59933","59","5915022","5915",4105,1775,2330,4105,375,355,6575,1675,915,760,510,240,265,250,635,170,4925,2965,635,205,6635,1220,32958,4105,370,410,395,525,405,390,335,290,135,200,645,48883,4105,2330,1052,1020,1775,487706,1186,535
"75","9330049.01","CT","Vancouver",1.5497,5990,3726,3462,"59933","59","5915022","5915",3460,2050,1410,3460,365,85,5850,1345,955,390,290,170,120,100,455,130,4650,2745,350,170,5920,1625,41767,3460,205,330,255,280,265,230,330,285,200,140,930,66384,3460,1415,1045,550,2045,412596,1338,620
"76","9330049.02","CT","Vancouver",0.82397,5817,3389,3156,"59933","59","5915022","5915",3155,1655,1500,3155,20,10,5620,670,525,145,110,55,50,35,390,15,3680,2110,1045,460,5675,895,38594,3155,130,265,310,250,325,375,260,170,240,95,735,57716,3155,1500,1029,555,1655,483231,1180,405
"77","9330050.02","CT","Vancouver",0.69258,6086,3532,3347,"59933","59","5915022","5915",3345,860,2490,3345,490,330,6040,1280,845,435,300,230,70,135,695,110,3980,1435,720,80,6070,1890,19953,3345,405,695,535,370,300,355,130,140,140,45,230,31110,3345,2490,682,1195,860,358743,1007,250
"78","9330050.03","CT","Vancouver",1.2925,4536,2999,2838,"59933","59","5915022","5915",2835,1055,1775,2835,240,220,4475,1010,725,285,215,150,70,65,430,35,3400,1260,325,65,4535,1530,24436,2835,365,410,345,490,355,215,185,140,110,70,140,34959,2835,1780,735,810,1060,278142,928,395
"79","9330050.04","CT","Vancouver",0.30793,3443,2051,1909,"59933","59","5915022","5915",1905,660,1245,1905,150,120,3380,805,635,170,90,40,50,80,360,55,2360,885,260,20,3420,1505,18804,1905,245,465,230,240,235,150,95,90,45,40,65,30424,1910,1245,667,585,660,250583,793,205
"80","9330051.00","CT","Vancouver",1.27675,7674,2930,2794,"59933","59","5915022","5915",2795,1795,1000,2795,680,660,7565,1025,765,255,150,85,60,110,965,130,4340,1380,1090,60,7590,4410,21261,2790,120,325,315,375,295,220,255,155,215,75,450,48639,2795,995,810,380,1800,532098,1093,470
"81","9330052.01","CT","Vancouver",1.24103,5722,2131,1981,"59933","59","5915022","5915",1980,1100,880,1980,235,465,5585,1000,750,250,155,125,25,100,780,70,2970,755,915,100,5630,3975,17693,1980,115,315,330,175,265,150,135,135,75,40,250,42903,1980,880,729,415,1100,587310,1144,360
"82","9330052.02","CT","Vancouver",1.30103,6277,2188,2093,"59933","59","5915022","5915",2095,1320,770,2090,260,345,6170,645,410,235,155,145,10,80,775,110,3565,1025,880,50,6200,4275,19794,2090,145,230,205,230,165,155,150,170,135,100,410,53152,2090,770,744,335,1320,571373,1079,335
"83","9330053.01","CT","Vancouver",2.58893,6309,2409,2234,"59933","59","5915022","5915",2230,1510,725,2230,745,440,6220,770,485,280,190,165,20,95,745,80,3555,1010,1055,75,6280,3650,21555,2230,80,200,245,250,245,245,180,105,140,115,430,54211,2235,725,975,315,1505,528326,1050,370
"84","9330053.02","CT","Vancouver",0.79147,3089,1291,1172,"59933","59","5915022","5915",1175,775,395,1175,500,210,3040,515,205,310,250,185,65,60,310,20,1815,695,455,25,3090,1510,21243,1170,65,120,100,170,135,70,90,65,50,45,245,47497,1175,395,967,175,780,558230,1044,220
"85","9330054.01","CT","Vancouver",0.57971,3874,1662,1547,"59933","59","5915022","5915",1545,860,685,1545,880,225,3820,575,355,215,185,75,115,30,445,115,2435,940,435,20,3825,1605,21028,1545,115,155,135,170,135,180,150,100,65,90,245,52703,1545,685,854,230,860,543295,1223,250
"86","9330054.02","CT","Vancouver",0.8018,4348,1599,1491,"59933","59","5915022","5915",1490,1105,385,1490,480,320,4325,515,335,170,115,75,40,60,510,95,2400,845,755,80,4350,2620,22805,1490,60,120,120,195,155,135,110,115,80,80,310,57367,1490,385,966,140,1105,532589,1012,225
"87","9330055.01","CT","Vancouver",0.81133,5197,2588,2415,"59933","59","5915022","5915",2415,900,1515,2415,565,335,5095,965,725,240,205,155,50,30,585,55,3305,885,580,10,5165,2380,18042,2415,260,460,370,345,260,235,145,80,40,75,150,34665,2415,1515,699,800,905,425365,1023,305
"88","9330055.02","CT","Vancouver",0.66429,4434,2549,2432,"59933","59","5915022","5915",2430,1035,1395,2430,375,385,4400,980,645,335,200,155,45,135,500,55,2950,945,445,50,4435,1640,21670,2430,250,445,340,275,275,205,140,170,125,65,150,36476,2435,1400,697,695,1035,341945,997,305
"89","9330056.01","CT","Vancouver",1.13358,3983,2304,2156,"59933","59","5915022","5915",2155,370,1790,2160,305,270,3950,955,590,365,335,245,90,30,490,100,2595,800,410,50,3985,1265,16625,2160,235,560,315,335,225,140,165,70,25,0,70,29295,2160,1790,663,805,370,319907,916,110
"90","9330056.02","CT","Vancouver",0.66781,4340,2456,2310,"59933","59","5915022","5915",2310,715,1595,2310,835,205,4280,910,605,300,240,160,75,60,505,50,3050,1400,270,45,4320,765,25042,2310,230,370,255,310,220,170,165,140,85,100,250,39809,2310,1595,758,715,715,454495,1268,190
"91","9330057.01","CT","Vancouver",0.23731,3005,1623,1474,"59933","59","5915022","5915",1475,65,1410,1475,345,45,2995,370,245,125,95,50,40,35,225,30,1440,280,950,35,3005,2200,13594,1470,255,570,245,155,80,70,40,10,15,10,15,16477,1470,1410,535,675,60,1012126,590,15
"92","9330057.02","CT","Vancouver",1.62653,5084,2510,2303,"59933","59","5915022","5915",2305,630,1675,2305,985,170,4840,785,510,270,140,70,65,130,480,80,2830,870,1005,85,4900,2855,14231,2305,230,685,375,225,155,180,100,50,120,45,130,25397,2305,1675,608,780,630,433846,1071,165
"93","9330058.00","CT","Vancouver",1.12654,3734,2734,2370,"59933","59","5915022","5915",2370,120,2250,2370,640,40,3270,730,500,230,220,175,40,10,180,10,2240,345,670,70,3290,1125,10679,2370,775,1035,200,165,60,40,55,10,10,15,0,11433,2370,2255,392,1275,120,356551,1283,85
"94","9330059.03","CT","Vancouver",0.56031,10571,6441,5446,"59933","59","5915022","5915",5445,3340,2105,5445,130,20,10305,2750,1655,1095,570,380,185,525,1000,260,7420,4595,960,435,10440,4445,37457,5445,535,430,360,380,355,410,395,370,280,235,1695,65350,5450,2110,1458,875,3335,710932,1590,1225
"95","9330059.04","CT","Vancouver",0.41412,9096,6771,5996,"59933","59","5915022","5915",5995,2520,3480,5995,305,40,8925,3095,1875,1220,750,430,320,470,1215,340,7010,3495,510,135,9065,3035,28368,5995,950,830,605,625,540,470,345,260,375,170,820,39780,5995,3480,936,1920,2515,373306,1326,1055
"96","9330059.05","CT","Vancouver",1.64853,10726,6674,5712,"59933","59","5915022","5915",5715,2830,2875,5710,180,145,10385,3840,2230,1610,1015,680,335,595,1470,465,7540,4035,710,205,10475,4650,31076,5715,765,445,465,470,475,650,500,400,285,285,975,53011,5715,2880,1211,1415,2830,440055,1423,1145
