"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","v_CA06_101: Total number of occupied private dwellings by housing tenure - 20% sample data","v_CA06_102: Owned","v_CA06_103: Rented","v_CA06_109: Total number of occupied private dwellings by period of construction - 20% sample data","v_CA06_110: Period of construction, before 1946","v_CA06_111: Period of construction, 1946 to 1960","v_CA06_451: Total - Mobility status 1 year ago - 20% sample data","v_CA06_453: Movers","v_CA06_454: Non-migrants","v_CA06_455: Migrants","v_CA06_456: Internal migrants","v_CA06_457: Intraprovincial migrants","v_CA06_458: Interprovincial migrants","v_CA06_459: External migrants","v_CA06_1234: Total population 15 to 24 years by highest certificate, diploma or degree - 20% sample data","v_CA06_1240: University certificate, diploma or degree","v_CA06_1248: Total population 25 to 64 years by highest certificate, diploma or degree - 20% sample data","v_CA06_1254: University certificate, diploma or degree","v_CA06_1262: Total population 65 years and over by highest certificate, diploma or degree - 20% sample data","v_CA06_1268: University certificate, diploma or degree","v_CA06_1302: Total population by visible minority groups - 20% sample data","v_CA06_1303: Total visible minority population","v_CA06_1583: Median income $","v_CA06_1988: Household income in 2005 of private households - 20% sample data","v_CA06_1989: Under $10,000","v_CA06_1990: $10,000 to $19,999","v_CA06_1991: $20,000 to $29,999","v_CA06_1992: $30,000 to $39,999","v_CA06_1993: $40,000 to $49,999","v_CA06_1994: $50,000 to $59,999","v_CA06_1995: $60,000 to $69,999","v_CA06_1996: $70,000 to $79,999","v_CA06_1997: $80,000 to $89,999","v_CA06_1998: $90,000 to $99,999","v_CA06_1999: $100,000 and over","v_CA06_2000: Median household income $","v_CA06_2048: Total number of non-farm, non-reserve private dwellings occupied by usual residents - 20% sample data","v_CA06_2049: Tenant-occupied private non-farm, non-reserve dwellings","v_CA06_2050: Average gross rent $","v_CA06_2051: Tenant-occupied households spending 30% or more of household income on gross rent","v_CA06_2053: Owner-occupied private non-farm, non-reserve dwellings","v_CA06_2054: Average value of dwelling $","v_CA06_2055: Average owner major payments $","v_CA06_2056: Owner households spending 30% or more of household income on owner's major payments"
"162","9330147.06","CT","Richmond",0.65573,7979,3763,3541,"59933","59","5915015","5915",3540,2515,1020,3540,15,15,7885,1355,825,535,365,250,115,165,910,185,4555,2135,1415,335,7940,5175,20845,3540,235,415,430,560,420,335,295,240,180,185,235,42715,3540,1025,1022,510,2520,267340,888,730
"163","9330147.07","CT","Richmond",0.45034,3816,1941,1771,"59933","59","5915015","5915",1770,1105,665,1770,0,10,3805,880,495,385,165,130,35,220,490,90,2160,915,760,170,3815,3330,13583,1770,295,295,390,190,160,125,90,65,40,25,90,27038,1770,665,920,430,1105,270577,750,430
"164","9330147.08","CT","Richmond",0.61467,6340,2871,2734,"59933","59","5915015","5915",2750,1570,1185,2750,20,65,6270,1445,815,630,355,315,35,270,780,125,3870,1555,800,180,6340,4390,17308,2750,335,345,330,355,330,315,225,210,160,30,105,40008,2750,1180,900,565,1570,249582,838,550
"165","9330148.00","CT","Richmond",3.22902,6006,2642,2420,"59933","59","5915015","5915",2420,1335,1085,2420,35,140,5685,1355,570,790,405,255,150,385,750,155,3085,1525,1205,285,5745,3960,14638,2420,235,525,390,270,270,150,170,95,90,35,195,31464,2420,1085,906,555,1335,381166,788,400
"166","9330149.02","CT","Richmond",1.49232,4903,1615,1574,"59933","59","5915015","5915",1575,1300,275,1575,25,105,4825,615,340,275,155,135,25,115,735,65,2835,1090,550,115,4905,3070,21481,1575,55,75,135,140,165,160,170,140,100,85,350,63875,1575,280,1162,120,1295,572841,1182,355
"167","9330149.03","CT","Richmond",3.10964,7796,2595,2513,"59933","59","5915015","5915",2510,2170,340,2515,15,100,7720,945,415,530,280,205,75,250,1095,245,4450,2045,860,255,7790,5320,20853,2510,150,220,265,255,150,160,240,115,80,115,760,62852,2515,340,1226,160,2170,605829,1251,700
"168","9330149.04","CT","Richmond",1.8332,7609,2868,2753,"59933","59","5915015","5915",2750,2110,645,2755,0,80,7585,1120,680,440,210,140,70,225,1220,235,4430,2070,850,220,7605,5235,20745,2750,195,270,300,285,245,140,250,165,175,90,630,55289,2755,645,936,225,2110,428779,1042,555
"169","9330149.05","CT","Richmond",0.63758,2111,670,643,"59933","59","5915015","5915",645,530,115,640,10,55,2100,340,225,115,50,45,10,60,400,95,1185,540,260,105,2110,1625,15269,645,70,45,65,95,55,65,30,15,50,25,125,45752,640,115,1299,65,530,688377,1263,185
"170","9330150.00","CT","Richmond",23.66866,767,298,287,"59933","59","5915015","5915",285,250,40,290,155,90,765,80,55,25,10,10,10,15,75,0,485,70,35,10,765,85,41999,285,0,10,20,10,20,50,10,0,25,40,100,85037,285,40,935,15,250,418946,1123,35
"171","9330151.01","CT","Richmond",6.5109,9114,3345,3028,"59933","59","5915015","5915",3030,2360,665,3030,90,160,9035,1920,1140,780,435,385,45,350,1355,290,5400,2155,1025,170,9115,7695,16058,3025,295,225,360,390,325,330,240,180,145,130,410,48163,3020,655,968,270,2365,455937,1211,1050
"172","9330151.03","CT","Richmond",4.1705,2392,697,672,"59933","59","5915015","5915",670,540,130,670,20,35,2375,250,115,135,105,95,10,35,330,40,1355,275,260,35,2415,1870,16120,675,45,20,45,105,80,70,55,55,40,35,120,56576,675,125,1023,55,540,521152,1307,160
"173","9330151.05","CT","Richmond",1.26025,3627,1143,1103,"59933","59","5915015","5915",1105,880,220,1105,0,45,3540,450,275,180,125,120,10,50,490,50,2010,815,450,45,3560,2640,22319,1105,50,70,115,130,90,115,85,80,55,80,235,58506,1105,220,946,115,880,449006,1158,235
"174","9330151.06","CT","Richmond",1.95818,5146,1525,1468,"59933","59","5915015","5915",1470,1240,230,1470,10,60,5080,890,435,455,250,205,40,205,865,130,2950,990,435,60,5145,4585,16833,1465,105,130,145,130,180,170,85,105,65,45,295,51388,1470,230,1021,80,1240,502199,1199,530
"175","9330160.01","CT","Delta",2.19621,4654,1666,1616,"59933","59","5915011","5915",1615,1525,95,1615,15,45,4615,270,135,135,105,45,55,35,560,30,2565,1160,690,230,4655,400,38564,1615,30,45,45,100,110,70,100,95,145,95,780,97121,1615,90,1225,35,1525,631044,1292,210
"176","9330160.02","CT","Delta",6.59066,7035,3199,3032,"59933","59","5915011","5915",3030,2335,695,3035,130,230,6995,980,630,345,300,230,65,45,765,95,3805,1540,1375,375,7025,590,34473,3030,65,215,180,340,275,200,235,195,195,130,995,70194,3030,695,954,335,2335,576776,1229,435
"177","9330160.03","CT","Delta",2.64595,5672,2224,2141,"59933","59","5915011","5915",2145,1815,330,2140,10,135,5625,660,375,290,255,155,100,35,750,35,2790,960,1125,330,5645,350,33588,2140,35,145,190,160,115,165,160,160,100,180,730,75740,2140,330,907,180,1810,563168,1226,285
"178","9330160.04","CT","Delta",2.31372,3572,1692,1613,"59933","59","5915011","5915",1610,1185,425,1610,15,90,3505,570,380,185,130,110,25,55,395,20,1860,685,775,210,3535,445,32427,1610,60,150,115,215,130,170,70,125,95,95,385,58009,1610,425,1113,220,1185,486132,1070,200
"179","9330161.01","CT","Delta",158.07386,4460,1915,1803,"59933","59","5915011","5915",1800,1325,465,1800,150,100,4255,520,205,315,300,270,30,10,425,55,2380,780,890,220,4270,590,33514,1800,40,120,145,125,170,175,125,150,65,90,595,69936,1475,415,1357,210,1055,622719,1186,175
"180","9330161.02","CT","Delta",1.82443,5464,2289,2181,"59933","59","5915011","5915",2180,1475,705,2180,130,150,5395,760,440,315,290,255,35,25,705,55,3060,725,715,75,5435,650,29617,2180,100,255,180,155,175,210,185,130,190,110,490,60254,2180,705,770,260,1475,445752,1225,325
"181","9330161.03","CT","Delta",2.33341,6549,2374,2320,"59933","59","5915011","5915",2320,1955,365,2320,35,70,6380,685,470,215,170,145,15,50,885,65,3470,945,855,165,6440,1095,30041,2320,35,170,110,215,205,160,180,180,155,190,710,73161,2315,365,912,135,1950,428659,1180,420
"182","9330161.05","CT","Delta",1.6162,5571,1953,1901,"59933","59","5915011","5915",1900,1525,375,1900,45,50,5445,400,200,200,165,155,10,35,810,40,2995,760,590,75,5535,1050,30680,1905,50,110,90,180,175,160,140,185,135,75,595,71441,1900,375,800,105,1525,452021,1245,340
"183","9330161.06","CT","Delta",0.95812,2802,1059,1023,"59933","59","5915011","5915",1025,950,80,1025,15,25,2745,375,170,205,125,125,0,80,380,25,1485,480,375,95,2755,310,31720,1025,15,35,55,70,140,70,90,65,60,135,290,75908,1025,75,1186,35,945,425447,1099,180
"184","9330162.01","CT","Delta",2.12612,5804,1871,1803,"59933","59","5915011","5915",1800,1645,155,1805,0,0,5635,540,160,380,255,240,15,125,885,125,3265,1330,400,50,5695,2405,29753,1800,85,45,130,100,100,155,130,140,120,135,660,80553,1800,155,852,80,1645,442071,1191,305
"185","9330162.02","CT","Delta",2.04732,6363,2009,1939,"59933","59","5915011","5915",1940,1730,215,1935,10,30,6340,560,195,370,335,285,50,30,1045,85,3535,910,565,110,6355,2020,26994,1935,50,85,85,120,160,130,140,170,170,185,630,80719,1940,215,860,95,1730,459912,1213,320
"186","9330162.03","CT","Delta",1.64224,7005,2286,2135,"59933","59","5915011","5915",2135,1500,640,2135,25,80,6855,1025,545,480,425,405,25,55,870,85,3745,820,825,30,6990,4235,19182,2135,115,170,205,235,235,200,190,160,130,85,390,54240,2135,635,691,215,1500,467838,1290,530
"187","9330162.04","CT","Delta",4.91875,6015,1885,1844,"59933","59","5915011","5915",1845,1745,95,1845,10,115,5975,620,225,390,265,250,15,125,1075,100,3320,1245,540,165,6010,2195,32024,1840,75,75,80,75,80,75,90,115,165,105,905,96999,1845,100,1472,45,1745,542846,1227,285
"188","9330163.01","CT","Delta",1.69249,3645,1200,1155,"59933","59","5915011","5915",1155,1030,120,1155,0,60,3635,245,95,155,135,115,15,15,560,45,2125,565,280,35,3645,1050,32203,1155,15,45,60,70,100,80,85,75,100,90,435,87107,1155,120,863,30,1035,403966,1284,170
"189","9330163.04","CT","Delta",3.47303,5396,1864,1785,"59933","59","5915011","5915",1785,1585,200,1785,40,215,5340,480,210,270,220,205,15,50,715,30,3130,665,470,75,5400,1175,28609,1785,60,85,125,75,145,115,135,170,140,140,590,78050,1785,200,903,105,1580,445112,1211,285
"190","9330163.05","CT","Delta",1.64391,5207,1803,1693,"59933","59","5915011","5915",1690,1275,415,1695,25,135,5115,490,235,260,195,180,15,65,830,60,2790,675,525,50,5190,2410,24702,1690,45,155,150,180,135,125,125,170,70,100,430,63950,1690,415,814,200,1275,359880,1188,270
"191","9330163.06","CT","Delta",0.99489,3921,1350,1230,"59933","59","5915011","5915",1230,810,420,1230,10,80,3850,770,385,385,345,330,20,35,570,60,2085,510,360,45,3915,1910,21571,1230,35,130,95,105,110,125,175,90,70,30,255,60338,1230,420,762,125,810,381804,1197,225
"192","9330163.07","CT","Delta",1.3168,4455,1487,1413,"59933","59","5915011","5915",1410,1130,285,1415,20,105,4360,590,220,365,315,310,10,50,615,40,2405,590,475,30,4430,1860,25856,1410,40,90,110,120,150,135,125,160,100,55,330,65048,1415,280,833,90,1130,378364,1060,195
"193","9330163.08","CT","Delta",1.26301,3812,1285,1204,"59933","59","5915011","5915",1205,955,245,1205,50,270,3745,370,195,175,160,145,15,10,605,80,2055,400,340,35,3810,1265,27281,1205,25,40,110,115,70,125,105,105,105,65,345,73939,1205,245,810,70,955,377895,1284,220
"194","9330170.03","CT","White Rock",0.4846,3450,2493,2331,"59933","59","5915007","5915",2330,1500,825,2330,25,75,3430,800,305,495,480,435,45,15,210,25,1580,505,1490,295,3435,470,26832,2330,160,380,320,390,205,200,220,80,90,80,195,36443,2330,830,821,380,1505,284365,716,275
"195","9330170.04","CT","White Rock",2.17458,5253,2459,2248,"59933","59","5915007","5915",2235,1580,655,2240,200,340,4995,830,295,535,495,440,50,35,510,80,2905,1220,1000,225,5050,585,32217,2235,90,220,195,170,230,185,120,165,105,120,625,61412,2235,655,1090,335,1580,656108,1410,440
"196","9330170.05","CT","White Rock",0.32022,2365,1674,1607,"59933","59","5915007","5915",1605,940,670,1605,25,60,2355,540,250,290,265,185,80,30,145,0,1200,350,915,110,2365,150,26883,1610,65,295,220,235,210,215,160,70,20,35,75,39281,1610,665,836,325,940,232343,728,215
"197","9330170.06","CT","White Rock",2.18477,7687,3566,3340,"59933","59","5915007","5915",3340,2285,1060,3340,260,490,7250,1190,535,655,525,405,120,135,720,30,4260,1570,1280,250,7315,645,32797,3340,215,330,225,280,280,300,205,220,185,210,880,61291,3340,1055,1073,515,2285,549795,1319,580
"198","9330180.01","CT","Surrey",3.06041,5881,2060,1968,"59933","59","5915004","5915",1965,1905,60,1970,0,0,5635,1375,575,800,710,445,265,90,620,60,3435,1670,440,145,5735,1250,44301,1970,50,85,45,75,85,65,80,85,85,110,1205,120254,1965,60,1504,35,1910,670367,1757,395
"199","9330180.02","CT","Surrey",47.80708,6876,2689,2477,"59933","59","5915004","5915",2475,2050,420,2475,170,250,6770,685,330,355,320,295,25,35,920,85,3815,965,1040,240,6830,540,29699,2475,120,145,180,175,200,205,130,210,150,200,745,72245,2420,420,1087,165,2000,826475,1142,375
"200","9330181.01","CT","Surrey",3.90198,7683,3541,3457,"59933","59","5915004","5915",3455,2780,675,3460,10,75,7625,1135,460,670,510,305,205,160,930,55,3530,1275,2230,330,7660,1230,27520,3455,90,280,440,340,395,310,290,265,135,150,755,55201,3460,675,940,275,2780,455600,892,415
"201","9330181.03","CT","Surrey",6.95709,5555,2164,2045,"59933","59","5915004","5915",2045,1505,545,2045,210,275,5490,725,490,235,195,145,50,40,800,40,2970,1300,770,155,5535,340,35048,2045,50,185,160,125,100,110,110,105,120,100,870,85673,2040,540,862,180,1495,864911,1543,280
"202","9330181.04","CT","Surrey",6.91133,8176,3322,3236,"59933","59","5915004","5915",3235,2840,395,3235,35,65,8100,1135,585,550,500,475,25,50,950,65,4130,1565,1755,400,8170,1090,33422,3235,125,180,245,240,270,255,220,175,195,210,1115,74113,3235,395,795,155,2840,573343,1325,635
"203","9330181.05","CT","Surrey",2.46343,7472,3700,3558,"59933","59","5915004","5915",3555,2765,795,3555,30,175,7240,945,520,425,390,340,50,40,665,35,3535,1110,2155,440,7350,750,30048,3555,75,335,440,500,360,375,295,325,175,90,590,51379,3560,790,1620,510,2765,321969,902,600
"204","9330181.06","CT","Surrey",3.74216,4900,2155,2063,"59933","59","5915004","5915",2065,1860,200,2065,50,100,4770,360,240,115,120,110,10,0,460,25,2390,565,1285,145,4785,270,29184,2065,55,180,175,285,135,190,190,115,100,120,510,60233,2005,190,1234,70,1810,397254,943,350
"205","9330181.07","CT","Surrey",1.80078,3555,1304,1267,"59933","59","5915004","5915",1270,1145,125,1265,55,75,3535,310,170,140,120,105,15,15,545,35,1880,815,505,130,3550,270,34846,1265,15,65,65,90,80,90,115,75,50,85,535,87049,1265,125,1255,25,1140,673198,1249,200
"206","9330181.08","CT","Surrey",1.22303,2465,961,925,"59933","59","5915004","5915",925,825,100,925,40,55,2450,345,210,135,90,65,20,45,295,25,1380,515,405,75,2465,175,36014,925,35,15,60,55,50,45,115,45,55,70,375,86452,925,105,903,10,820,659576,1207,170
"207","9330181.09","CT","Surrey",3.90092,6298,2261,2211,"59933","59","5915004","5915",2210,2040,165,2210,0,25,6165,485,200,280,200,150,50,80,925,70,3055,1250,1085,315,6180,755,34512,2210,50,95,180,160,105,140,120,130,140,110,970,87899,2210,165,1117,75,2040,689393,1260,390
"208","9330182.01","CT","Surrey",52.02043,3141,1053,960,"59933","59","5915004","5915",960,800,160,960,50,55,3115,340,185,160,120,105,20,40,425,25,1810,565,330,45,3140,990,30524,960,25,55,60,60,80,75,55,55,35,70,385,83053,890,160,758,30,730,924341,1596,200
"209","9330182.02","CT","Surrey",2.65043,3059,924,881,"59933","59","5915004","5915",880,840,40,880,0,10,2970,1030,615,410,395,290,105,15,345,25,1735,525,125,15,3060,990,34273,880,15,10,40,65,55,45,60,110,55,70,355,87338,880,40,914,15,840,496596,1729,265
"210","9330182.03","CT","Surrey",8.22916,3597,1105,1060,"59933","59","5915004","5915",1060,945,115,1060,30,15,3565,385,310,75,50,45,0,20,750,65,1940,590,345,40,3580,1775,23371,1060,35,45,75,95,50,90,55,50,70,50,440,81985,1060,120,790,60,940,556221,1465,230
"211","9330182.04","CT","Surrey",2.28118,1496,457,451,"59933","59","5915004","5915",450,440,10,450,0,0,1495,95,85,0,0,0,0,10,225,10,855,235,85,10,1515,400,31237,455,0,0,15,35,20,25,15,45,50,25,205,94885,450,10,0,10,440,550506,1595,85
"212","9330182.05","CT","Surrey",19.3187,4723,1526,1475,"59933","59","5915004","5915",1475,1310,165,1475,30,55,4650,620,375,250,160,160,10,85,665,90,2705,715,490,80,4720,1845,27351,1475,75,105,85,120,80,70,95,105,80,95,570,80164,1455,165,1225,90,1295,532215,1478,360
"213","9330182.06","CT","Surrey",10.26058,1212,438,414,"59933","59","5915004","5915",415,305,105,415,75,120,1200,125,80,40,45,25,25,0,195,25,670,80,125,10,1210,215,31197,410,10,10,35,25,60,40,35,30,30,25,120,67083,410,105,1133,70,305,720697,1262,70
"214","9330183.01","CT","Surrey",2.71338,5948,2015,1939,"59933","59","5915004","5915",1935,1540,400,1940,75,105,5865,695,365,325,295,260,35,35,830,65,3270,555,440,55,5945,935,29502,1940,75,110,135,140,125,165,160,165,140,165,560,73995,1940,395,857,160,1540,421574,1325,365
"215","9330183.03","CT","Surrey",2.90113,5755,2303,2218,"59933","59","5915004","5915",2215,1590,635,2215,65,120,5505,820,495,325,300,250,50,25,825,95,3005,525,715,45,5590,790,25707,2215,60,265,245,175,310,250,160,140,130,125,350,51684,2220,630,780,280,1585,342543,1142,410
"216","9330183.04","CT","Surrey",7.22939,4132,1499,1415,"59933","59","5915004","5915",1415,1245,170,1415,40,65,4020,1700,880,815,765,685,80,55,595,45,2395,620,240,40,4135,730,33448,1415,20,55,55,100,110,120,165,170,135,80,400,76093,1405,165,1388,85,1240,539521,1572,400
"217","9330183.05","CT","Surrey",3.52827,7038,2361,2316,"59933","59","5915004","5915",2315,2215,105,2315,0,10,6910,1305,715,585,575,455,120,10,800,40,3940,1095,500,55,7040,1335,35293,2315,35,50,65,180,185,180,230,185,210,180,820,80959,2315,105,1181,55,2210,423899,1505,505
"218","9330183.06","CT","Surrey",1.29643,2237,962,922,"59933","59","5915004","5915",925,795,125,920,10,0,2215,360,260,100,95,70,25,10,245,10,1315,205,255,20,2235,185,28931,925,15,40,95,85,130,135,95,65,80,45,130,57506,925,125,1023,50,795,286108,1097,200
"219","9330183.07","CT","Surrey",2.56325,6555,2193,2143,"59933","59","5915004","5915",2145,1965,175,2145,15,45,6470,515,290,225,215,205,15,10,930,30,3605,680,795,70,6550,1050,28015,2140,40,135,80,170,130,135,110,210,210,135,770,81225,2145,175,814,40,1965,473582,1235,360
"220","9330184.01","CT","Surrey",7.94315,8072,2834,2692,"59933","59","5915004","5915",2690,2375,320,2690,45,80,7695,1530,855,670,575,535,40,100,915,70,4755,1595,560,105,7840,2765,32379,2690,120,90,120,195,185,245,180,295,260,185,820,78165,2690,315,932,140,2375,462844,1509,650
"221","9330184.02","CT","Surrey",2.57424,6967,2897,2742,"59933","59","5915004","5915",2740,2120,625,2745,10,55,6805,1280,860,420,370,315,50,50,840,75,3845,695,915,60,6890,2350,23478,2745,135,295,280,330,330,395,290,200,120,135,230,49618,2745,620,882,185,2120,179246,855,525
"222","9330184.05","CT","Surrey",2.65327,7883,2421,2250,"59933","59","5915004","5915",2250,1925,325,2250,0,55,7765,1375,1090,285,160,100,55,125,1295,85,4425,960,625,95,7860,4520,23734,2250,55,105,160,175,130,290,225,165,140,130,665,67259,2250,325,765,115,1925,440711,1352,575
"223","9330184.06","CT","Surrey",2.66529,3682,1046,997,"59933","59","5915004","5915",995,820,175,995,35,25,3650,1080,865,215,195,185,10,25,475,80,1900,430,355,20,3700,2775,22038,1000,25,70,70,125,80,70,60,65,50,100,270,67072,1000,180,689,45,820,515368,1647,280
"224","9330184.07","CT","Surrey",1.3197,5044,1849,1773,"59933","59","5915004","5915",1775,1210,560,1775,0,65,4900,720,510,210,150,85,60,60,615,30,2465,565,830,100,4915,2190,23823,1775,90,180,190,200,170,165,225,110,85,125,225,53913,1775,560,663,210,1210,376776,1113,345
"225","9330184.08","CT","Surrey",1.31048,3807,1223,1156,"59933","59","5915004","5915",1155,935,220,1155,0,10,3750,710,550,160,110,105,0,55,565,40,2115,455,255,30,3780,1795,25219,1155,45,60,50,85,130,130,185,130,45,85,200,64112,1155,215,776,80,940,348056,1359,275
"226","9330184.09","CT","Surrey",1.29655,4425,1378,1285,"59933","59","5915004","5915",1285,1000,280,1285,15,60,4370,545,385,160,85,50,35,70,700,35,2390,550,390,25,4415,2500,26024,1285,50,60,75,110,90,90,110,105,80,80,435,75182,1285,280,691,95,1005,385739,1365,200
"227","9330184.10","CT","Surrey",1.3414,4678,1390,1254,"59933","59","5915004","5915",1255,865,385,1250,10,10,4590,840,670,170,100,95,10,65,740,80,2460,590,415,55,4680,3730,19507,1255,30,145,75,130,100,105,100,70,85,75,325,63905,1250,390,623,90,865,507215,1663,335
"228","9330184.11","CT","Surrey",2.57746,7217,2167,1954,"59933","59","5915004","5915",1955,1590,360,1950,10,10,7110,1730,1210,525,430,400,30,95,1030,95,3975,1025,510,60,7215,4920,23934,1955,95,85,95,160,110,115,190,185,120,140,660,77378,1950,360,742,145,1595,554003,1818,610
"229","9330185.05","CT","Surrey",1.34059,5419,1803,1688,"59933","59","5915004","5915",1690,915,775,1685,20,100,5345,1215,925,290,235,150,85,55,835,45,2895,555,360,25,5420,3135,21198,1690,75,155,135,220,305,140,130,130,110,105,180,48348,1685,775,689,225,910,314033,1273,225
"230","9330185.06","CT","Surrey",2.67045,7694,2535,2425,"59933","59","5915004","5915",2425,2040,380,2425,10,50,7580,1155,495,660,545,500,45,110,1110,105,4310,1535,875,135,7690,4115,27001,2425,65,170,165,135,175,150,220,155,210,160,810,76767,2425,385,837,155,2040,496847,1393,530
"231","9330185.07","CT","Surrey",2.6229,6197,1860,1760,"59933","59","5915004","5915",1760,1420,340,1760,30,70,6090,1280,815,470,405,350,55,60,895,60,3370,815,520,105,6190,3625,23867,1760,50,30,105,195,170,185,140,175,130,150,420,68981,1760,340,739,100,1425,492038,1391,435
"232","9330185.08","CT","Surrey",3.75816,1326,440,411,"59933","59","5915004","5915",410,370,40,410,20,45,1330,210,140,65,60,45,15,10,220,15,730,330,205,55,1330,530,30532,410,15,10,0,20,35,60,10,35,10,10,205,95723,410,40,1011,25,370,790780,1632,110
"233","9330185.09","CT","Surrey",2.68793,4151,1563,1492,"59933","59","5915004","5915",1490,1045,445,1495,0,65,4090,765,475,295,210,210,0,80,495,25,2340,450,485,25,4150,2450,21074,1490,60,175,120,170,215,165,130,130,75,55,195,50253,1490,450,856,100,1045,295920,1092,340
"234","9330185.10","CT","Surrey",1.29053,5679,1646,1516,"59933","59","5915004","5915",1515,930,585,1515,15,25,5560,1280,800,480,255,180,70,225,795,95,2950,810,475,35,5665,4690,19010,1515,55,85,150,215,160,180,150,100,110,70,240,53516,1515,585,678,150,930,420084,1447,390
"235","9330185.11","CT","Surrey",1.31858,7307,2307,2213,"59933","59","5915004","5915",2210,1320,890,2210,10,35,7180,1265,680,590,380,335,45,215,945,90,3850,1050,675,35,7310,5500,19269,2210,65,210,230,275,290,290,180,150,105,135,275,50611,2210,895,695,200,1320,349105,1243,435
"236","9330185.12","CT","Surrey",1.3662,6289,1755,1637,"59933","59","5915004","5915",1635,1300,335,1635,45,55,6110,1030,730,295,140,135,0,160,940,90,3435,785,405,55,6205,4065,20548,1635,70,55,80,150,185,155,170,140,180,125,325,68618,1635,330,774,80,1300,404142,1367,445
"237","9330185.13","CT","Surrey",1.33009,8471,2540,2391,"59933","59","5915004","5915",2390,1545,845,2390,15,0,8305,1935,1290,645,475,440,40,170,1180,180,4680,1320,595,35,8470,6685,20521,2390,105,190,205,220,245,220,310,165,145,165,425,60124,2390,845,647,275,1545,400729,1578,560
"238","9330185.14","CT","Surrey",1.3382,7584,2260,2133,"59933","59","5915004","5915",2135,1240,895,2130,10,20,7470,1795,1185,615,340,325,10,270,1000,115,3900,1015,910,85,7580,6575,17514,2135,95,265,205,255,215,190,265,150,95,75,325,51915,2130,895,609,295,1240,418284,1342,395
"239","9330185.15","CT","Surrey",2.66853,5707,1745,1613,"59933","59","5915004","5915",1610,1050,560,1615,10,65,5600,920,725,200,110,100,10,85,740,105,3140,680,565,45,5710,4640,18952,1615,110,105,125,180,210,200,120,135,110,75,240,52407,1610,555,688,185,1055,359839,1311,375
"240","9330185.16","CT","Surrey",2.65032,4935,1334,1237,"59933","59","5915004","5915",1235,830,405,1235,20,40,4890,980,765,220,105,40,65,115,660,105,2715,690,355,35,4930,4020,17508,1240,100,70,100,95,160,160,120,90,60,50,225,53768,1235,410,615,135,830,392015,1434,260
"241","9330186.01","CT","Surrey",1.97991,6518,2230,2060,"59933","59","5915004","5915",2060,1410,650,2060,35,420,6415,910,510,405,360,320,40,40,910,105,3680,720,600,55,6485,3625,22559,2060,85,130,215,195,190,190,175,190,180,65,435,61305,2060,650,814,220,1410,388906,1399,545
"242","9330186.02","CT","Surrey",1.89879,5132,1935,1793,"59933","59","5915004","5915",1795,1055,740,1790,45,685,5025,815,510,305,215,190,25,85,705,55,2810,520,555,40,5105,1690,20847,1795,110,220,150,145,240,170,180,150,130,55,240,50498,1790,735,722,295,1055,384305,1215,295
"243","9330186.05","CT","Surrey",1.2515,6352,2095,1950,"59933","59","5915004","5915",1950,1210,735,1950,30,75,6255,1330,795,530,280,245,35,250,945,65,3420,760,615,75,6350,4205,19690,1950,115,185,170,220,170,255,190,155,125,90,265,55915,1950,735,703,215,1210,362248,1175,350
"244","9330186.06","CT","Surrey",1.28227,3947,1101,1047,"59933","59","5915004","5915",1045,665,380,1045,0,50,3885,720,505,210,115,100,15,95,550,50,2095,305,375,25,3945,3245,17152,1050,25,115,140,90,80,130,115,50,70,45,190,55591,1045,380,701,120,665,545808,1385,240
"245","9330186.07","CT","Surrey",1.32933,5137,1430,1333,"59933","59","5915004","5915",1335,855,475,1335,10,60,5065,780,375,400,235,215,20,165,710,70,2805,545,420,35,5120,3905,18940,1335,75,85,75,155,135,95,145,130,95,75,265,61857,1330,475,753,170,855,431721,1367,300
"246","9330186.08","CT","Surrey",1.30827,5281,1850,1700,"59933","59","5915004","5915",1700,1080,620,1700,15,135,5180,1065,790,270,140,125,15,130,750,45,2935,550,400,50,5275,2800,20306,1700,100,130,190,155,160,205,175,135,135,50,260,54939,1700,620,740,245,1080,373644,1376,410
"247","9330187.03","CT","Surrey",2.59724,6715,2210,2040,"59933","59","5915004","5915",2040,1575,470,2040,50,115,6655,920,695,220,150,140,0,75,930,85,3835,720,515,60,6715,3655,22281,2040,105,160,135,175,150,235,215,100,215,180,370,62934,2040,465,833,170,1570,420635,1318,530
"248","9330187.04","CT","Surrey",1.20705,1792,485,432,"59933","59","5915004","5915",430,320,110,430,15,25,1525,390,335,55,10,10,0,45,225,10,785,165,145,0,1545,1045,17068,430,25,50,20,85,35,55,20,40,15,25,55,48893,430,110,745,65,320,399790,1321,125
"249","9330187.05","CT","Surrey",1.329,6732,1937,1773,"59933","59","5915004","5915",1775,1140,630,1770,25,35,6625,935,640,300,170,130,40,130,885,50,3650,980,590,75,6725,5400,18939,1775,105,130,170,145,215,155,160,95,140,110,345,57898,1770,630,631,140,1140,455008,1421,380
"250","9330187.06","CT","Surrey",2.59387,5866,1931,1800,"59933","59","5915004","5915",1800,1460,340,1800,0,45,5805,635,485,150,125,115,10,25,935,60,2990,835,775,65,5860,2915,24967,1800,65,65,160,220,205,130,115,150,105,105,470,63853,1800,340,933,145,1465,489454,1265,350
