"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","NHS Non Return Rate","v_CA11N_2281: Number of owner households in non-farm, non-reserve private dwellings","v_CA11N_2282: % of owner households with a mortgage","v_CA11N_2288: Number of tenant households in non-farm, non-reserve private dwellings","v_CA11N_2289: % of tenant households in subsidized housing","v_CA11N_2284: Median monthly shelter costs for owned dwellings ($)","v_CA11N_2286: Median value of dwellings ($)","v_CA11N_2291: Median monthly shelter costs for rented dwellings ($)","v_CA11N_2285: Average monthly shelter costs for owned dwellings ($)","v_CA11N_2287: Average value of dwellings ($)","v_CA11N_2292: Average monthly shelter costs for rented dwellings ($)"
"329","5350283.01","CT","Toronto",0.9285,5333,1936,1897,"35535","35","3520005","3520","0.354",600,49.2,1325,30.5,876,448974,932,1318,457500,859
"330","5350283.02","CT","Toronto",1.16712,4618,1781,1743,"35535","35","3520005","3520","0.337",895,28.1,835,82.5,675,500130,443,994,494023,550
"331","5350284.00","CT","Toronto",1.41266,6914,2448,2362,"35535","35","3520005","3520","0.275",1225,40.4,1135,6.6,694,449971,969,1085,486459,928
"332","5350285.00","CT","Toronto",1.1118,3283,1273,1201,"35535","35","3520005","3520","0.4",760,40.8,435,9.3,867,491385,875,1242,531941,958
"333","5350286.00","CT","Toronto",3.24625,3685,1413,1347,"35535","35","3520005","3520","0.179",805,54.4,540,72.2,1262,439486,644,1297,471730,706
"334","5350287.01","CT","Toronto",1.07809,7442,3188,3100,"35535","35","3520005","3520","0.256",1230,50.6,1865,51.6,974,448946,824,1398,501119,764
"335","5350287.02","CT","Toronto",1.05804,6874,2443,2258,"35535","35","3520005","3520","0.349",840,37.5,1420,6.4,967,401329,1035,1240,468482,1038
"336","5350288.00","CT","Toronto",2.63071,8441,3323,3172,"35535","35","3520005","3520","0.28300000000000003",1495,48.3,1680,13.1,1026,552810,915,1437,609151,930
"337","5350289.00","CT","Toronto",1.31016,4532,1725,1672,"35535","35","3520005","3520","0.336",1040,36.1,630,0,676,470798,956,1138,504914,980
"338","5350290.00","CT","Toronto",1.28989,4691,2094,1997,"35535","35","3520005","3520","0.297",815,57.7,1195,5.9,1057,330837,872,1198,352002,900
"339","5350291.01","CT","Toronto",0.93312,3851,1638,1542,"35535","35","3520005","3520","0.174",685,37.2,850,6.4,659,400727,965,1050,422857,985
"340","5350291.02","CT","Toronto",1.14643,4833,2015,1983,"35535","35","3520005","3520","0.33899999999999997",1025,39,960,26.4,689,400238,863,1112,423030,799
"341","5350292.00","CT","Toronto",3.74218,6942,2722,2501,"35535","35","3520005","3520","0.249",1055,60.2,1445,8.7,1545,354423,861,1352,387630,853
"342","5350293.00","CT","Toronto",2.0619,4304,1581,1512,"35535","35","3520005","3520","0.39899999999999997",1240,46.6,240,20.8,876,399947,946,1115,397626,984
"343","5350294.01","CT","Toronto",0.85923,4343,1584,1533,"35535","35","3520005","3520","0.307",665,30.8,900,7.8,630,421069,1013,964,445592,989
"344","5350294.02","CT","Toronto",1.02545,4663,1500,1431,"35535","35","3520005","3520","0.251",1035,58.7,365,34.2,1250,341009,944,1235,325597,917
"345","5350295.00","CT","Toronto",1.0824,5336,2059,1955,"35535","35","3520005","3520","0.182",830,50.6,1125,3.1,1001,400094,891,1187,414499,891
"346","5350296.00","CT","Toronto",4.63594,131,113,47,"35535","35","3520005","3520","0.42200000000000004",30,0,20,0,2896,696352,1385,2319,731945,1411
"347","5350297.01","CT","Toronto",1.13953,6866,3033,2924,"35535","35","3520005","3520","0.253",1370,54.7,1555,18.1,1263,421452,1065,1360,475647,1028
"348","5350297.02","CT","Toronto",1.50956,6171,2521,2366,"35535","35","3520005","3520","0.285",1435,51.4,935,28,1138,572443,942,1636,617407,952
"349","5350298.00","CT","Toronto",2.27223,4482,1602,1547,"35535","35","3520005","3520","0.34299999999999997",815,46.3,735,6.1,1444,897517,1168,1875,954531,1119
"350","5350299.01","CT","Toronto",2.89291,6015,2306,2185,"35535","35","3520005","3520","0.304",1460,52.4,725,0,1403,698809,1124,1703,786298,1275
"351","5350299.02","CT","Toronto",0.1593,4145,2446,2253,"35535","35","3520005","3520","0.252",1255,58.6,1000,3,1461,376633,1439,1526,383678,1531
"352","5350300.00","CT","Toronto",1.03364,10038,6026,5231,"35535","35","3520005","3520","0.28600000000000003",3715,71.2,1515,5.9,1544,349141,1413,1558,401801,1457
"353","5350301.01","CT","Toronto",0.90166,2862,1093,1080,"35535","35","3520005","3520","0.253",605,53.3,450,5.6,1420,697359,995,1654,665735,1064
"354","5350301.03","CT","Toronto",0.2736,4402,1632,1553,"35535","35","3520005","3520","0.261",345,61.4,1205,2.5,1120,170836,1201,1139,196490,1201
"355","5350301.04","CT","Toronto",1.42622,4069,1785,1484,"35535","35","3520005","3520","0.19",495,64.3,990,6,1393,230387,1202,1410,248624,1144
"356","5350302.01","CT","Toronto",1.22921,6387,2399,2375,"35535","35","3520005","3520","0.21899999999999997",2065,48.7,310,0,901,400156,1273,1182,397715,1189
"357","5350302.02","CT","Toronto",1.08389,6177,2069,2026,"35535","35","3520005","3520","0.225",1305,51.5,720,3.4,927,449455,1212,1234,444161,1136
"358","5350302.03","CT","Toronto",0.69385,3580,1191,1131,"35535","35","3520005","3520","0.301",850,54.4,275,0,1384,401104,801,1285,412728,787
"359","5350303.00","CT","Toronto",1.06327,5425,1933,1873,"35535","35","3520005","3520","0.244",470,59.1,1405,10.4,1033,473662,1099,1341,449750,1059
"360","5350304.01","CT","Toronto",0.24931,4540,1632,1609,"35535","35","3520005","3520","0.19899999999999998",160,51.5,1450,4.8,1258,300506,1098,1277,385476,1087
"361","5350304.02","CT","Toronto",1.21224,4168,1868,1543,"35535","35","3520005","3520","0.287",1325,45.7,220,0,951,549388,1460,1402,563729,1362
"362","5350304.03","CT","Toronto",0.99547,2938,1011,965,"35535","35","3520005","3520","0.355",775,43.2,190,23.7,973,379008,1485,1338,480072,1205
"363","5350304.04","CT","Toronto",0.23444,3668,1412,1400,"35535","35","3520005","3520","0.2",210,71.4,1210,0,1791,299734,1087,1582,318025,1092
"364","5350304.05","CT","Toronto",0.703,2881,1111,1091,"35535","35","3520005","3520","0.33799999999999997",985,29.9,95,0,1044,424763,1336,1209,455067,1363
"365","5350304.06","CT","Toronto",0.74893,6057,2289,2220,"35535","35","3520005","3520","0.24",1855,51.8,360,0,1042,300452,1453,1234,366430,1297
"366","5350305.01","CT","Toronto",2.44425,4586,1625,1595,"35535","35","3520005","3520","0.33",1475,45.3,80,0,1098,801324,1798,1645,856281,1836
"367","5350305.03","CT","Toronto",0.71145,4865,2236,2090,"35535","35","3520005","3520","0.254",870,59,1220,0,1752,647858,1469,1782,678558,1487
"368","5350305.04","CT","Toronto",1.00966,5282,2965,2763,"35535","35","3520005","3520","0.311",1685,66.8,1080,0,1442,348223,1355,1452,388843,1401
"369","5350306.01","CT","Toronto",1.17222,4679,1551,1481,"35535","35","3520005","3520","0.361",1160,33.6,290,43.1,958,802597,1066,1572,912303,1183
"370","5350306.02","CT","Toronto",1.11852,4375,1538,1466,"35535","35","3520005","3520","0.38799999999999996",1300,43.3,205,0,1114,897346,1483,1668,893552,1493
"371","5350307.03","CT","Toronto",0.11011,5000,2364,2222,"35535","35","3520005","3520","0.251",1620,52.6,600,0,1106,399509,1531,1312,397640,1438
"372","5350307.04","CT","Toronto",0.15295,6276,3547,3000,"35535","35","3520005","3520","0.24",1535,51,1470,1.4,1262,385938,1416,1384,405941,1465
"373","5350307.05","CT","Toronto",0.10463,3538,2047,1918,"35535","35","3520005","3520","0.321",1190,75.3,725,0,1425,300670,1348,1390,341456,1388
"374","5350307.06","CT","Toronto",0.10419,5498,2484,2330,"35535","35","3520005","3520","0.39799999999999996",1790,68.1,540,0,1547,380654,1555,1538,407723,1637
"375","5350307.07","CT","Toronto",1.22458,5637,2128,1987,"35535","35","3520005","3520","0.38799999999999996",1210,44.2,780,0,1041,697771,1545,1680,772492,1453
"376","5350308.01","CT","Toronto",1.48189,10567,5232,5051,"35535","35","3520005","3520","0.24600000000000002",3240,56.9,1810,27.9,1338,399674,1226,1454,455199,1190
"377","5350308.02","CT","Toronto",1.42465,4437,1699,1627,"35535","35","3520005","3520","0.373",1315,46,310,41.9,960,601426,384,1460,673618,692
"378","5350309.00","CT","Toronto",0.74182,6323,2362,2319,"35535","35","3520005","3520","0.223",315,50.8,1990,9.5,1451,349405,1150,1461,419058,1115
"379","5350310.01","CT","Toronto",1.42763,3367,1251,1191,"35535","35","3520005","3520","0.317",1020,45.6,170,0,950,599724,857,1518,646711,1022
"380","5350310.02","CT","Toronto",2.23546,5201,2036,1942,"35535","35","3520005","3520","0.193",835,45.2,1070,11.7,792,555163,1001,1335,583417,994
"381","5350311.02","CT","Toronto",0.89054,5930,2322,2194,"35535","35","3520005","3520","0.207",960,42.2,1230,18.7,674,380131,872,986,361602,809
"382","5350311.03","CT","Toronto",0.79713,2648,946,879,"35535","35","3520005","3520","0.355",670,33.6,190,36.8,635,410873,802,1010,420283,812
"383","5350311.04","CT","Toronto",0.95755,6864,2460,2353,"35535","35","3520005","3520","0.23800000000000002",1295,45.6,1055,7.1,745,349295,904,1051,341902,926
"384","5350311.05","CT","Toronto",0.34549,6576,2681,2586,"35535","35","3520005","3520","0.289",910,55.7,1670,4.8,1177,181727,913,1228,182184,961
"385","5350311.06","CT","Toronto",10.24444,5695,3313,2312,"35535","35","3520005","3520","0.353",815,87.7,1505,13.3,1731,400652,950,1743,423398,937
"386","5350312.02","CT","Toronto",0.524,3624,1199,1128,"35535","35","3520005","3520","0.245",680,65.2,470,9.6,1259,299523,875,1199,256349,854
"387","5350312.03","CT","Toronto",1.48726,6518,2225,2134,"35535","35","3520005","3520","0.38299999999999995",1140,59.4,990,10.6,1150,348560,1025,1195,489622,1028
"388","5350312.04","CT","Toronto",0.72554,5930,1813,1704,"35535","35","3520005","3520","0.28300000000000003",600,47.5,1095,35.6,795,334934,903,1166,330752,803
"389","5350312.05","CT","Toronto",0.34587,3803,1367,1265,"35535","35","3520005","3520","0.276",190,73.7,1085,41.5,1158,199684,857,1362,319991,752
"390","5350312.06","CT","Toronto",0.45844,3626,1105,1078,"35535","35","3520005","3520","0.242",555,41.1,510,27.5,674,348564,927,1049,330627,825
"391","5350312.07","CT","Toronto",0.6247,3226,1328,1279,"35535","35","3520005","3520","0.243",750,36,535,78.7,718,369313,424,1032,386284,493
"392","5350313.00","CT","Toronto",2.89834,5496,1910,1848,"35535","35","3520005","3520","0.264",1180,49.2,670,3.8,850,349120,993,1143,367047,964
"393","5350314.01","CT","Toronto",0.4281,5055,1738,1644,"35535","35","3520005","3520","0.305",380,63.2,1250,3.6,1224,299846,967,1295,363657,970
"394","5350314.02","CT","Toronto",1.12467,5302,1750,1623,"35535","35","3520005","3520","0.263",1105,63.3,535,22.4,1413,340151,1013,1292,340408,959
"395","5350315.01","CT","Toronto",1.51758,3333,1213,1097,"35535","35","3520005","3520","0.341",930,42.5,145,0,741,400193,951,1167,436586,874
"396","5350315.02","CT","Toronto",0.42796,3666,1162,1066,"35535","35","3520005","3520","0.267",725,59.3,360,16.7,1338,320083,951,1171,325626,918
"397","5350315.03","CT","Toronto",6.00355,5526,1861,1648,"35535","35","3520005","3520","0.295",1090,57.1,535,23.4,1407,349751,966,1232,396742,908
"398","5350316.01","CT","Toronto",1.78113,4023,1312,1240,"35535","35","3520005","3520","0.25",1050,37.1,200,17.5,634,350107,943,1029,368364,945
"399","5350316.03","CT","Toronto",0.40066,5761,2029,1864,"35535","35","3520005","3520","0.36",120,37.5,1740,11.8,724,225061,984,1004,358992,992
"400","5350316.04","CT","Toronto",0.46506,4415,1776,1681,"35535","35","3520005","3520","0.28300000000000003",415,61.4,1270,55.5,1033,99303,748,1034,114956,663
"401","5350316.05","CT","Toronto",0.40614,4148,1372,1318,"35535","35","3520005","3520","0.252",410,53.7,905,8.3,953,299551,1001,1089,265956,944
"402","5350316.06","CT","Toronto",0.40499,3710,1190,1143,"35535","35","3520005","3520","0.309",400,67.5,745,55.7,1186,200112,651,1211,268115,672
"403","5350317.02","CT","Toronto",0.43231,7215,3406,3340,"35535","35","3520005","3520","0.322",965,43.5,2375,18.3,997,276412,1099,1280,336975,1002
"404","5350317.03","CT","Toronto",1.19309,3665,1257,1245,"35535","35","3520005","3520","0.32",965,54.4,315,0,1300,518621,1275,1543,563625,1403
"405","5350317.04","CT","Toronto",0.72199,6016,2413,2369,"35535","35","3520005","3520","0.22",1205,54.4,1165,4.3,1392,274932,1232,1385,271924,1192
"406","5350317.05","CT","Toronto",0.54139,2227,803,786,"35535","35","3520005","3520","0.29",600,53.7,195,30.8,1461,400572,702,1352,405810,937
"407","5350318.00","CT","Toronto",1.90637,8371,3342,3198,"35535","35","3520005","3520","0.22699999999999998",1835,58.2,1370,7.3,1294,524456,1122,1451,557422,1206
"408","5350319.00","CT","Toronto",1.20157,4168,1597,1537,"35535","35","3520005","3520","0.36700000000000005",1070,39.5,460,0,792,598509,1202,1271,628299,1185
"409","5350320.01","CT","Toronto",0.73678,4813,1845,1806,"35535","35","3520005","3520","0.34",555,50.5,1255,10.8,1002,450099,1097,1337,475165,1033
"410","5350320.02","CT","Toronto",0.85276,5700,2120,2078,"35535","35","3520005","3520","0.22",1430,45.1,645,4.6,919,349473,1237,1199,381009,1147
"411","5350321.01","CT","Toronto",1.25768,3839,1367,1291,"35535","35","3520005","3520","0.293",1085,39.8,175,0,884,699354,1003,1469,724026,1037
"412","5350321.02","CT","Toronto",1.2172,4128,1535,1448,"35535","35","3520005","3520","0.322",1050,44,435,0,987,750515,1292,1666,756031,1331
"413","5350322.01","CT","Toronto",0.20805,4917,2370,2236,"35535","35","3520005","3520","0.35100000000000003",1240,69.8,995,4.5,1367,300557,1379,1350,316566,1376
"414","5350322.02","CT","Toronto",1.40695,3539,1284,1216,"35535","35","3520005","3520","0.43200000000000005",845,45,405,63.4,1043,700125,501,1674,774270,717
"415","5350323.01","CT","Toronto",1.04061,4102,1683,1625,"35535","35","3520005","3520","0.396",700,33.1,925,0,1040,629962,1441,1277,622658,1435
"416","5350323.02","CT","Toronto",1.85999,5624,1981,1915,"35535","35","3520005","3520","0.26899999999999996",1200,45.8,720,0,1105,697182,1841,1577,722251,1822
"417","5350324.01","CT","Toronto",1.1954,3804,1235,1178,"35535","35","3520005","3520","0.36200000000000004",895,40.6,285,68.4,826,450166,372,1128,507815,624
"418","5350324.02","CT","Toronto",1.89369,6458,2281,2210,"35535","35","3520005","3520","0.19399999999999998",1660,39.5,545,61.8,765,501092,474,1190,512821,668
"419","5350324.03","CT","Toronto",2.16991,4098,1759,1719,"35535","35","3520005","3520","0.272",1325,31.2,400,54.3,1145,449042,501,1247,454469,717
"420","5350324.05","CT","Toronto",0.65605,3488,1416,1399,"35535","35","3520005","3520","0.223",920,50.5,450,72.2,1101,360099,413,1274,425544,556
"421","5350324.06","CT","Toronto",0.65938,3612,1223,1210,"35535","35","3520005","3520","0.228",1150,62.6,80,0,1362,348192,1096,1306,326396,1220
"422","5350330.00","CT","Toronto",2.19348,4240,1750,1728,"35535","35","3520005","3520","0.257",1280,49,450,0,749,411069,1138,1181,428264,1078
"423","5350331.01","CT","Toronto",1.52013,5576,2252,2228,"35535","35","3520005","3520","0.375",1820,50,410,0,1050,399681,1037,1313,398267,1084
"424","5350331.03","CT","Toronto",0.51039,5912,1885,1835,"35535","35","3520005","3520","0.384",430,69.8,1395,13.6,1320,180155,928,1345,237238,931
"425","5350331.04","CT","Toronto",1.06015,3224,1286,1272,"35535","35","3520005","3520","0.33399999999999996",1185,58.6,95,0,1074,250441,1215,1319,361007,1217
"426","5350332.00","CT","Toronto",1.52621,7473,2902,2802,"35535","35","3520005","3520","0.354",1100,62.7,1700,37.8,1303,349410,864,1344,423532,731
"427","5350333.00","CT","Toronto",2.39935,4774,1708,1661,"35535","35","3520005","3520","0.374",1305,51.7,305,18.3,1202,400220,1184,1290,486319,1036
"428","5350334.00","CT","Toronto",2.38519,3593,1375,1297,"35535","35","3520005","3520","0.401",1250,56.4,95,0,1267,449828,844,1487,510803,856
"429","5350335.00","CT","Toronto",2.23152,7336,2954,2866,"35535","35","3520005","3520","0.242",1510,60.6,1355,30.3,1309,399451,891,1282,406096,794
"430","5350336.00","CT","Toronto",1.63381,6691,2523,2407,"35535","35","3520005","3520","0.33",2050,62,330,0,1238,349506,750,1288,385715,943
"431","5350337.00","CT","Toronto",0.82101,2933,1216,1167,"35535","35","3520005","3520","0.429",435,49.4,750,26.5,935,450463,835,1276,486344,827
"432","5350338.00","CT","Toronto",1.65013,5639,2739,2580,"35535","35","3520005","3520","0.326",1660,56.6,925,47,1129,424530,701,1331,486531,647
"433","5350339.00","CT","Toronto",1.83851,6593,3126,3034,"35535","35","3520005","3520","0.243",2025,49.9,1005,0,1013,500384,1004,1436,587518,1021
"434","5350340.00","CT","Toronto",1.27488,6541,2530,2458,"35535","35","3520005","3520","0.355",1215,58.6,1240,4,1464,401107,849,1353,437245,915
"435","5350341.02","CT","Toronto",0.77866,3992,1723,1649,"35535","35","3520005","3520","0.252",1010,45.5,695,24.6,818,298985,798,1038,316275,758
"436","5350341.03","CT","Toronto",0.40538,5073,2036,1997,"35535","35","3520005","3520","0.243",0,0,1985,41.8,0,0,853,0,0,706
"437","5350341.04","CT","Toronto",0.67099,4432,1646,1581,"35535","35","3520005","3520","0.295",575,67,955,37.2,1429,348605,814,1315,361140,759
"438","5350342.00","CT","Toronto",1.23297,6407,2065,2019,"35535","35","3520005","3520","0.218",1285,77,735,4.7,1730,410211,904,1611,430192,921
"439","5350343.00","CT","Toronto",1.09817,4075,1599,1505,"35535","35","3520005","3520","0.281",970,54.6,555,35.1,884,348721,649,1081,350651,692
"440","5350344.01","CT","Toronto",1.06274,5038,1977,1854,"35535","35","3520005","3520","0.287",1025,52.2,830,24.6,1065,348231,951,1115,353355,932
"441","5350344.02","CT","Toronto",0.22083,3452,1852,1828,"35535","35","3520005","3520","0.314",885,71.2,940,76.6,1176,179555,333,1241,205576,490
"442","5350345.00","CT","Toronto",0.78754,3680,1321,1213,"35535","35","3520005","3520","0.213",1060,57.1,135,0,1205,348184,779,1172,371606,893
"443","5350346.01","CT","Toronto",1.51998,4888,1724,1657,"35535","35","3520005","3520","0.24100000000000002",700,62.9,960,23.4,1370,324622,862,1264,334388,805
"444","5350346.02","CT","Toronto",0.40049,5095,2048,1977,"35535","35","3520005","3520","0.273",525,79.2,1450,9.3,1436,276434,904,1329,276821,884
"445","5350347.00","CT","Toronto",1.50409,2610,903,896,"35535","35","3520005","3520","0.221",735,78.8,170,0,1546,329759,1496,1420,359801,1243
"446","5350348.00","CT","Toronto",2.31904,5137,1977,1854,"35535","35","3520005","3520","0.256",1570,63.7,285,0,1406,380706,869,1276,374273,883
"447","5350349.00","CT","Toronto",0.87617,5644,2346,2272,"35535","35","3520005","3520","0.258",745,53.7,1525,3.6,1174,379526,881,1177,370413,898
"448","5350350.00","CT","Toronto",3.36166,5412,2207,2115,"35535","35","3520005","3520","0.299",1510,52.6,605,28.9,1083,376008,802,1125,385692,774
"449","5350351.01","CT","Toronto",0.97477,5284,2153,2049,"35535","35","3520005","3520","0.20600000000000002",990,50,1055,20.9,1086,349589,850,1189,349874,809
"450","5350351.02","CT","Toronto",0.57125,2712,1056,1044,"35535","35","3520005","3520","0.302",465,50.5,580,4.3,897,341621,901,1079,304231,907
"451","5350352.00","CT","Toronto",1.12164,5387,1942,1859,"35535","35","3520005","3520","0.217",1185,63,675,6,1129,325330,914,1168,291803,923
"452","5350353.02","CT","Toronto",1.2134,5263,1738,1661,"35535","35","3520005","3520","0.22699999999999998",1130,49.3,535,12.1,1057,350064,949,1168,367552,941
"453","5350353.03","CT","Toronto",0.40919,3189,1110,1089,"35535","35","3520005","3520","0.203",810,64.2,280,0,1250,250426,1244,1253,279799,1127
"454","5350353.04","CT","Toronto",0.62956,4461,1663,1589,"35535","35","3520005","3520","0.275",775,56.4,810,43.2,1066,324502,821,1112,290189,717
"455","5350354.00","CT","Toronto",1.33283,5086,1904,1688,"35535","35","3520005","3520","0.25",1275,58.4,325,10.6,1270,349866,804,1255,362271,817
"456","5350355.02","CT","Toronto",1.105,5374,2013,1940,"35535","35","3520005","3520","0.36",1195,47.7,745,17.4,890,299568,860,1078,312636,873
"457","5350355.03","CT","Toronto",0.50662,4550,1770,1676,"35535","35","3520005","3520","0.268",305,53.3,1375,28.4,1019,358049,903,1217,374918,815
"458","5350355.04","CT","Toronto",0.577,5255,1810,1763,"35535","35","3520005","3520","0.24100000000000002",505,75,1255,8.4,1503,280166,984,1390,265878,983
"459","5350356.00","CT","Toronto",1.55598,4610,1641,1521,"35535","35","3520005","3520","0.292",1240,57.4,370,17.8,1192,359503,915,1209,394230,829
"460","5350357.01","CT","Toronto",1.05106,7266,2469,2404,"35535","35","3520005","3520","0.23",500,49.5,1905,26.8,880,320776,883,1046,343992,803
"461","5350357.02","CT","Toronto",1.10588,4890,1756,1688,"35535","35","3520005","3520","0.248",555,52.3,1180,53.4,979,348922,793,1141,351512,643
"462","5350358.01","CT","Toronto",1.11013,3460,1190,1153,"35535","35","3520005","3520","0.39399999999999996",1030,48.5,135,46.4,727,349020,627,990,337419,633
"463","5350358.02","CT","Toronto",0.61791,4590,1985,1857,"35535","35","3520005","3520","0.402",1005,54.2,845,49.4,913,228234,702,1129,265804,665
"464","5350358.03","CT","Toronto",1.09742,5565,2296,2183,"35535","35","3520005","3520","0.27899999999999997",920,67.4,1265,74.2,1346,300231,378,1239,318126,565
"465","5350359.00","CT","Toronto",2.23638,7058,2739,2612,"35535","35","3520005","3520","0.35700000000000004",1345,62.6,1265,41.9,1219,278769,810,1229,283904,743
"466","5350360.00","CT","Toronto",4.55616,5874,1965,1894,"35535","35","3520005","3520","0.363",1575,61.4,315,14.3,1362,349214,972,1292,361832,1022
"467","5350361.01","CT","Toronto",2.95729,5869,1940,1912,"35535","35","3520005","3520","0.309",1725,48,185,23.7,924,500575,1209,1392,512123,1080
"468","5350361.02","CT","Toronto",2.46272,7224,2408,2364,"35535","35","3520005","3520","0.23800000000000002",2245,63.3,120,16.7,1494,400750,1262,1412,412356,1205
"469","5350362.01","CT","Toronto",2.52879,6279,2128,2046,"35535","35","3520005","3520","0.28600000000000003",1395,64.3,650,17.8,1478,350171,1093,1396,454046,1058
"470","5350362.02","CT","Toronto",1.94349,5902,1731,1672,"35535","35","3520005","3520","0.353",1480,54.5,215,20.9,1406,480253,850,1434,494185,983
"471","5350362.03","CT","Toronto",3.30258,7195,2182,2106,"35535","35","3520005","3520","0.28800000000000003",1875,48.8,230,0,994,448772,800,1287,463000,841
"472","5350362.04","CT","Toronto",1.35308,4996,1769,1726,"35535","35","3520005","3520","0.222",1300,60,400,4.9,1249,299777,1035,1227,311387,1026
"473","5350363.02","CT","Toronto",1.19757,3233,1129,1097,"35535","35","3520005","3520","0.365",810,53.7,280,0,940,376815,1008,1162,353838,1035
"474","5350363.04","CT","Toronto",1.12713,3624,1119,1079,"35535","35","3520005","3520","0.33799999999999997",865,75.1,220,13.6,1520,349056,988,1532,345081,969
"475","5350363.05","CT","Toronto",0.50329,4721,1779,1688,"35535","35","3520005","3520","0.295",520,69.9,1155,25.5,1163,159929,847,1164,187459,814
"476","5350363.06","CT","Toronto",0.82891,6658,3207,3055,"35535","35","3520005","3520","0.21100000000000002",2055,74.2,1000,9.5,1306,230307,1296,1284,243327,1205
"477","5350363.07","CT","Toronto",2.27654,5566,1977,1942,"35535","35","3520005","3520","0.298",340,49.3,1600,42.5,841,376309,844,1271,357090,721
"478","5350364.01","CT","Toronto",2.90668,6009,2079,1996,"35535","35","3520005","3520","0.276",1365,65.6,645,34.9,1407,340006,858,1304,325827,817
"479","5350364.02","CT","Toronto",0.74379,2942,1039,968,"35535","35","3520005","3520","0.302",790,65.8,130,0,1453,329582,1436,1302,323789,1283
"480","5350365.00","CT","Toronto",1.56741,6772,2218,2061,"35535","35","3520005","3520","0.265",1520,57.6,540,5.5,1342,349189,950,1260,358561,936
"481","5350366.00","CT","Toronto",1.44064,6130,2212,2083,"35535","35","3520005","3520","0.336",1280,53.5,800,29.2,1081,348484,849,1156,333364,803
"482","5350367.01","CT","Toronto",0.71324,4896,1406,1365,"35535","35","3520005","3520","0.275",535,43,825,27.3,626,349669,967,1076,352292,875
"483","5350367.02","CT","Toronto",1.03068,3620,1256,1204,"35535","35","3520005","3520","0.34",1085,42.9,120,0,649,375193,1002,1070,361059,1075
"484","5350368.01","CT","Toronto",0.88847,5516,3379,2730,"35535","35","3520005","3520","0.237",1870,70.3,865,2.9,1302,250750,1347,1299,261699,1309
"485","5350368.02","CT","Toronto",1.57328,4308,1664,1579,"35535","35","3520005","3520","0.262",1040,51,540,55.1,927,379025,601,1137,367768,648
"486","5350369.00","CT","Toronto",2.4665,7703,2492,2427,"35535","35","3520005","3520","0.255",1410,55.5,1015,10.8,1135,349773,937,1161,356185,938
"487","5350370.01","CT","Toronto",1.76665,10205,3790,3729,"35535","35","3520005","3520","0.318",1970,74.4,1760,20.2,1326,224442,944,1310,251448,891
"488","5350370.02","CT","Toronto",2.27382,4975,1684,1641,"35535","35","3520005","3520","0.159",1135,59.3,510,2.9,1087,300710,903,1133,293559,980
"489","5350370.03","CT","Toronto",0.85723,3796,1356,1296,"35535","35","3520005","3520","0.21",1000,61.2,290,12.1,1316,350042,903,1253,366197,992
"490","5350371.00","CT","Toronto",3.71523,6999,2505,2359,"35535","35","3520005","3520","0.313",1865,51.3,490,8.2,992,390862,948,1167,393087,1023
"491","5350372.00","CT","Toronto",1.33184,4364,1559,1467,"35535","35","3520005","3520","0.27699999999999997",1265,53.4,145,0,1148,399562,902,1196,390454,1052
"492","5350373.00","CT","Toronto",0.96069,4599,1902,1761,"35535","35","3520005","3520","0.258",930,46.2,885,0,735,399703,888,1127,387127,912
"493","5350374.01","CT","Toronto",1.18795,4844,1682,1656,"35535","35","3520005","3520","0.171",1240,57.7,420,0,1318,394516,1125,1308,383680,1080
"494","5350374.02","CT","Toronto",0.80225,3265,1093,1078,"35535","35","3520005","3520","0.32",980,49,85,0,908,376038,1245,1103,369928,1128
"495","5350374.03","CT","Toronto",0.80821,4247,1691,1654,"35535","35","3520005","3520","0.22",680,49.3,985,20.3,864,375457,952,1065,378919,835
"496","5350375.01","CT","Toronto",0.95309,6131,2618,2568,"35535","35","3520005","3520","0.192",1175,45.1,1390,44.2,919,374952,847,1183,394938,750
"497","5350375.02","CT","Toronto",0.61463,1950,701,693,"35535","35","3520005","3520","0.259",520,35.9,170,32.4,660,499800,1003,1085,498579,1133
"498","5350375.03","CT","Toronto",0.81361,5412,1918,1896,"35535","35","3520005","3520","0.312",775,37.8,1120,24.6,721,448751,988,1056,448116,893
"499","5350375.04","CT","Toronto",0.92428,5477,1667,1644,"35535","35","3520005","3520","0.212",1345,56.9,300,0,1216,320109,1207,1269,391069,1128
"500","5350375.05","CT","Toronto",1.13069,7320,2478,2453,"35535","35","3520005","3520","0.16699999999999998",1355,44.6,1100,4.1,802,480561,1114,1176,464575,1063
"501","5350376.01","CT","Toronto",1.04665,5248,1684,1603,"35535","35","3520005","3520","0.281",1085,50.7,505,54.5,883,424586,623,1215,455860,762
"502","5350376.02","CT","Toronto",0.8583,5278,1643,1605,"35535","35","3520005","3520","0.254",1005,50.7,600,10,994,321182,1052,1059,308541,1050
"503","5350376.04","CT","Toronto",1.19406,5256,1674,1646,"35535","35","3520005","3520","0.247",1180,45.3,470,6.5,946,400832,1148,1174,422661,1109
"504","5350376.05","CT","Toronto",1.30767,7132,2041,2008,"35535","35","3520005","3520","0.299",1825,40.5,180,0,851,500705,1344,1202,482516,1224
