"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","NHS Non Return Rate","v_CA11N_2281: Number of owner households in non-farm, non-reserve private dwellings","v_CA11N_2282: % of owner households with a mortgage","v_CA11N_2288: Number of tenant households in non-farm, non-reserve private dwellings","v_CA11N_2289: % of tenant households in subsidized housing","v_CA11N_2284: Median monthly shelter costs for owned dwellings ($)","v_CA11N_2286: Median value of dwellings ($)","v_CA11N_2291: Median monthly shelter costs for rented dwellings ($)","v_CA11N_2285: Average monthly shelter costs for owned dwellings ($)","v_CA11N_2287: Average value of dwellings ($)","v_CA11N_2292: Average monthly shelter costs for rented dwellings ($)"
"153","5350136.02","CT","Toronto",0.21013,4995,3580,3323,"35535","35","3520005","3520","0.303",645,65.9,2680,13.1,1656,400424,1076,1635,452829,1112
"154","5350137.00","CT","Toronto",0.91421,6509,3499,3360,"35535","35","3520005","3520","0.302",1625,48.6,1735,17.6,1242,750337,1045,1733,768039,1027
"155","5350138.00","CT","Toronto",0.96546,3132,1194,1157,"35535","35","3520005","3520","0.392",870,38.5,295,23.3,1853,1595085,981,2454,1643328,937
"156","5350139.00","CT","Toronto",1.28312,6671,2863,2712,"35535","35","3520005","3520","0.272",1725,49,985,2.5,1508,981948,1170,2129,1080655,1246
"157","5350140.00","CT","Toronto",0.57204,2479,835,778,"35535","35","3520005","3520","0.32299999999999995",645,38,115,0,1546,1500732,1406,2324,1481046,1377
"158","5350141.01","CT","Toronto",0.55041,4249,1717,1643,"35535","35","3520005","3520","0.289",1305,56.3,335,0,1858,751262,1103,1955,760580,1419
"159","5350141.02","CT","Toronto",0.68759,4599,1658,1600,"35535","35","3520005","3520","0.257",1375,49.6,220,0,1237,800927,1269,1831,821091,1362
"160","5350142.00","CT","Toronto",1.04392,5693,2384,2253,"35535","35","3520005","3520","0.257",1550,52.3,700,11.4,1574,849514,1102,1976,935309,1205
"161","5350150.00","CT","Toronto",1.10899,4190,1692,1659,"35535","35","3520005","3520","0.308",1265,47.8,395,0,1311,799679,1102,1843,870605,1102
"162","5350151.00","CT","Toronto",0.65478,3731,1568,1494,"35535","35","3520005","3520","0.294",655,53.4,845,54.4,1273,449721,742,1236,437323,680
"163","5350152.00","CT","Toronto",0.85463,4318,1822,1742,"35535","35","3520005","3520","0.141",1430,63.5,310,0,1535,500255,952,1458,510909,1057
"164","5350153.00","CT","Toronto",0.92761,4602,1747,1651,"35535","35","3520005","3520","0.303",1345,66.3,305,26.7,1315,350072,751,1278,424447,749
"165","5350154.00","CT","Toronto",2.15888,5801,2880,2715,"35535","35","3520005","3520","0.27699999999999997",2215,48.3,500,0,883,324294,949,1158,333803,994
"166","5350155.00","CT","Toronto",0.81296,3297,1304,1237,"35535","35","3520005","3520","0.41100000000000003",495,56,780,57.1,1207,349056,521,1237,363975,612
"167","5350156.01","CT","Toronto",0.60545,5818,2365,2270,"35535","35","3520005","3520","0.384",620,64.8,1645,23.7,1427,349706,850,1338,494024,823
"168","5350156.02","CT","Toronto",0.59201,2749,1099,1031,"35535","35","3520005","3520","0.40299999999999997",565,62.3,425,11.8,1253,348900,804,1326,383101,947
"169","5350157.00","CT","Toronto",0.48528,2643,1072,1008,"35535","35","3520005","3520","0.355",530,65.7,505,26.7,1469,319726,831,1337,311225,866
"170","5350158.00","CT","Toronto",0.63989,2240,997,951,"35535","35","3520005","3520","0.32799999999999996",340,48.5,610,42.3,703,348216,661,1076,377099,671
"171","5350159.01","CT","Toronto",0.49247,3837,1489,1402,"35535","35","3520005","3520","0.317",965,59.1,400,30.4,1219,349041,751,1228,355644,810
"172","5350159.02","CT","Toronto",0.57532,4561,1698,1627,"35535","35","3520005","3520","0.285",1205,55.4,460,0,1361,349467,927,1275,356246,950
"173","5350160.00","CT","Toronto",0.73445,3230,1182,1125,"35535","35","3520005","3520","0.244",830,65.7,315,14.3,1497,399629,885,1466,405212,957
"174","5350161.00","CT","Toronto",0.81126,6621,2558,2377,"35535","35","3520005","3520","0.26",1605,57.2,775,3.9,1338,375580,888,1268,400550,935
"175","5350162.00","CT","Toronto",0.57575,4968,1933,1844,"35535","35","3520005","3520","0.259",1145,57.6,695,16.5,1305,380564,903,1262,398528,911
"176","5350163.00","CT","Toronto",0.45422,4348,1841,1734,"35535","35","3520005","3520","0.35100000000000003",985,52,745,0,1046,500002,849,1339,514412,917
"177","5350164.00","CT","Toronto",0.62823,6331,2635,2532,"35535","35","3520005","3520","0.267",1490,59.1,1040,2.9,1420,449667,885,1432,504401,932
"178","5350165.00","CT","Toronto",0.48493,4300,2052,1958,"35535","35","3520005","3520","0.26",915,56.6,1045,15.8,1382,599816,845,1563,632697,934
"179","5350166.00","CT","Toronto",0.78603,4178,1691,1630,"35535","35","3520005","3520","0.293",840,52.7,785,9.5,1599,899443,950,2080,1015626,1030
"180","5350167.01","CT","Toronto",0.13411,1801,1206,1112,"35535","35","3520005","3520","0.386",320,24.6,790,12,1294,550640,1001,1497,566839,1133
"181","5350167.02","CT","Toronto",0.60145,5630,3129,2987,"35535","35","3520005","3520","0.195",610,51.2,2375,7.2,1307,598671,950,1606,656750,973
"182","5350168.00","CT","Toronto",0.56552,5426,2610,2446,"35535","35","3520005","3520","0.285",950,50.5,1500,31.7,1201,400019,804,1242,453327,804
"183","5350169.01","CT","Toronto",0.37809,3433,1474,1357,"35535","35","3520005","3520","0.266",765,51.6,600,5.8,1233,399655,898,1340,412344,928
"184","5350169.02","CT","Toronto",0.43778,7424,3309,3231,"35535","35","3520005","3520","0.248",1270,62.8,1960,15.8,1421,299882,1004,1464,390743,979
"185","5350170.00","CT","Toronto",1.01423,3445,1305,1221,"35535","35","3520005","3520","0.276",835,58.1,380,0,1544,399672,901,1391,424644,1033
"186","5350171.00","CT","Toronto",0.6081,3919,1599,1550,"35535","35","3520005","3520","0.253",665,51.9,840,53.6,969,349293,715,1138,365218,661
"187","5350172.00","CT","Toronto",1.21015,2569,1189,1116,"35535","35","3520005","3520","0.418",240,43.8,920,5.4,817,497974,822,1064,542869,830
"188","5350173.00","CT","Toronto",0.60145,3168,1296,1194,"35535","35","3520005","3520","0.307",645,69,520,19.2,1469,319574,852,1330,343281,793
"189","5350174.00","CT","Toronto",1.06328,7334,2750,2678,"35535","35","3520005","3520","0.308",1295,72.2,1385,19.1,1450,230002,956,1374,257857,947
"190","5350175.01","CT","Toronto",0.80126,5953,2561,2399,"35535","35","3520005","3520","0.33399999999999996",1075,61.4,1365,31.8,1345,299521,851,1256,305193,794
"191","5350175.02","CT","Toronto",0.74248,7988,4141,3888,"35535","35","3520005","3520","0.397",940,64.4,2950,15.1,1421,250827,890,1383,311955,893
"192","5350176.00","CT","Toronto",1.00471,4229,1710,1619,"35535","35","3520005","3520","0.368",1080,52.8,500,0,1087,400298,891,1238,406036,981
"193","5350180.00","CT","Toronto",0.6138,6517,2888,2789,"35535","35","3520005","3520","0.318",840,66.1,1950,22.4,1466,390577,864,1358,403440,825
"194","5350181.01","CT","Toronto",0.57055,4326,1971,1898,"35535","35","3520005","3520","0.273",1470,71.3,385,0,1497,400164,875,1473,414262,915
"195","5350181.02","CT","Toronto",0.60182,3500,1674,1584,"35535","35","3520005","3520","0.282",920,65.8,715,39.2,1343,375632,841,1254,406453,773
"196","5350182.00","CT","Toronto",0.7605,5366,2296,2236,"35535","35","3520005","3520","0.324",1855,65.1,380,5.3,1468,425044,901,1384,439080,994
"197","5350183.00","CT","Toronto",0.95222,6454,2638,2561,"35535","35","3520005","3520","0.267",2095,61.1,465,0,1403,449017,849,1345,472637,941
"198","5350184.01","CT","Toronto",0.47406,4892,2207,2153,"35535","35","3520005","3520","0.31",1055,61.4,1100,23.5,1418,480707,900,1413,513660,890
"199","5350184.02","CT","Toronto",0.56201,3760,1711,1667,"35535","35","3520005","3520","0.242",845,55,825,6.1,1312,425565,907,1341,453378,904
"200","5350185.01","CT","Toronto",0.49919,6772,3458,3337,"35535","35","3520005","3520","0.303",930,61.3,2405,4,1342,450540,905,1480,479182,919
"201","5350185.02","CT","Toronto",1.22887,4791,2315,2275,"35535","35","3520005","3520","0.281",985,49.2,1285,8.9,1142,450304,939,1403,505887,979
"202","5350186.00","CT","Toronto",1.91077,2298,948,916,"35535","35","3520005","3520","0.304",645,43.4,305,0,1514,1001212,1201,2284,1157450,1316
"203","5350187.00","CT","Toronto",1.21045,3405,1435,1378,"35535","35","3520005","3520","0.271",1140,54.8,235,0,1244,449869,1028,1351,507363,1199
"204","5350188.00","CT","Toronto",0.55199,1953,838,811,"35535","35","3520005","3520","0.21899999999999997",690,40.6,125,36,692,479434,702,1114,517563,863
"205","5350189.00","CT","Toronto",1.23951,5472,2219,2171,"35535","35","3520005","3520","0.285",995,57.8,1180,11.9,1332,401213,950,1393,461296,903
"206","5350190.01","CT","Toronto",0.40227,9077,3568,3504,"35535","35","3520005","3520","0.223",1415,62,2085,6.9,1053,143113,900,1125,184706,936
"207","5350190.02","CT","Toronto",0.5813,4615,2070,1975,"35535","35","3520005","3520","0.319",535,57.9,1440,13.9,1292,400733,800,1261,456942,818
"208","5350191.00","CT","Toronto",0.82303,4214,1863,1794,"35535","35","3520005","3520","0.255",1260,61,540,19.6,1367,399677,775,1325,418209,789
"209","5350192.00","CT","Toronto",0.92037,956,460,442,"35535","35","3520005","3520","0.34299999999999997",120,70.8,320,23.4,1414,448643,775,1387,460317,771
"210","5350193.00","CT","Toronto",1.41592,3059,1060,1021,"35535","35","3520005","3520","0.321",690,55.1,330,0,1443,649973,1236,1589,695241,1156
"211","5350194.01","CT","Toronto",0.2315,5313,1485,1458,"35535","35","3520005","3520","0.221",0,0,1460,8.9,0,0,1022,0,0,1043
"212","5350194.02","CT","Toronto",0.34635,5659,1916,1898,"35535","35","3520005","3520","0.191",0,0,1885,5.9,0,0,1103,0,0,1163
"213","5350194.03","CT","Toronto",0.25016,2762,1237,1207,"35535","35","3520005","3520","0.21600000000000003",0,0,1205,20.3,0,0,965,0,0,898
"214","5350194.04","CT","Toronto",2.29209,5491,2201,2147,"35535","35","3520005","3520","0.163",595,68.9,1555,9.6,1426,270371,1023,1396,288041,1059
"215","5350195.00","CT","Toronto",1.32433,6592,2571,2511,"35535","35","3520005","3520","0.207",1930,51.4,585,6,1242,689585,935,1678,766108,1119
"216","5350196.00","CT","Toronto",1.48288,8121,3179,3094,"35535","35","3520005","3520","0.248",2215,42.9,880,0,1045,899429,1042,1812,934579,1130
"217","5350200.00","CT","Toronto",0.78289,6360,3805,3565,"35535","35","3520005","3520","0.27399999999999997",1070,52.3,2495,9.2,1278,350116,930,1515,403245,990
"218","5350201.00","CT","Toronto",0.75952,4922,2804,2587,"35535","35","3520005","3520","0.27",1240,75.1,1345,27.1,1581,400665,893,1552,402383,891
"219","5350202.00","CT","Toronto",0.33589,1640,643,632,"35535","35","3520005","3520","0.307",420,60.7,210,0,1263,479933,1000,1458,488040,1044
"220","5350203.00","CT","Toronto",0.58927,3017,1542,1404,"35535","35","3520005","3520","0.19399999999999998",735,71.4,700,0,1634,400753,919,1498,410201,952
"221","5350204.00","CT","Toronto",0.74116,4380,2286,2181,"35535","35","3520005","3520","0.285",1090,56.4,1090,22,1403,449922,818,1402,529550,807
"222","5350205.00","CT","Toronto",0.73345,184,0,0,"35535","35","3520005","3520","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","5350206.01","CT","Toronto",1.13878,3972,2022,1900,"35535","35","3520005","3520","0.293",1120,54.5,780,10.9,1175,400772,867,1289,404553,895
"224","5350206.02","CT","Toronto",1.08513,5660,2886,2614,"35535","35","3520005","3520","0.305",1155,73,1460,5.8,1725,448756,920,1584,452618,937
"225","5350207.00","CT","Toronto",0.67366,2302,1134,1028,"35535","35","3520005","3520","0.285",505,68.3,525,0,1456,400002,884,1317,416980,882
"226","5350208.00","CT","Toronto",1.29403,4034,2048,1957,"35535","35","3520005","3520","0.23",570,72.6,1390,55,1445,349699,728,1333,339345,713
"227","5350209.00","CT","Toronto",0.69308,2747,1403,1307,"35535","35","3520005","3520","0.428",575,49.6,700,37.9,758,401082,765,1227,459306,635
"228","5350210.00","CT","Toronto",3.90947,7855,4488,4185,"35535","35","3520005","3520","0.235",3450,64.3,735,0,1602,400915,1607,1661,456676,1689
"229","5350211.00","CT","Toronto",3.27116,6286,2612,2488,"35535","35","3520005","3520","0.28",1865,50.3,625,17.6,1043,429729,982,1261,471777,967
"230","5350212.00","CT","Toronto",1.70651,5618,2228,2173,"35535","35","3520005","3520","0.22399999999999998",1770,49.7,400,4.9,912,448884,951,1202,479916,1010
"231","5350213.00","CT","Toronto",7.98703,6792,3308,3172,"35535","35","3520005","3520","0.32799999999999996",2435,68.8,740,8.1,1419,348579,1349,1448,409979,1269
"232","5350214.00","CT","Toronto",2.82378,4307,2035,1957,"35535","35","3520005","3520","0.39",1725,58.8,235,0,1500,465464,1311,1458,501170,1197
"233","5350215.00","CT","Toronto",2.60049,6565,2901,2760,"35535","35","3520005","3520","0.366",2185,56.9,575,18.1,1290,490124,942,1379,504202,982
"234","5350216.00","CT","Toronto",1.9993,5494,2257,2207,"35535","35","3520005","3520","0.155",1860,45.7,345,0,1097,650483,1264,1490,664157,1286
"235","5350217.00","CT","Toronto",1.33055,5782,2912,2763,"35535","35","3520005","3520","0.278",375,39.5,2385,2.7,830,500284,938,1270,512191,933
"236","5350218.00","CT","Toronto",0.683,2657,1076,1054,"35535","35","3520005","3520","0.281",1020,36.9,35,0,923,751632,1171,1429,781098,1502
"237","5350219.00","CT","Toronto",1.36063,4193,1680,1640,"35535","35","3520005","3520","0.314",1420,36.5,215,0,727,600688,1032,1248,614419,1182
"238","5350220.00","CT","Toronto",1.32212,4069,1604,1584,"35535","35","3520005","3520","0.361",1015,36.9,625,0,850,647389,1054,1246,579819,1076
"239","5350221.01","CT","Toronto",1.64542,6367,2765,2728,"35535","35","3520005","3520","0.16699999999999998",2265,36,465,0,909,358520,1128,1331,454912,1161
"240","5350221.02","CT","Toronto",0.80502,4376,1604,1566,"35535","35","3520005","3520","0.276",560,39.8,950,6.8,744,474044,1049,1180,429081,1074
"241","5350222.01","CT","Toronto",1.28483,5409,1992,1936,"35535","35","3520005","3520","0.39799999999999996",1645,47.7,295,0,919,449130,1004,1301,449386,1111
"242","5350222.02","CT","Toronto",1.2002,5124,1834,1795,"35535","35","3520005","3520","0.23399999999999999",805,45.3,950,23.7,1052,600915,969,1538,679637,866
"243","5350223.00","CT","Toronto",1.74489,3641,1323,1289,"35535","35","3520005","3520","0.26899999999999996",1230,47,100,0,1047,601872,1401,1503,678821,1360
"244","5350224.00","CT","Toronto",1.04417,1743,585,578,"35535","35","3520005","3520","0.301",550,32.7,55,0,1059,753105,474,1531,838870,865
"245","5350225.01","CT","Toronto",0.93466,5034,2392,2344,"35535","35","3520005","3520","0.2",1260,38.1,1085,1.8,1082,500381,1195,1399,564565,1240
"246","5350225.02","CT","Toronto",0.3048,7777,3878,3756,"35535","35","3520005","3520","0.297",860,80.8,2900,15.9,1472,269266,1080,1388,354662,1003
"247","5350226.00","CT","Toronto",0.95333,3216,1278,1256,"35535","35","3520005","3520","0.266",1160,41.2,70,0,998,749778,875,1618,792367,1216
"248","5350227.00","CT","Toronto",0.49184,1748,631,616,"35535","35","3520005","3520","0.292",520,34.3,95,0,1090,946379,1001,1902,1119460,1085
"249","5350228.00","CT","Toronto",0.88381,2951,1304,1262,"35535","35","3520005","3520","0.29100000000000004",910,44.2,370,0,1375,750998,1648,1938,915788,1835
"250","5350229.00","CT","Toronto",0.32031,1255,400,392,"35535","35","3520005","3520","0.33799999999999997",370,33.3,0,0,1232,1001382,0,1782,1187667,0
"251","5350230.01","CT","Toronto",1.50655,2279,1099,991,"35535","35","3520005","3520","0.349",610,50.8,370,0,1343,848312,1241,1802,1079857,1275
"252","5350230.02","CT","Toronto",0.98584,6176,2499,2454,"35535","35","3520005","3520","0.35",1065,44.1,1390,5.8,995,448767,1189,1321,526058,1164
"253","5350231.00","CT","Toronto",3.02848,6488,2728,2581,"35535","35","3520005","3520","0.253",1555,36.7,1025,0,1169,900776,935,1820,1055244,1025
"254","5350232.00","CT","Toronto",2.04605,3995,1343,1319,"35535","35","3520005","3520","0.285",1260,41.7,60,0,1362,999578,1293,1929,1073197,1525
"255","5350233.00","CT","Toronto",2.0806,5459,2003,1963,"35535","35","3520005","3520","0.299",1485,39.5,475,7.4,917,648067,1207,1380,667274,1189
"256","5350234.00","CT","Toronto",2.11718,4550,1640,1626,"35535","35","3520005","3520","0.289",1350,43.3,275,36.4,873,501058,973,1271,535107,956
"257","5350235.01","CT","Toronto",1.40707,2812,1017,1003,"35535","35","3520005","3520","0.27",940,45.7,70,0,817,449129,950,1199,458858,1114
"258","5350235.02","CT","Toronto",1.07805,5397,2043,2030,"35535","35","3520005","3520","0.314",1650,52.9,380,0,1162,379936,1097,1262,347844,1117
"259","5350236.01","CT","Toronto",0.98684,6551,2560,2533,"35535","35","3520005","3520","0.248",1690,51.5,840,10.1,1128,249900,1121,1208,315788,1081
"260","5350236.02","CT","Toronto",4.07421,6051,2263,2240,"35535","35","3520005","3520","0.243",1905,45.3,335,0,877,448644,1201,1234,449947,1217
"261","5350237.01","CT","Toronto",1.18532,6258,2220,2148,"35535","35","3520005","3520","0.20600000000000002",1030,56.5,1115,19.7,1250,349083,952,1205,342296,919
"262","5350237.02","CT","Toronto",0.95503,2861,1074,1056,"35535","35","3520005","3520","0.307",915,46.2,155,0,668,449663,1002,1180,491297,1137
"263","5350237.03","CT","Toronto",1.06898,5522,2489,2424,"35535","35","3520005","3520","0.282",580,57.8,1845,9.5,1537,450496,1188,1396,509510,1193
"264","5350238.01","CT","Toronto",1.03807,3336,1261,1249,"35535","35","3520005","3520","0.299",860,40.1,390,0,828,696718,1299,1402,665230,1372
"265","5350238.02","CT","Toronto",0.98177,5199,2064,1969,"35535","35","3520005","3520","0.264",1040,50.2,925,1.6,920,449766,1026,1206,411506,1039
"266","5350239.00","CT","Toronto",2.55782,6571,2523,2376,"35535","35","3520005","3520","0.38",1085,42.4,1285,20.5,838,494942,1163,1224,473122,1077
"267","5350240.01","CT","Toronto",1.27269,3366,1292,1271,"35535","35","3520005","3520","0.281",1210,24.8,40,0,668,552070,902,1028,580635,1244
"268","5350240.02","CT","Toronto",1.04495,5715,2355,2299,"35535","35","3520005","3520","0.255",1460,45.1,835,0,924,349805,1231,1222,430915,1193
"269","5350241.00","CT","Toronto",1.0982,3127,1034,1011,"35535","35","3520005","3520","0.317",890,52.8,115,0,1111,500408,1153,1359,534011,1112
"270","5350242.00","CT","Toronto",0.67084,1741,612,600,"35535","35","3520005","3520","0.456",230,43.5,405,50.6,1012,501731,660,1259,802470,706
"271","5350243.01","CT","Toronto",0.31518,6457,2232,2079,"35535","35","3520005","3520","0.198",1250,52.8,830,11.4,1097,125399,1032,1154,210876,990
"272","5350243.02","CT","Toronto",1.2154,3496,1323,1242,"35535","35","3520005","3520","0.376",600,35.3,630,18.9,716,449593,1099,1073,484043,1103
"273","5350244.01","CT","Toronto",1.45046,5795,2017,1947,"35535","35","3520005","3520","0.31",1395,65.6,550,8.2,1272,300862,1114,1251,292807,1075
"274","5350244.02","CT","Toronto",1.46584,3755,1294,1243,"35535","35","3520005","3520","0.395",515,68.9,760,41.4,1369,300506,954,1366,313252,887
"275","5350245.00","CT","Toronto",1.42111,6903,2826,2683,"35535","35","3520005","3520","0.35700000000000004",1155,55.8,1530,14.1,1053,349231,868,1204,385111,896
"276","5350246.00","CT","Toronto",1.0727,3585,1311,1271,"35535","35","3520005","3520","0.272",855,50.9,405,46.9,912,365203,501,1230,423276,710
"277","5350247.01","CT","Toronto",17.3513,8842,2753,2592,"35535","35","3520005","3520","0.231",1770,71.5,820,14.6,1408,349338,1160,1445,419711,1043
"278","5350247.02","CT","Toronto",3.22582,6864,2306,2222,"35535","35","3520005","3520","0.28800000000000003",1735,49.3,485,4.1,858,376700,970,1185,416654,984
"279","5350248.02","CT","Toronto",1.23696,5724,1863,1784,"35535","35","3520005","3520","0.275",660,59.8,1100,76.4,1344,300524,516,1285,329944,644
"280","5350248.03","CT","Toronto",3.79503,2789,831,785,"35535","35","3520005","3520","0.298",700,71.4,80,0,1490,269285,1001,1358,360547,1041
"281","5350248.04","CT","Toronto",1.51177,5359,1772,1649,"35535","35","3520005","3520","0.24600000000000002",900,62.8,795,28.9,1430,348675,1001,1360,351207,919
"282","5350248.05","CT","Toronto",1.15519,4475,1416,1295,"35535","35","3520005","3520","0.259",870,50.6,380,32.9,1040,349243,675,1202,333172,710
"283","5350249.01","CT","Toronto",0.82972,4812,1456,1309,"35535","35","3520005","3520","0.305",1210,53.7,130,0,941,349350,702,1145,389240,697
"284","5350249.03","CT","Toronto",2.968,5771,1708,1585,"35535","35","3520005","3520","0.273",1100,58.6,485,15.3,1380,348892,804,1265,341712,954
"285","5350249.04","CT","Toronto",0.68632,3283,986,915,"35535","35","3520005","3520","0.25",590,45.8,295,0,624,349492,1050,1086,396586,1077
"286","5350249.05","CT","Toronto",0.64364,5518,1575,1476,"35535","35","3520005","3520","0.252",425,71.8,1080,22.6,1134,165447,999,1249,216943,937
"287","5350250.01","CT","Toronto",1.40913,5172,1557,1486,"35535","35","3520005","3520","0.302",1010,53.5,485,21.6,1216,369466,998,1278,429110,958
"288","5350250.02","CT","Toronto",1.99197,4966,1830,1729,"35535","35","3520005","3520","0.265",1070,54.9,660,32.6,1301,375601,902,1306,407230,836
"289","5350250.04","CT","Toronto",0.50547,6031,2076,1955,"35535","35","3520005","3520","0.205",730,84.1,1255,6.4,1299,160099,986,1277,160992,984
"290","5350250.05","CT","Toronto",0.70576,7420,2290,2148,"35535","35","3520005","3520","0.207",940,83.5,1210,9.5,1409,160569,1093,1390,158654,1076
"291","5350260.01","CT","Toronto",0.7288,6869,2435,2403,"35535","35","3520005","3520","0.307",1925,61.8,480,0,1153,159837,1083,1218,168880,995
"292","5350260.03","CT","Toronto",1.30941,7409,2952,2862,"35535","35","3520005","3520","0.25",1825,58.9,1035,15,1284,266054,982,1361,295534,1006
"293","5350260.04","CT","Toronto",0.1881,4090,1501,1486,"35535","35","3520005","3520","0.172",0,0,1485,19.5,0,0,980,0,0,946
"294","5350260.05","CT","Toronto",0.2543,3800,1324,1284,"35535","35","3520005","3520","0.255",0,0,1280,39.8,0,0,883,0,0,833
"295","5350261.00","CT","Toronto",1.92395,5450,2220,2168,"35535","35","3520005","3520","0.215",1135,60.8,1030,65.2,1140,221528,479,1192,262895,589
"296","5350262.01","CT","Toronto",0.67091,5472,2745,2650,"35535","35","3520005","3520","0.243",985,57.6,1660,7.5,1240,290317,948,1340,402353,931
"297","5350262.02","CT","Toronto",2.16555,6260,2532,2468,"35535","35","3520005","3520","0.34700000000000003",965,45.8,1505,3.7,827,501257,997,1248,531924,988
"298","5350263.02","CT","Toronto",2.00598,3175,1411,1400,"35535","35","3520005","3520","0.215",1000,57.2,390,30.8,1380,448556,942,1424,459516,972
"299","5350263.03","CT","Toronto",1.56059,5514,2444,2375,"35535","35","3520005","3520","0.261",775,67.1,1605,2.5,1593,519145,1061,1557,503674,1158
"300","5350263.04","CT","Toronto",0.69962,5247,3150,3026,"35535","35","3520005","3520","0.3",1365,50.2,1660,11.4,1275,309876,1254,1322,368029,1274
"301","5350264.00","CT","Toronto",3.46534,1447,487,456,"35535","35","3520005","3520","0.368",440,27.3,0,0,2103,1999093,0,2476,2202830,0
"302","5350265.00","CT","Toronto",2.6864,4047,1533,1468,"35535","35","3520005","3520","0.305",1390,37.6,65,0,1561,1198275,2606,2178,1432541,2678
"303","5350266.00","CT","Toronto",2.76338,3219,1155,1062,"35535","35","3520005","3520","0.368",970,37.1,120,0,1838,1506875,1802,2646,1847303,2373
"304","5350267.00","CT","Toronto",2.71113,6606,2148,2081,"35535","35","3520005","3520","0.259",1730,36.5,355,0,1329,1003022,1359,2065,1242912,1692
"305","5350268.00","CT","Toronto",3.0571,6376,2965,2888,"35535","35","3520005","3520","0.251",2160,37.4,720,0,949,598207,1044,1341,593621,1088
"306","5350269.01","CT","Toronto",0.75312,4924,2034,1925,"35535","35","3520005","3520","0.272",185,54.1,1740,18.4,1389,249911,1107,1304,242876,1060
"307","5350269.02","CT","Toronto",1.76908,2574,956,934,"35535","35","3520005","3520","0.316",900,44.4,20,0,957,599536,2608,1558,637340,2257
"308","5350270.01","CT","Toronto",1.12407,5152,2058,1976,"35535","35","3520005","3520","0.239",720,56.2,1255,2.4,1337,410300,1177,1384,476074,1236
"309","5350270.02","CT","Toronto",0.75775,4093,1631,1584,"35535","35","3520005","3520","0.25",385,38.2,1190,3.4,768,600590,1190,1424,607851,1267
"310","5350271.01","CT","Toronto",0.8935,2413,907,891,"35535","35","3520005","3520","0.301",730,40.4,175,0,708,501067,1098,1235,670197,1144
"311","5350271.02","CT","Toronto",0.7092,4801,1769,1746,"35535","35","3520005","3520","0.251",505,48,1250,4.8,1179,601530,1113,1441,625521,1127
"312","5350272.01","CT","Toronto",0.4552,5884,2419,2299,"35535","35","3520005","3520","0.27699999999999997",345,52.2,1950,13.6,1218,379652,1009,1217,381165,982
"313","5350272.02","CT","Toronto",0.99884,4776,1840,1801,"35535","35","3520005","3520","0.226",1600,55,205,26.8,1096,360000,971,1215,364925,980
"314","5350273.01","CT","Toronto",3.20658,4035,1322,1285,"35535","35","3520005","3520","0.307",1035,45.9,265,20.8,1639,900838,1576,2084,1132814,1526
"315","5350273.02","CT","Toronto",1.28882,4318,1552,1512,"35535","35","3520005","3520","0.313",1025,42,465,0,1271,949150,1251,1815,1048387,1392
"316","5350274.01","CT","Toronto",1.52481,4871,1803,1717,"35535","35","3520005","3520","0.213",910,42,810,2.5,1583,1102282,1165,2312,1304327,1148
"317","5350274.02","CT","Toronto",1.33137,4734,2067,1961,"35535","35","3520005","3520","0.34700000000000003",1320,44.2,640,0,1658,670250,1225,2088,1008726,1229
"318","5350275.00","CT","Toronto",1.97559,5782,2469,2375,"35535","35","3520005","3520","0.292",1500,25.7,875,2.3,1234,946503,1297,1781,1147582,1331
"319","5350276.01","CT","Toronto",1.22609,6389,2787,2667,"35535","35","3520005","3520","0.287",1725,51.4,940,12.8,1477,752550,945,1942,828059,924
"320","5350276.02","CT","Toronto",1.28263,6720,2558,2404,"35535","35","3520005","3520","0.306",1880,42.3,530,0,1273,1000268,941,2107,1032837,1019
"321","5350277.00","CT","Toronto",1.02778,4294,1370,1252,"35535","35","3520005","3520","0.444",860,40.7,415,0,1650,1049894,1168,2181,1255415,1275
"322","5350278.00","CT","Toronto",1.3337,7770,2930,2776,"35535","35","3520005","3520","0.282",1375,41.1,1405,23.2,1202,801104,1001,1702,851123,956
"323","5350279.01","CT","Toronto",1.21444,4179,1634,1562,"35535","35","3520005","3520","0.366",900,35.6,670,10.4,765,591203,1026,1171,596236,1045
"324","5350279.02","CT","Toronto",1.57835,6823,2397,2327,"35535","35","3520005","3520","0.23600000000000002",1260,44.8,1065,15.4,906,399687,948,1142,399958,941
"325","5350280.00","CT","Toronto",2.14172,7364,3005,2894,"35535","35","3520005","3520","0.213",1075,41.7,1815,10.2,790,400255,950,1136,407837,919
"326","5350281.01","CT","Toronto",0.96206,6475,2287,2234,"35535","35","3520005","3520","0.402",1080,58.3,1155,34.2,1316,401248,850,1329,432445,773
"327","5350281.02","CT","Toronto",0.41638,3948,1348,1295,"35535","35","3520005","3520","0.36200000000000004",500,60.4,760,16.4,1282,190069,1076,1252,261360,1015
"328","5350282.00","CT","Toronto",2.22534,4406,1534,1476,"35535","35","3520005","3520","0.19399999999999998",1290,45.3,205,0,766,400663,1018,1148,501811,1061
