"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","NHS Non Return Rate","v_CA11N_2281: Number of owner households in non-farm, non-reserve private dwellings","v_CA11N_2282: % of owner households with a mortgage","v_CA11N_2288: Number of tenant households in non-farm, non-reserve private dwellings","v_CA11N_2289: % of tenant households in subsidized housing","v_CA11N_2284: Median monthly shelter costs for owned dwellings ($)","v_CA11N_2286: Median value of dwellings ($)","v_CA11N_2291: Median monthly shelter costs for rented dwellings ($)","v_CA11N_2285: Average monthly shelter costs for owned dwellings ($)","v_CA11N_2287: Average value of dwellings ($)","v_CA11N_2292: Average monthly shelter costs for rented dwellings ($)"
"154","9330135.00","CT","West Vancouver",23.60397,5239,1925,1752,"59933","59","5915055","5915","0.316",1595,42.2,155,0,1105,1501494,1788,2080,1651336,1818
"155","9330140.02","CT","Richmond",24.38228,7305,3010,2941,"59933","59","5915015","5915","0.231",2580,56.4,345,20.3,1201,602000,1159,1405,698712,1196
"156","9330140.03","CT","Richmond",47.42177,4366,1518,1448,"59933","59","5915015","5915","0.249",675,49.6,670,21.6,809,697068,1053,1367,814168,1108
"157","9330140.04","CT","Richmond",3.05063,5094,1635,1565,"59933","59","5915015","5915","0.24600000000000002",1335,63.3,225,8.9,1452,621053,1483,1445,673733,1300
"158","9330141.01","CT","Richmond",3.12433,8321,3285,3214,"59933","59","5915015","5915","0.23800000000000002",2100,54.7,1115,26.6,1173,752081,1022,1385,757679,997
"159","9330141.02","CT","Richmond",0.0826,788,394,382,"59933","59","5915015","5915","0.359",350,63.8,35,0,1491,574282,1286,1453,582045,1463
"160","9330142.01","CT","Richmond",1.46876,6284,2142,2099,"59933","59","5915015","5915","0.20800000000000002",1830,51.9,265,0,883,767458,1454,1245,728176,1260
"161","9330142.02","CT","Richmond",1.46436,5194,1850,1797,"59933","59","5915015","5915","0.213",1540,58.3,255,21.6,1329,801369,1073,1456,812148,1142
"162","9330142.03","CT","Richmond",1.53098,6317,2337,2253,"59933","59","5915015","5915","0.23199999999999998",1715,49.9,540,6.5,842,897364,1068,1215,810863,1197
"163","9330143.01","CT","Richmond",1.33096,5536,1733,1696,"59933","59","5915015","5915","0.213",1500,46.5,195,22.5,753,801881,1055,1262,830219,1164
"164","9330143.02","CT","Richmond",1.30321,4707,1669,1610,"59933","59","5915015","5915","0.212",1080,42.3,535,56.6,906,898711,602,1323,978891,740
"165","9330143.03","CT","Richmond",1.33996,4774,1645,1606,"59933","59","5915015","5915","0.278",1325,46,280,18.2,841,898690,1002,1369,963942,1026
"166","9330143.04","CT","Richmond",1.32106,5673,1803,1773,"59933","59","5915015","5915","0.209",1630,43.3,140,0,739,899514,1487,1330,959264,1594
"167","9330144.03","CT","Richmond",0.68392,2519,813,749,"59933","59","5915015","5915","0.35",585,57.3,170,0,1410,799300,1364,1386,788440,1354
"168","9330144.04","CT","Richmond",1.33641,5712,2097,2030,"59933","59","5915015","5915","0.231",1325,54,705,9.2,965,699137,1031,1188,666434,1077
"169","9330144.05","CT","Richmond",0.68995,2599,876,858,"59933","59","5915015","5915","0.256",725,47.6,140,0,978,897059,1203,1417,965379,1285
"170","9330144.06","CT","Richmond",1.33078,5374,1741,1682,"59933","59","5915015","5915","0.268",1375,55.8,305,18.3,1225,789157,1204,1385,764211,1147
"171","9330145.01","CT","Richmond",1.33596,4438,1469,1399,"59933","59","5915015","5915","0.271",1265,47,135,0,859,898694,1219,1318,939767,1221
"172","9330145.02","CT","Richmond",1.37417,3283,1028,999,"59933","59","5915015","5915","0.19899999999999998",925,49.7,75,0,881,798835,850,1326,814885,1127
"173","9330146.00","CT","Richmond",4.79845,6748,2313,2186,"59933","59","5915015","5915","0.267",1675,59.9,510,0,1174,698462,1098,1391,719867,1114
"174","9330147.01","CT","Richmond",2.66576,9674,3779,3563,"59933","59","5915015","5915","0.23399999999999999",2890,68.9,670,3.7,1486,551622,1369,1438,619651,1344
"175","9330147.04","CT","Richmond",0.33082,5408,2444,2376,"59933","59","5915015","5915","0.223",1830,51.6,545,19.3,785,341194,1036,945,370727,1089
"176","9330147.05","CT","Richmond",0.32955,4466,1825,1708,"59933","59","5915015","5915","0.201",1320,63.3,385,6.5,1117,379694,1231,1080,411534,1162
"177","9330147.07","CT","Richmond",0.45299,5771,3018,2678,"59933","59","5915015","5915","0.258",1625,50.5,1050,11.9,805,400614,1134,999,417239,1160
"178","9330147.08","CT","Richmond",0.60566,6861,3179,2933,"59933","59","5915015","5915","0.17600000000000002",1795,63.2,1140,13.2,1012,279416,1018,1014,326994,1043
"179","9330147.09","CT","Richmond",0.24015,3772,1608,1595,"59933","59","5915015","5915","0.188",1165,60.8,430,25.6,945,348280,1053,988,353869,1020
"180","9330147.10","CT","Richmond",0.41369,4354,1997,1939,"59933","59","5915015","5915","0.247",1550,53.2,385,7.8,882,376495,1206,1026,393090,1136
"181","9330148.00","CT","Richmond",3.02005,8304,3848,3534,"59933","59","5915015","5915","0.237",2090,55.8,1440,20.1,839,449876,1097,1101,526462,1130
"182","9330149.02","CT","Richmond",1.53256,4910,1643,1581,"59933","59","5915015","5915","0.26899999999999996",1350,58.5,230,6.5,1295,897258,1079,1463,833628,1272
"183","9330149.05","CT","Richmond",0.64778,2296,713,686,"59933","59","5915015","5915","0.193",585,57.3,75,0,1322,1106181,1364,1857,1246493,1361
"184","9330149.06","CT","Richmond",1.83118,5140,1774,1711,"59933","59","5915015","5915","0.196",1545,47.6,165,29.4,968,900097,1272,1484,1018903,1440
"185","9330149.07","CT","Richmond",1.21873,2919,933,878,"59933","59","5915015","5915","0.23",735,46.9,125,12.5,1064,1000804,1400,1473,1156070,1568
"186","9330149.08","CT","Richmond",1.22302,4644,1855,1792,"59933","59","5915015","5915","0.265",1525,53.1,265,20.8,976,529953,1046,1177,622570,1070
"187","9330149.09","CT","Richmond",0.6636,3077,1067,1042,"59933","59","5915015","5915","0.22399999999999998",735,54.7,330,20.9,995,698000,995,1279,778051,1070
"188","9330150.00","CT","Richmond",23.2006,789,296,291,"59933","59","5915015","5915","0.375",255,42.3,0,0,552,696607,0,1084,671858,0
"189","9330151.03","CT","Richmond",4.15303,2598,729,709,"59933","59","5915015","5915","0.32799999999999996",600,65,110,0,1574,799412,1278,1572,746860,1351
"190","9330151.05","CT","Richmond",1.29821,3915,1227,1180,"59933","59","5915015","5915","0.349",905,56.6,265,9.4,1095,572676,970,1192,597549,1050
"191","9330151.06","CT","Richmond",1.91004,5362,1559,1523,"59933","59","5915015","5915","0.248",1275,59.6,245,0,1437,647903,1102,1426,667662,1197
"192","9330151.07","CT","Richmond",3.33782,3325,1697,1524,"59933","59","5915015","5915","0.304",965,58,580,2.6,1256,411341,1310,1147,462850,1299
"193","9330151.08","CT","Richmond",3.30079,7856,2621,2446,"59933","59","5915015","5915","0.27",2020,55.2,425,16.3,1183,649789,1249,1356,670748,1268
"194","9330160.01","CT","Delta",2.17417,4805,1700,1680,"59933","59","5915011","5915","0.23199999999999998",1595,54.1,80,0,1148,749761,1499,1479,804027,1501
"195","9330160.02","CT","Delta",6.54584,7014,3215,3124,"59933","59","5915011","5915","0.258",2420,47.1,705,11.3,868,688948,1002,1306,700507,1052
"196","9330160.03","CT","Delta",2.62945,5692,2149,2125,"59933","59","5915011","5915","0.253",1780,54.1,345,33.8,1156,673681,1098,1390,723934,1034
"197","9330160.04","CT","Delta",2.32708,3670,1659,1598,"59933","59","5915011","5915","0.28600000000000003",1210,55,395,0,1089,599847,891,1246,565475,1018
"198","9330161.01","CT","Delta",157.31286,3263,1198,1115,"59933","59","5915011","5915","0.35200000000000004",475,31.9,225,6.8,564,599449,1004,1000,759327,1076
"199","9330161.02","CT","Delta",1.82669,5589,2365,2312,"59933","59","5915011","5915","0.263",1505,62.1,810,19.8,1398,561149,785,1449,562468,839
"200","9330161.03","CT","Delta",2.33244,6500,2439,2410,"59933","59","5915011","5915","0.24",2000,53.1,405,18.5,884,598140,996,1225,565243,1056
"201","9330161.05","CT","Delta",1.61132,5753,2017,1992,"59933","59","5915011","5915","0.24",1595,55.3,400,11.2,1104,598712,951,1302,592813,953
"202","9330161.06","CT","Delta",5.8088,4362,1767,1738,"59933","59","5915011","5915","0.21",1650,50.9,85,0,926,647995,1203,1309,615902,1205
"203","9330162.01","CT","Delta",2.15455,5852,1857,1843,"59933","59","5915011","5915","0.196",1625,65.2,215,14,1487,574824,801,1484,568292,1024
"204","9330162.02","CT","Delta",2.07882,6372,2063,1996,"59933","59","5915011","5915","0.252",1685,57.7,310,0,1383,527094,1098,1314,548412,1055
"205","9330162.03","CT","Delta",1.6576,7599,2373,2305,"59933","59","5915011","5915","0.313",1595,66.8,710,17.6,1362,479867,702,1386,472360,787
"206","9330162.04","CT","Delta",4.92306,5892,1902,1894,"59933","59","5915011","5915","0.214",1805,51,90,0,926,628642,1206,1314,649623,1186
"207","9330163.01","CT","Delta",1.70466,4787,1593,1544,"59933","59","5915011","5915","0.282",1425,69.5,130,0,1678,526109,1473,1542,543872,1230
"208","9330163.04","CT","Delta",3.36841,5406,1809,1758,"59933","59","5915011","5915","0.223",1605,60.7,155,0,1348,501416,900,1345,548686,982
"209","9330163.05","CT","Delta",1.64336,5263,1827,1689,"59933","59","5915011","5915","0.34299999999999997",1225,62,465,4.3,1360,460547,825,1273,453867,906
"210","9330163.06","CT","Delta",0.98532,4031,1345,1230,"59933","59","5915011","5915","0.22899999999999998",725,66.7,490,26.5,1494,491189,801,1506,492917,854
"211","9330163.07","CT","Delta",1.31614,4716,1541,1465,"59933","59","5915011","5915","0.21899999999999997",1150,58.5,335,7.5,1112,449679,875,1174,438001,996
"212","9330163.08","CT","Delta",1.26722,4022,1283,1242,"59933","59","5915011","5915","0.23800000000000002",970,67.7,255,11.8,1446,470589,1173,1385,481389,1129
"213","9330170.03","CT","White Rock",0.48982,3851,2730,2580,"59933","59","5915007","5915","0.27899999999999997",1780,41.9,800,7.5,567,289729,855,859,372299,955
"214","9330170.04","CT","White Rock",2.16129,5369,2443,2267,"59933","59","5915007","5915","0.312",1565,49.2,705,5.7,948,700005,867,1406,829694,999
"215","9330170.05","CT","White Rock",0.32064,2418,1729,1671,"59933","59","5915007","5915","0.348",1060,53.3,605,8.2,723,290356,869,943,305170,888
"216","9330170.07","CT","White Rock",1.21921,4009,1617,1542,"59933","59","5915007","5915","0.341",1115,57.6,425,18.6,1266,623109,1358,1357,624640,1217
"217","9330170.08","CT","White Rock",0.93317,3692,1979,1806,"59933","59","5915007","5915","0.311",1210,61.2,595,16,1252,699241,1169,1505,742425,1213
"218","9330180.01","CT","Surrey",3.04733,6910,2317,2274,"59933","59","5915004","5915","0.29600000000000004",2150,60.5,125,0,1481,751688,1648,1664,797380,1478
"219","9330180.02","CT","Surrey",47.59253,12007,5212,4482,"59933","59","5915004","5915","0.264",3610,64,780,1.3,1472,662901,1203,1560,787514,1364
"220","9330181.03","CT","Surrey",6.62829,5413,2210,2044,"59933","59","5915004","5915","0.303",1580,45.7,455,35.2,1189,999696,727,1618,1200198,881
"221","9330181.05","CT","Surrey",2.46113,7466,3536,3416,"59933","59","5915004","5915","0.327",2810,54.6,605,7.4,783,359625,1345,1030,420619,1519
"222","9330181.06","CT","Surrey",3.81156,5122,2157,2081,"59933","59","5915004","5915","0.318",1810,46.1,210,0,537,598631,1001,993,512289,1051
"223","9330181.07","CT","Surrey",1.85676,3558,1331,1295,"59933","59","5915004","5915","0.29",1195,48.8,110,0,910,802031,1607,1384,848079,1558
"224","9330181.08","CT","Surrey",1.22238,2562,990,954,"59933","59","5915004","5915","0.298",820,43.3,120,0,826,753091,1831,1332,954969,1640
"225","9330181.09","CT","Surrey",3.90341,6411,2273,2254,"59933","59","5915004","5915","0.213",2110,46.2,145,13.8,834,898558,1051,1496,932250,1373
"226","9330181.10","CT","Surrey",3.26952,5189,2201,2172,"59933","59","5915004","5915","0.20600000000000002",1985,44.7,190,10.5,663,659486,823,1139,633753,1005
"227","9330181.11","CT","Surrey",0.64919,2639,1453,1405,"59933","59","5915004","5915","0.319",775,39.1,625,25,590,449228,911,880,445250,995
"228","9330181.12","CT","Surrey",3.49046,2884,1016,974,"59933","59","5915004","5915","0.205",920,42.9,60,0,942,1001004,950,1800,1070723,1062
"229","9330181.13","CT","Surrey",1.8873,3274,1408,1378,"59933","59","5915004","5915","0.247",1175,45.1,200,55,749,673676,714,1248,694186,768
"230","9330181.14","CT","Surrey",1.44862,3706,1643,1564,"59933","59","5915004","5915","0.303",1290,58.5,275,20,1194,449732,1002,1304,482490,1107
"231","9330182.01","CT","Surrey",51.24206,4160,1233,1144,"59933","59","5915004","5915","0.385",955,58.1,150,0,1500,897238,650,1704,1027095,712
"232","9330182.02","CT","Surrey",2.6565,5604,1678,1594,"59933","59","5915004","5915","0.369",1475,88.8,125,0,1924,647344,1275,1946,650481,1280
"233","9330182.03","CT","Surrey",8.14591,3798,1179,1107,"59933","59","5915004","5915","0.31",910,57.5,185,0,1372,648157,701,1474,664921,891
"234","9330182.04","CT","Surrey",2.25546,1731,535,528,"59933","59","5915004","5915","0.25",470,65.6,35,0,1526,625574,460,1560,691591,517
"235","9330182.05","CT","Surrey",19.05692,6539,2131,2033,"59933","59","5915004","5915","0.33299999999999996",1595,59.2,440,0,1455,552798,902,1575,631821,1000
"236","9330182.06","CT","Surrey",10.20122,1180,453,408,"59933","59","5915004","5915","0.35100000000000003",260,55.8,150,0,1112,648892,1370,1396,758924,1462
"237","9330183.01","CT","Surrey",2.6634,6161,2089,2009,"59933","59","5915004","5915","0.298",1660,72,340,16.2,1651,501002,1049,1469,526018,1041
"238","9330183.03","CT","Surrey",2.87277,5922,2539,2429,"59933","59","5915004","5915","0.35",1745,68.8,685,20.4,1142,429866,772,1226,412911,838
"239","9330183.04","CT","Surrey",7.19658,14034,5723,5192,"59933","59","5915004","5915","0.268",4175,88.8,1015,2,1736,450478,991,1781,469005,1139
"240","9330183.05","CT","Surrey",3.45843,9377,3068,3035,"59933","59","5915004","5915","0.29100000000000004",2835,81,195,0,1751,501547,889,1664,521052,1052
"241","9330183.06","CT","Surrey",1.34115,2356,998,985,"59933","59","5915004","5915","0.314",885,68.9,100,0,1294,348363,928,1233,350840,1129
"242","9330183.07","CT","Surrey",2.54659,6474,2253,2224,"59933","59","5915004","5915","0.3",2030,58.1,195,0,1348,552652,865,1384,560356,922
"243","9330184.02","CT","Surrey",2.62379,7509,3001,2872,"59933","59","5915004","5915","0.245",2080,67.5,790,23.9,1034,225274,865,1009,231661,840
"244","9330184.06","CT","Surrey",2.64074,8965,2444,2235,"59933","59","5915004","5915","0.315",1475,84.1,760,2,2199,601478,614,2038,598939,695
"245","9330184.07","CT","Surrey",1.33489,5105,1910,1823,"59933","59","5915004","5915","0.285",1195,53.1,625,24.8,902,375780,749,1138,421125,824
"246","9330184.08","CT","Surrey",1.27555,5005,1523,1412,"59933","59","5915004","5915","0.392",1150,77.4,260,11.5,1601,460495,794,1579,447223,916
"247","9330184.09","CT","Surrey",1.3166,4828,1405,1323,"59933","59","5915004","5915","0.305",1005,67.2,305,13.1,1512,500589,650,1425,519842,749
"248","9330184.10","CT","Surrey",1.32954,5265,1644,1455,"59933","59","5915004","5915","0.299",920,76.1,535,6.5,1866,601545,651,1739,624219,769
"249","9330184.11","CT","Surrey",2.60844,9118,2563,2417,"59933","59","5915004","5915","0.33899999999999997",1680,69,740,10.8,1737,636753,674,1676,690981,789
"250","9330184.12","CT","Surrey",1.96801,3601,1219,978,"59933","59","5915004","5915","0.35600000000000004",815,81,165,0,2033,528964,603,1856,517348,995
"251","9330184.13","CT","Surrey",4.51808,4058,1214,1119,"59933","59","5915004","5915","0.293",890,68.2,225,0,1883,672782,627,1785,687763,746
"252","9330184.14","CT","Surrey",1.55115,6331,2379,2169,"59933","59","5915004","5915","0.239",1940,88.4,235,0,1773,450054,1344,1775,467615,1256
"253","9330184.15","CT","Surrey",0.98485,3166,900,843,"59933","59","5915004","5915","0.20199999999999999",710,64.1,140,0,1580,552538,675,1494,589883,753
"254","9330184.16","CT","Surrey",1.65294,5485,1608,1520,"59933","59","5915004","5915","0.28300000000000003",1155,71.1,365,4.1,1575,488874,748,1528,516836,900
"255","9330185.05","CT","Surrey",1.33354,5748,1850,1658,"59933","59","5915004","5915","0.369",855,74.4,800,24.4,1488,449493,703,1399,448502,816
"256","9330185.07","CT","Surrey",2.62527,7752,2289,2089,"59933","59","5915004","5915","0.2",1600,67.9,485,3.1,1615,551001,642,1532,580665,781
"257","9330185.08","CT","Surrey",3.69636,1432,445,414,"59933","59","5915004","5915","0.336",375,52,40,0,1090,977454,2151,1827,993751,1672
"258","9330185.09","CT","Surrey",2.65706,5002,1826,1723,"59933","59","5915004","5915","0.192",1215,74.5,505,11.9,1139,324639,890,1220,350993,917
"259","9330185.10","CT","Surrey",1.29478,5781,1679,1522,"59933","59","5915004","5915","0.302",925,76.8,550,7.2,1526,500945,651,1581,488269,794
"260","9330185.11","CT","Surrey",1.32045,7856,2409,2277,"59933","59","5915004","5915","0.21",1380,72.8,895,19.6,1340,376608,650,1400,433123,734
"261","9330185.12","CT","Surrey",1.32328,6657,1846,1724,"59933","59","5915004","5915","0.331",1295,75.3,430,11.6,1625,481214,648,1531,505114,782
"262","9330185.15","CT","Surrey",2.6243,6175,1855,1681,"59933","59","5915004","5915","0.235",1075,69.8,605,3.3,1365,500548,648,1401,474582,785
"263","9330185.16","CT","Surrey",2.60928,4994,1378,1226,"59933","59","5915004","5915","0.258",740,72.3,530,5.7,1617,449768,650,1483,473376,744
"264","9330185.17","CT","Surrey",1.04321,3649,1358,1322,"59933","59","5915004","5915","0.24",1145,41.2,175,0,610,580915,950,1070,566975,944
"265","9330185.18","CT","Surrey",1.68416,4779,1374,1295,"59933","59","5915004","5915","0.33",965,62.5,325,6.2,1513,683215,625,1608,737682,781
"266","9330185.19","CT","Surrey",0.67403,5418,1751,1643,"59933","59","5915004","5915","0.187",1220,72.5,420,17.6,1378,384669,603,1365,438938,674
"267","9330185.20","CT","Surrey",0.67359,4808,1312,1224,"59933","59","5915004","5915","0.24",775,76.1,460,4.3,1764,501325,604,1619,499258,732
"268","9330185.21","CT","Surrey",0.66837,3640,1292,1199,"59933","59","5915004","5915","0.336",775,60.6,445,22.5,1296,359022,649,1303,417466,710
"269","9330185.22","CT","Surrey",0.67219,4214,1118,1003,"59933","59","5915004","5915","0.285",460,73.9,520,5.8,1931,601131,603,1745,575084,646
"270","9330186.01","CT","Surrey",1.991,7137,2391,2207,"59933","59","5915004","5915","0.302",1465,66.6,735,2.7,1330,479678,711,1381,477887,868
"271","9330186.02","CT","Surrey",1.91099,5495,2048,1830,"59933","59","5915004","5915","0.486",1130,66.8,730,13.8,1612,450292,720,1414,484895,795
"272","9330186.05","CT","Surrey",1.25138,7187,2252,2130,"59933","59","5915004","5915","0.302",1130,68.9,1005,7,1315,399397,727,1286,404782,846
"273","9330186.06","CT","Surrey",1.28473,4079,1152,1045,"59933","59","5915004","5915","0.23600000000000002",630,65.1,435,0,1373,500257,674,1310,489582,848
"274","9330186.07","CT","Surrey",1.31071,5679,1569,1463,"59933","59","5915004","5915","0.24600000000000002",845,71.6,605,3.3,1803,500612,651,1598,547017,773
"275","9330186.08","CT","Surrey",1.30317,6269,1943,1841,"59933","59","5915004","5915","0.28800000000000003",1150,72.6,660,5.3,1311,424664,722,1292,424364,790
"276","9330187.03","CT","Surrey",2.58115,7252,2362,2168,"59933","59","5915004","5915","0.312",1525,71.5,640,0,1547,473758,772,1428,510866,902
"277","9330187.04","CT","Surrey",1.22853,1699,485,439,"59933","59","5915004","5915","0.184",250,62,135,0,1360,449966,702,1243,462724,783
"278","9330187.05","CT","Surrey",1.30964,7306,2087,1885,"59933","59","5915004","5915","0.374",1095,70.3,815,14.1,1647,532425,700,1620,556198,738
"279","9330187.06","CT","Surrey",2.59674,6777,2203,2091,"59933","59","5915004","5915","0.19399999999999998",1575,59.9,520,14.4,1259,524784,925,1343,555045,1114
"280","9330187.07","CT","Surrey",0.66415,1932,576,541,"59933","59","5915004","5915","0.35",475,53.7,70,0,1376,648261,925,1401,685746,955
"281","9330187.11","CT","Surrey",1.38528,4861,1701,1647,"59933","59","5915004","5915","0.196",1485,76.4,160,12.9,1531,350134,1002,1397,389831,1030
"282","9330187.12","CT","Surrey",1.14835,4270,1405,1393,"59933","59","5915004","5915","0.265",1125,56,270,5.6,1153,459282,972,1178,455763,961
"283","9330187.13","CT","Surrey",1.10751,3842,1245,1174,"59933","59","5915004","5915","0.195",775,66,395,3.8,1564,527258,803,1455,562298,933
"284","9330187.14","CT","Surrey",0.64619,3404,1300,1263,"59933","59","5915004","5915","0.28600000000000003",1175,73.6,85,0,1404,318548,595,1213,288345,825
"285","9330187.15","CT","Surrey",0.6979,4066,1230,1179,"59933","59","5915004","5915","0.316",965,65.3,210,7,1396,429983,700,1300,476046,807
"286","9330187.16","CT","Surrey",0.90313,2972,934,892,"59933","59","5915004","5915","0.298",795,63.5,125,0,1531,480050,1316,1404,520634,1135
"287","9330188.01","CT","Surrey",3.24027,3148,896,857,"59933","59","5915004","5915","0.252",765,72.7,90,0,2016,697143,1273,1868,754720,1353
"288","9330188.02","CT","Surrey",1.06859,2832,826,774,"59933","59","5915004","5915","0.20199999999999999",590,67.8,175,0,1584,650290,801,1580,670129,1151
"289","9330188.04","CT","Surrey",3.86936,4108,1278,1151,"59933","59","5915004","5915","0.326",895,68.5,275,0,1578,598654,675,1563,596156,873
"290","9330188.05","CT","Surrey",7.19567,2687,796,750,"59933","59","5915004","5915","0.272",680,56.9,55,0,1441,697074,360,1435,760445,821
"291","9330188.06","CT","Surrey",4.11064,1184,407,369,"59933","59","5915004","5915","0.33899999999999997",230,69.6,105,0,1528,785499,1219,1683,829022,1164
"292","9330188.07","CT","Surrey",2.71778,4431,1266,1212,"59933","59","5915004","5915","0.244",1125,61.8,95,0,1503,699554,802,1648,770104,924
"293","9330188.08","CT","Surrey",1.2783,4046,1158,1141,"59933","59","5915004","5915","0.213",1020,59.6,110,0,1609,647818,1100,1527,660470,1334
"294","9330189.03","CT","Surrey",1.57755,3350,1153,1081,"59933","59","5915004","5915","0.35",875,65.1,205,7.3,1293,401009,903,1162,445438,1089
"295","9330189.05","CT","Surrey",1.3284,8114,3644,3547,"59933","59","5915004","5915","0.19699999999999998",2210,62.6,1340,17.9,989,270314,803,1033,303162,818
"296","9330189.06","CT","Surrey",2.41577,2925,1034,944,"59933","59","5915004","5915","0.319",675,70.6,295,0,1237,400335,1003,1162,391249,1071
"297","9330189.07","CT","Surrey",0.83665,2487,998,948,"59933","59","5915004","5915","0.303",780,71.3,190,10.3,1140,259605,1034,1131,289401,1024
"298","9330189.08","CT","Surrey",0.66963,6617,2845,2721,"59933","59","5915004","5915","0.371",970,84.5,1750,10.6,1120,200598,799,1085,213828,800
"299","9330189.09","CT","Surrey",1.32943,4088,1333,1261,"59933","59","5915004","5915","0.324",1050,71.8,195,12.8,1506,501318,701,1489,528371,733
"300","9330189.10","CT","Surrey",1.32113,6618,2338,2244,"59933","59","5915004","5915","0.23199999999999998",1550,80.6,690,19.6,1386,320863,932,1313,350664,954
"301","9330190.01","CT","Surrey",1.46946,6748,3679,2806,"59933","59","5915004","5915","0.272",1530,69.3,1280,8.6,1069,250360,911,1064,302463,952
"302","9330190.03","CT","Surrey",1.93869,6183,2491,2200,"59933","59","5915004","5915","0.332",1005,68.2,1195,11.7,1092,269424,897,1165,389294,940
"303","9330190.04","CT","Surrey",3.05245,6623,2387,2172,"59933","59","5915004","5915","0.335",1605,65.1,565,8.8,1453,449451,801,1383,468586,921
"304","9330190.05","CT","Surrey",0.60743,1753,654,603,"59933","59","5915004","5915","0.44299999999999995",320,76.9,280,0,1777,449682,880,1567,466958,885
"305","9330191.03","CT","Surrey",1.31926,5377,1697,1552,"59933","59","5915004","5915","0.275",980,59.2,605,5.8,1494,460780,650,1317,497611,823
"306","9330191.04","CT","Surrey",1.32867,5884,2815,2616,"59933","59","5915004","5915","0.34700000000000003",1245,70.4,1370,28.8,983,210204,735,1073,289052,734
"307","9330191.05","CT","Surrey",1.40808,3837,1360,1212,"59933","59","5915004","5915","0.318",665,63.9,520,0,1181,449714,801,1260,472767,930
"308","9330191.06","CT","Surrey",0.50094,2594,1182,1117,"59933","59","5915004","5915","0.39399999999999996",615,59.3,565,18.4,1061,295166,800,1031,302125,812
"309","9330191.07","CT","Surrey",0.72545,3535,2076,1835,"59933","59","5915004","5915","0.316",500,87.9,1340,18.7,1210,239941,847,1155,294789,858
"310","9330192.00","CT","Surrey",13.27301,4145,1647,1462,"59933","59","5915004","5915","0.386",950,62.1,445,0,1210,400260,833,1145,434346,1013
"311","9330200.00","CT","New Westminster",4.05101,7125,2568,2279,"59933","59","5915029","5915","0.332",1710,80.7,565,4.4,1897,519476,802,1712,535954,983
"312","9330201.00","CT","New Westminster",0.77643,1818,660,611,"59933","59","5915029","5915","0.312",390,53.8,225,26.7,1218,600384,848,1474,645186,900
"313","9330202.00","CT","New Westminster",2.01186,8867,4860,4623,"59933","59","5915029","5915","0.247",3025,68.6,1600,16.2,1350,348231,1098,1279,359285,1054
"314","9330203.00","CT","New Westminster",1.1241,4640,1765,1617,"59933","59","5915029","5915","0.242",1195,57.7,425,10.6,1329,648294,850,1457,635430,905
"315","9330204.01","CT","New Westminster",0.40712,4261,2445,2308,"59933","59","5915029","5915","0.255",865,76.9,1440,8.3,1317,299386,835,1290,342809,848
"316","9330204.02","CT","New Westminster",0.70306,5215,2764,2611,"59933","59","5915029","5915","0.304",745,63.1,1865,12.9,1474,499936,827,1367,469445,900
"317","9330205.01","CT","New Westminster",0.50609,4097,2498,2344,"59933","59","5915029","5915","0.336",730,67.1,1615,5.3,1286,348798,770,1254,421940,807
"318","9330205.02","CT","New Westminster",0.62065,5165,3126,3012,"59933","59","5915029","5915","0.276",1445,49.1,1560,28.8,721,349243,835,1017,363688,904
"319","9330206.00","CT","New Westminster",0.47777,2572,1496,1394,"59933","59","5915029","5915","0.28600000000000003",850,80.6,540,0,1256,299438,876,1264,328868,928
"320","9330207.00","CT","New Westminster",0.51432,2143,1396,1282,"59933","59","5915029","5915","0.32899999999999996",520,68,765,2,990,249957,802,1049,270504,829
"321","9330208.00","CT","New Westminster",1.67738,5910,2695,2590,"59933","59","5915029","5915","0.268",1520,65.9,1065,41.6,1436,651046,661,1568,666741,707
"322","9330209.00","CT","New Westminster",2.56822,8540,3706,3481,"59933","59","5915029","5915","0.26",2730,60.7,750,12,1329,498802,1046,1345,495292,1082
"323","9330210.00","CT","New Westminster",2.76497,5623,2626,2434,"59933","59","5915029","5915","0.34600000000000003",1480,69.2,955,13.1,1405,501607,824,1392,497850,857
"324","9330220.00","CT","Burnaby",9.86126,1076,400,359,"59933","59","5915025","5915","0.348",225,52.2,125,0,1423,601865,902,1598,653960,1046
"325","9330221.01","CT","Burnaby",1.22944,1736,614,597,"59933","59","5915025","5915","0.363",510,33.3,105,0,583,759420,1451,1017,776207,1340
"326","9330221.03","CT","Burnaby",1.29855,3465,1202,1141,"59933","59","5915025","5915","0.278",970,39.2,155,0,657,801563,1049,1278,883875,1021
"327","9330221.04","CT","Burnaby",1.32234,5337,1762,1658,"59933","59","5915025","5915","0.273",1165,42.1,485,16.5,750,802770,966,1233,881709,1039
"328","9330222.01","CT","Burnaby",1.55171,7303,2690,2596,"59933","59","5915025","5915","0.21899999999999997",1985,64.6,610,21.5,1408,601302,1001,1391,605153,1030
"329","9330222.02","CT","Burnaby",1.35949,5802,2657,2573,"59933","59","5915025","5915","0.289",2215,60.7,360,25,1251,411242,1241,1268,455075,1202
