,FIPS,pop_90,white_90,hh_90,total_25_col_9th_90,total_25_col_12th_90,total_25_col_hs_90,total_25_col_sc_90,total_25_col_ad_90,total_25_col_bd_90,total_25_col_gd_90,mhval_90,mrent_90,hinc_90,ohu_90,rhu_90,I_5000_90,I_10000_90,I_12500_90,I_15000_90,I_17500_90,I_20000_90,I_22500_90,I_25000_90,I_27500_90,I_30000_90,I_32500_90,I_35000_90,I_37500_90,I_40000_90,I_42500_90,I_45000_90,I_47500_90,I_50000_90,I_55000_90,I_60000_90,I_75000_90,I_100000_90,I_125000_90,I_150000_90,I_150001_90,state,county,tract,trtid_base,trtid90
580,13121011800,3310.000047233908,23.00000019757863,1405.0000205286312,469.00000517060016,783.0000111716406,513.0000068799181,128.0000020319021,80.00000147438072,18.000000257341526,9.000000219533831,40300.00045147476,534.0000058702074,15317.000139240903,163.00000138640416,1361.000020886448,578.0000109414589,322.00000431077297,97.00000102585659,83.00000093423296,49.000000445619435,49.000000740924406,67.0000006802452,16.000000185840463,37.00000069808607,25.000000269079692,10.000000016768809,12.00000002012257,24.00000019925551,5.000000008384404,0.0,2.0000000033537617,0.0,11.00000001844569,0.0,18.000000030183855,0.0,0.0,0.0,0.0,0.0,13,121,011800,26242003000,26242003000
581,13121011900,2659.999957032369,120.99999951466452,1224.999978417267,425.9999924084077,582.9999896105674,376.999993797348,111.99999806597589,82.99999951108657,63.99999918954563,46.99999932746323,37099.999338854286,492.99999808393477,26248.999970595665,44.99999919807124,1145.999979783839,610.9999891115895,225.99999597253554,69.99999875255526,60.999998995457645,72.99999869909334,35.99999935845699,59.999999013278284,5.999999893076165,20.999999625766577,4.999999910896804,6.999999875255526,0.0,19.999999643587216,0.0,4.999999910896804,12.99999976833169,0.0,0.0,3.9999999287174433,0.0,0.0,2.9999999465380824,4.000000011234079,0.0,0.0,13,121,011900,52484012500,52484012500
582,13121012000,2975.547339580604,79.77532084631555,1042.9463669136633,485.8873299157564,653.8766035864468,384.5895455052603,148.3863194811317,27.365526638128635,18.80415855484411,0.8041586056117614,78827.63303271055,582.9188489833907,14863.453503269659,120.65526628525166,1003.1006223571885,367.48223955443035,279.05969699382905,93.75452771724531,62.04694904863271,19.950369237435126,67.2662650009166,30.219315936096674,19.315895829999793,25.219315932377285,17.999999976286695,16.58484259087819,4.999999999854481,8.99999996495391,0.0,0.7310532778288741,0.5848426222630992,0.0,17.99999995309726,0.0,0.0,4.292421311015135,6.438631966522701,0.0,0.0,0.0,13,121,012000,52484018195,52484018195
583,13121012300,3255.698038893351,2096.213850126265,1420.6964340578106,366.0225237459202,596.8798848315349,674.1135983725603,353.03259813987466,36.0023723755059,179.39551764525444,59.156298791654336,103273.39028387322,851.8079624763334,37577.71224719988,470.901698763187,885.9577131066476,86.04963460949106,158.24706752828428,121.79692135201493,162.72531984092672,103.16767641209884,75.8310564050985,113.74237227047567,107.01668830157587,62.21774426927155,72.87615269747421,63.003936885142124,30.34521948936881,38.52871510192522,22.35761489738334,21.852151644730313,21.294594633425046,0.607648611019471,7.487260950311145,58.14968800561802,34.495913696672154,49.94459350004972,8.561929632130859,0.224682619776651,0.1718507035460684,0.0,13,121,012300,91847076107,91847076107
584,13121980000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,980000,52484043001,52484043001
585,13135050103,2817.1424389946037,2722.2177431361088,1000.0125468462702,251.39397474612423,325.10839057762956,565.027951538661,318.84961942212436,95.96782438441258,186.7200061392375,71.28044927103107,28964.20206964336,177.67955891461892,12360.377613105427,772.2628186876099,215.23218584764993,53.89497383907228,60.8491640118558,29.207598725690783,41.72514103670112,24.33966560474232,43.463688579896996,36.161788898474306,27.81676069113408,56.67664990818569,34.7709508639176,59.11061646865992,26.425922656577374,25.382794130659846,36.509498407113476,55.981230890907334,31.641565286165015,56.32894039954651,34.7709508639176,55.981230890907334,52.50413580451558,97.35866241896927,29.903017742969134,13.560670836927864,5.21564262958764,10.43128525917528,13,135,050103,13135050101,13135050101
586,13135050105,3594.451217058192,3007.050300219281,1343.5669506496718,326.4703840450575,470.65805679770517,736.5040784353994,352.68632454553887,106.91188235352571,100.35789722840536,71.68421230600383,28305.023259113514,184.33083164400986,10852.989743128981,843.4159607889251,508.3434712671472,83.15368627496444,135.99519134624728,60.21473833704322,83.97293441560448,93.80391210328501,60.62436240736324,64.72060311056346,66.76872346216356,37.685414469442016,54.480001352562915,71.68421230600383,34.81804597720186,39.323910750722106,32.36030155528173,47.51639215712254,26.215940500481402,42.19127924296225,35.637294117841904,63.4917308996034,45.877895875842455,79.46706964208425,58.16661798544311,7.373233265760394,12.698346179920678,5.325112914160285,13,135,050105,13135050102,13135050102
587,13135050106,5344.749014942724,4492.074338768664,1990.9022936801216,481.5185581848267,691.4969702807197,1090.97588060076,530.5029038706504,160.53355992212812,163.18596945415715,109.86689514671755,46912.86808465044,290.13016321266696,18052.448897714476,1269.472166140565,736.777359225827,122.0652337322388,197.69541007381423,87.36640510399928,121.76670225694414,136.62253408449413,88.69642265251358,95.55114953366655,96.65392495313193,56.427845137253875,78.94264779012754,104.95356137482358,52.61220307482558,57.732717840300914,48.911453004421666,71.44217160260689,40.901119157868976,63.027643188890835,53.475965610086476,94.3611688226439,69.08066798087297,121.34819507962538,91.9166050995087,11.736228762423849,19.411115533059085,8.203202229978672,13,135,050106,26270100304,26270100304
588,13135050107,1144.093785885675,1105.5431066031783,406.1236396207358,102.09575502287622,132.03254626056605,229.4683290624811,129.49074323095087,38.97431312076602,75.83045705018607,28.948312281728388,11762.89957594134,72.15896378518637,5019.778560931125,313.63025159862804,87.40978196287742,21.887748310575123,24.711973899036426,11.861747471537486,16.945353530767836,9.884789559614571,17.65140992788316,14.68597305999879,11.296902353845224,23.017438545959642,14.12112794230653,24.0059175019211,10.732057236152963,10.308423397883766,14.827184339421857,22.735015987113513,12.850226427498942,22.876227266536578,14.12112794230653,22.735015987113513,21.322903192882862,39.539158238458285,12.144170030383616,5.507239897499547,2.1181691913459795,4.236338382691959,13,135,050107,13135050101,13135050101
589,13135050108,2166.701900963695,2093.6940487095494,769.1230149557624,193.35046585988047,250.0452082696933,434.5705491318199,245.2315037254639,73.81013634485063,143.6088522361768,54.82274619816805,22276.754918572675,136.65572345006768,9506.531618792575,593.9576551518596,165.537950715444,41.451344686419745,46.79990529111907,22.463954539737152,32.09136362819593,18.719962116447626,33.42850377937076,27.812515144436475,21.394242418797287,43.590768928299475,26.74280302349661,45.46276513994423,20.32453029785742,19.522246207152524,28.07994317467144,43.05591286782954,24.335950751381915,43.32334089806451,26.74280302349661,43.05591286782954,40.381632565479876,74.8798484657905,22.998810600207083,10.429693179163678,4.011420453524491,8.022840907048982,13,135,050108,13135050101,13135050101
590,13135050109,1974.0621057613744,1907.5453253524809,700.7408807911272,176.15982503893775,227.81388162020303,395.9332167196042,223.42815983500125,67.24773403976047,130.84069992518613,49.94849810924238,20296.145817072633,124.50576845767246,8661.313223352918,541.1493380518406,150.82009916888308,37.765937594793016,42.63896180057276,20.466701664274925,29.238145234678463,17.055584720229103,30.456401286123402,25.339725870054668,19.492096823118978,39.71514727710491,24.36512102889872,41.420705749127826,18.517491981963026,17.786538351096066,25.583377080343656,39.22784485652694,22.172260136297837,39.471496066815924,24.36512102889872,39.22784485652694,36.791332753637064,68.22233888091641,20.9540040848529,9.502397201270501,3.654768154334808,7.309536308669616,13,135,050109,13135050101,13135050101
591,13135050205,2319.2144597661368,2060.0122562837264,980.8049901335496,39.27204953036046,88.84827520109094,379.0974881876902,411.69322041658626,120.10090424656536,400.0092720752804,116.03351533195874,14410.53654828354,87.72257246804384,6011.5655413165205,432.69796421242626,540.1670829930451,15.950403197529948,14.910938659902717,15.220923866420753,18.968455146717062,16.58377190542698,30.99905771205518,44.25761315543194,49.07070038966367,54.33078351162221,42.75352339473452,62.200707232796475,39.60621767188971,49.8192194029437,39.89222698234076,59.74268595647796,44.7116607772961,41.73591923293308,19.763515605303592,62.70482216703581,45.39721231780951,109.30812698705819,68.03048641647167,12.407579246160957,10.090094518119907,12.348344679407234,13,135,050205,26270100407,26270100407
592,13135050208,488.1264036268095,470.0650984733079,161.92352707182775,32.66740410372471,39.1066520280166,87.6365937013384,65.96302751713642,19.160688945453913,55.12624442503544,19.47479860029742,18186.949015439044,72.71638509627182,7165.626501117498,160.19592397018846,12.250276538896765,6.596302751713642,5.0257544774961085,1.7276031016392872,2.1987675839045475,4.240480340387341,3.926370685543835,6.753357579135396,1.2564386193740271,6.282193096870135,1.2564386193740271,4.868699650074355,7.224522061400656,3.1410965484350677,6.753357579135396,8.79507033561819,9.26623481788345,6.596302751713642,6.282193096870135,8.480960680774682,8.79507033561819,20.260072737406187,24.029388595528268,3.298151375856821,3.298151375856821,1.5705482742175338,13,135,050208,13135050202,13135050202
593,13135050209,3493.910672025549,3103.293890296765,1478.0992263786218,59.068682672323604,133.74095849185838,571.1034967034147,620.5661727702435,180.92041643051152,602.8600412698979,174.8142924291386,21673.874824182083,132.56238150458765,9053.109583812135,651.7362667453173,814.3339805154941,24.05228243116952,22.507367264441633,22.931609046236556,28.59267998282554,24.984011126715547,46.75805405908401,66.70364039447836,73.95692486822489,81.88961353175478,64.42918476531169,93.72397215572681,59.69889655686013,75.14381597175935,60.16854477426752,90.07178879882154,67.4114236065195,62.92778409937907,29.800382369349062,94.52729807603588,68.35828778060304,164.64214893055996,102.36917386834082,18.630292456622893,15.19448684395375,18.625562619579927,13,135,050209,26270100517,26270100517
594,13135050210,484.16819263133846,466.2533463788919,160.61049118497746,32.40250452616422,38.78953666834082,86.92594964230594,65.42813413937006,19.0053151547694,54.67922638790212,19.31687769829021,18039.471269854886,72.12672882506747,7107.520524068474,158.896897195613,12.150939197311583,6.542813413937006,4.985000696332957,1.7135939893644538,2.1809378046456684,4.206094337530932,3.8945317940101227,6.698594685697411,1.2462501740832392,6.231250870416196,1.2462501740832392,4.829219424572552,7.165938500978625,3.115625435208098,6.698594685697411,8.723751218582674,9.19109503386389,6.542813413937006,6.231250870416196,8.412188675061865,8.723751218582674,20.09578405709223,23.834534579341952,3.271406706968503,3.271406706968503,1.557812717604049,13,135,050210,13135050202,13135050202
595,13135050211,3563.1897904769985,3164.8276515165076,1507.4077637167888,60.23992791805697,136.39284532438475,582.4276404810275,632.871088787283,184.5078026394751,614.8138706975318,178.28060316489174,22103.635937787167,135.1908988859832,9232.619454007889,664.6592399582466,830.481027647202,24.5292038753605,22.953655309304427,23.38630918271015,29.159630843714663,25.479407382864427,47.685197615344606,68.0262756412899,75.42338209601668,83.51336432802826,65.70672089662287,95.5823809069021,60.882638018568954,76.63380750739968,61.36159867053421,91.85778011659897,68.74809315517442,64.17554966001967,30.39128019527079,96.40163560067231,69.71373225553151,167.9067609966861,104.39900427556482,18.99970380082857,15.495771207718267,18.994880178061955,13,135,050211,26270100517,26270100517
