,Unnamed: 0_x,GeoUID,Type_x,Region Name_x,area_16,pop_16,dwellings_16,hh_16,PR_UID_x,C_UID_x,v_CA16_2207: Median total income in 2015 among recipients ($),mhhinc_16,income_denom_16,"v_CA16_2421: $100,000 and over",visible_minority_private_hh_16,visible_minority_16,v_CA16_4836: Total - Private households by tenure - 25% sample data,ohu_16,rhu_16,old_building_denom_16,dwellings_built_pre_1960_16,"v_CA16_4890: Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data",mortgage_16,o_30_pct_16,mhcosts_o_16,avg_o_shelter_16,mhval_16,avghval_16,"v_CA16_4897: Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data",subsidized_16,t_30_pct_16,mhcosts_r_16,avg_r_shelter_16,avghhinc_16,tot_15_edu_16,uni_hh_16,total_mob_16,v_CA16_6695: Non-movers,movers_16,v_CA16_6701: Non-migrants,v_CA16_6704: Migrants,v_CA16_6707: Internal migrants,v_CA16_6710: Intraprovincial migrants,v_CA16_6713: Interprovincial migrants,v_CA16_6716: External migrants,Unnamed: 0_y,Type_y,Region Name_y,area_11,pop_11,dwellings_11,hh_11,PR_UID_y,C_UID_y,NHS Non Return Rate,ohu_11,v_CA11N_2282: % of owner households with a mortgage,rhu_11,v_CA11N_2289: % of tenant households in subsidized housing,mhcosts_o_11,mhval_11,mhcosts_r_11,avg_o_shelter_11,avghval_11,avg_r_shelter_11,Unnamed: 0_x,Type_x,Region Name_x,area_06,pop_06,dwellings_06,hh_06,PR_UID_x,C_UID_x,v_CA06_101: Total number of occupied private dwellings by housing tenure - 20% sample data,ohu_06,rhu_06,v_CA06_109: Total number of occupied private dwellings by period of construction - 20% sample data,"v_CA06_110: Period of construction, before 1946","v_CA06_111: Period of construction, 1946 to 1960",total_mob_06,movers_06,v_CA06_454: Non-migrants,v_CA06_455: Migrants,v_CA06_456: Internal migrants,v_CA06_457: Intraprovincial migrants,v_CA06_458: Interprovincial migrants,v_CA06_459: External migrants,tot_15_24_edu_06,uni_hh_15_24_06,tot_25_64_edu_06,uni_hh_25_64_06,tot_65_over_edu_06,uni_hh_65_over_06,visible_minority_group_06,visible_minority_06,v_CA06_1583: Median income $,income_denom_06,mhhinc_06,avghhinc_06,stderr_avghhinc_06,"v_CA06_2048: Total number of non-farm, non-reserve private dwellings occupied by usual residents - 20% sample data","v_CA06_2049: Tenant-occupied private non-farm, non-reserve dwellings",avg_r_shelter_06,t_30_pct_06,"v_CA06_2053: Owner-occupied private non-farm, non-reserve dwellings",avghval_06,avg_o_shelter_06,o_30_pct_06,Unnamed: 0_y,Type_y,Region Name_y,area_96,pop_96,dwellings_96,hh_96,PR_UID_y,C_UID_y,v_CA1996_7: 0-4,v_CA1996_8: 5-9,v_CA1996_9: 10-14,v_CA1996_31: 0-4,v_CA1996_32: 5-9,v_CA1996_33: 10-14,v_CA1996_783: Total - Total population by visible minority population,visible_minority_96,tot_15_edu_96,uni_hh_96,total_mob_96,v_CA1996_1386: Non-movers,movers_96,v_CA1996_1388: Non-migrants,v_CA1996_1389: Migrants,v_CA1996_1390: Internal migrants,v_CA1996_1391: Intraprovincial migrants,v_CA1996_1392: Interprovincial migrants,v_CA1996_1393: External migrants,v_CA1996_1403: All persons with employment income by work activity,v_CA1996_1454: Median income $,income_denom_96,avghhinc_96,mhhinc_96,stderr_avghhinc_96,avg_r_shelter_96,t_30_pct_96,avg_o_shelter_96,o_30_pct_96,v_CA1996_1678: Total number of occupied private dwellings,avghval_96,ohu_96,rhu_96,"v_CA1996_1688: Period of construction, before 1946","v_CA1996_1689: Period of construction, 1946-1960",inc80_16,inc120_16,inc80_06,inc120_06,inc80_96,inc120_96,low_80120_16,mod_80120_16,high_80120_16,low_pdmt_medhhinc_16,high_pdmt_medhhinc_16,mod_pdmt_medhhinc_16,mix_low_medhhinc_16,mix_mod_medhhinc_16,mix_high_medhhinc_16,inc_cat_medhhinc_16,inc_cat_medhhinc_encoded16,low_80120_06,mod_80120_06,high_80120_06,low_pdmt_medhhinc_06,high_pdmt_medhhinc_06,mod_pdmt_medhhinc_06,mix_low_medhhinc_06,mix_mod_medhhinc_06,mix_high_medhhinc_06,inc_cat_medhhinc_06,inc_cat_medhhinc_encoded06,low_80120_96,mod_80120_96,high_80120_96,low_pdmt_medhhinc_96,high_pdmt_medhhinc_96,mod_pdmt_medhhinc_96,mix_low_medhhinc_96,mix_mod_medhhinc_96,mix_high_medhhinc_96,inc_cat_medhhinc_96,inc_cat_medhhinc_encoded96,per_all_li_96,per_all_li_06,per_all_li_16,all_li_count_96,all_li_count_06,all_li_count_16,per_visible_minority_96,per_visible_minority_06,per_visible_minority_16,hu_96,per_rent_96,per_own_96,hu_06,per_rent_06,per_own_06,hu_11,per_rent_11,per_own_11,hu_16,per_rent_16,per_own_16,per_col_96,tot_15_edu_06,uni_hh_06,per_col_06,per_col_16,per_units_pre60_16,real_avghval_96,real_avgrent_96,real_mhhinc_96,real_avghhinc_96,real_avghval_06,real_avgrent_06,real_mhhinc_06,real_avghhinc_06,real_mhval_11,real_mrent_11,real_avghval_11,real_avgrent_11,real_mhhinc_16,real_mhval_16,real_avgrent_16,real_mrent_16,real_avghval_16,real_avghhinc_16,pctch_real_avghval_96_16,pctch_real_avgrent_96_16,pctch_real_avghval_06_16,pctch_real_avgrent_06_16,pctch_real_avghval_11_16,pctch_real_avgrent_11_16,pctch_real_mhval_11_16,pctch_real_mrent_11_16
0,1,35535,CMA,Toronto (B),6269.93132,5928040,2235145,2135909,,,31705,78373,2135910,812085,5862855,3011910,2135910,1420360,715545,2135905,437615,1418695,63.2,26.7,1655,1755,647648,734924,715420,14.6,46.9,1207,1264,109480,4879095,2253440,5802555,5070300,732260,433230,299020,194570,168510,26060,104455,1,CMA,Toronto (B),6269.96033,5583064,2079459,1989705,,,0.254,1357240,62.2,630920,15.9,1472,421834,1003,1516,495394,1043,1,CMA,Toronto (B),6271.71488,5113149,1894436,1801071,,,1801255,1217120,584130,1801255,206175,255905,5010520,704980,422975,282005,189155,170275,18885,92850,682190,84440,2861780,1147370,578855,103220,5072075,2174065,26754,1801255,64128,87820,269,1800045,583945,948,268705,1216100,403112,1401,329420,1,CMA,Toronto,5934.23784922292,4263757,1494498,1488375,,,154155,146600,140630,145330,138590,132845,4232905,1338095,3374725,1014875,4171720,3556785,614930,348245,266690,192300,168710,23590,74390,2280735,21694,1488370,60110,48618,111,758,270165,1070,206940,1488375,238511,869570,618800,213860,266365,0.39981732700995215,0.5882809610705448,0.3989858054773905,0.5894731655076524,0.3986538036774202,0.5902091164593096,0.39981732700995215,0.1884636340605927,0.41171903892945516,0.0,0.0,0.0,0.0,1.0,0.0,4.0,mix_mod,0.3989858054773905,0.1904873600302619,0.4105268344923476,0.0,0.0,0.0,0.0,1.0,0.0,4.0,mix_mod,0.3986538036774202,0.19155531278188942,0.4097908835406904,0.0,0.0,0.0,0.0,1.0,0.0,4.0,mix_mod,0.3986538036774202,0.3989858054773905,0.39981732700995215,593344.361779362,718675.177045177,853973.8269338269,0.31383003299672096,0.42519101242697993,0.5080785554753342,1488370,0.41575683465804875,0.5842431653419513,1801250,0.3242914642609299,0.6757085357390701,1988160,0.3173386447770803,0.6826613552229197,2135905,0.33500787722300385,0.6649921227769962,0.30072820748357276,4122825,1335030,0.3238143748521948,0.4618561434036435,0.20488504872641808,378048.04761904763,1490.3819125693776,77061.1836734694,95276.39455782312,518923.18232044205,1614.3887306006804,82551.5138121547,113050.0552486188,490211.08229426446,1537.6468075545888,575694.7730673318,1587.3038668217598,78373,647648,1590.511132283505,1504.9164710040943,734924,109480,0.9439962846748252,0.06718359829092893,0.41624815587092917,-0.01479048872466487,0.27658619529284,0.002020574339157321,0.32116148204750117,-0.02128599128856352
