,Unnamed: 0_x,GeoUID,Type_x,Region Name_x,area_16,pop_16,dwellings_16,hh_16,PR_UID_x,C_UID_x,v_CA16_2207: Median total income in 2015 among recipients ($),mhhinc_16,income_denom_16,"v_CA16_2421: $100,000 and over",visible_minority_private_hh_16,visible_minority_16,v_CA16_4836: Total - Private households by tenure - 25% sample data,ohu_16,rhu_16,old_building_denom_16,dwellings_built_pre_1960_16,"v_CA16_4890: Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data",mortgage_16,o_30_pct_16,mhcosts_o_16,avg_o_shelter_16,mhval_16,avghval_16,"v_CA16_4897: Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data",subsidized_16,t_30_pct_16,mhcosts_r_16,avg_r_shelter_16,avghhinc_16,tot_15_edu_16,uni_hh_16,total_mob_16,v_CA16_6695: Non-movers,movers_16,v_CA16_6701: Non-migrants,v_CA16_6704: Migrants,v_CA16_6707: Internal migrants,v_CA16_6710: Intraprovincial migrants,v_CA16_6713: Interprovincial migrants,v_CA16_6716: External migrants,Unnamed: 0_y,Type_y,Region Name_y,area_11,pop_11,dwellings_11,hh_11,PR_UID_y,C_UID_y,NHS Non Return Rate,ohu_11,v_CA11N_2282: % of owner households with a mortgage,rhu_11,v_CA11N_2289: % of tenant households in subsidized housing,mhcosts_o_11,mhval_11,mhcosts_r_11,avg_o_shelter_11,avghval_11,avg_r_shelter_11,Unnamed: 0_x,Type_x,Region Name_x,area_06,pop_06,dwellings_06,hh_06,PR_UID_x,C_UID_x,v_CA06_101: Total number of occupied private dwellings by housing tenure - 20% sample data,ohu_06,rhu_06,v_CA06_109: Total number of occupied private dwellings by period of construction - 20% sample data,"v_CA06_110: Period of construction, before 1946","v_CA06_111: Period of construction, 1946 to 1960",total_mob_06,movers_06,v_CA06_454: Non-migrants,v_CA06_455: Migrants,v_CA06_456: Internal migrants,v_CA06_457: Intraprovincial migrants,v_CA06_458: Interprovincial migrants,v_CA06_459: External migrants,tot_15_24_edu_06,uni_hh_15_24_06,tot_25_64_edu_06,uni_hh_25_64_06,tot_65_over_edu_06,uni_hh_65_over_06,visible_minority_group_06,visible_minority_06,v_CA06_1583: Median income $,income_denom_06,mhhinc_06,avghhinc_06,stderr_avghhinc_06,"v_CA06_2048: Total number of non-farm, non-reserve private dwellings occupied by usual residents - 20% sample data","v_CA06_2049: Tenant-occupied private non-farm, non-reserve dwellings",avg_r_shelter_06,t_30_pct_06,"v_CA06_2053: Owner-occupied private non-farm, non-reserve dwellings",avghval_06,avg_o_shelter_06,o_30_pct_06,Unnamed: 0_y,Type_y,Region Name_y,area_96,pop_96,dwellings_96,hh_96,PR_UID_y,C_UID_y,v_CA1996_7: 0-4,v_CA1996_8: 5-9,v_CA1996_9: 10-14,v_CA1996_31: 0-4,v_CA1996_32: 5-9,v_CA1996_33: 10-14,v_CA1996_783: Total - Total population by visible minority population,visible_minority_96,tot_15_edu_96,uni_hh_96,total_mob_96,v_CA1996_1386: Non-movers,movers_96,v_CA1996_1388: Non-migrants,v_CA1996_1389: Migrants,v_CA1996_1390: Internal migrants,v_CA1996_1391: Intraprovincial migrants,v_CA1996_1392: Interprovincial migrants,v_CA1996_1393: External migrants,v_CA1996_1403: All persons with employment income by work activity,v_CA1996_1454: Median income $,income_denom_96,avghhinc_96,mhhinc_96,stderr_avghhinc_96,avg_r_shelter_96,t_30_pct_96,avg_o_shelter_96,o_30_pct_96,v_CA1996_1678: Total number of occupied private dwellings,avghval_96,ohu_96,rhu_96,"v_CA1996_1688: Period of construction, before 1946","v_CA1996_1689: Period of construction, 1946-1960",inc80_16,inc120_16,inc180_16,inc80_06,inc120_06,inc180_06,inc80_96,inc120_96,inc180_96,low_80120_16,mod_80120_16,high_80120_16,VHI_180_16,low_pdmt_medhhinc_16,high_pdmt_medhhinc_16,mod_pdmt_medhhinc_16,VHI_pdmt_medhhinc_16,mix_low_medhhinc_16,mix_mod_medhhinc_16,mix_high_medhhinc_16,inc_cat_medhhinc_16,inc_cat_medhhinc_encoded16,low_80120_06,mod_80120_06,high_80120_06,VHI_180_06,low_pdmt_medhhinc_06,high_pdmt_medhhinc_06,mod_pdmt_medhhinc_06,VHI_pdmt_medhhinc_06,mix_low_medhhinc_06,mix_mod_medhhinc_06,mix_high_medhhinc_06,inc_cat_medhhinc_06,inc_cat_medhhinc_encoded06,low_80120_96,mod_80120_96,high_80120_96,VHI_180_96,low_pdmt_medhhinc_96,high_pdmt_medhhinc_96,mod_pdmt_medhhinc_96,VHI_pdmt_medhhinc_96,mix_low_medhhinc_96,mix_mod_medhhinc_96,mix_high_medhhinc_96,inc_cat_medhhinc_96,inc_cat_medhhinc_encoded96,per_all_li_96,per_all_li_06,per_all_li_16,all_li_count_96,all_li_count_06,all_li_count_16,per_visible_minority_96,per_visible_minority_06,per_visible_minority_16,hu_96,per_rent_96,per_own_96,hu_06,per_rent_06,per_own_06,hu_11,per_rent_11,per_own_11,hu_16,per_rent_16,per_own_16,per_col_96,tot_15_edu_06,uni_hh_06,per_col_06,per_col_16,per_units_pre60_16,real_avghval_96,real_avgrent_96,real_mhhinc_96,real_avghhinc_96,real_avghval_06,real_avgrent_06,real_mhhinc_06,real_avghhinc_06,real_mhval_11,real_mrent_11,real_avghval_11,real_avgrent_11,real_mhhinc_16,real_mhval_16,real_avgrent_16,real_mrent_16,real_avghval_16,real_avghhinc_16,pctch_real_avghval_96_16,pctch_real_avgrent_96_16,pctch_real_avghval_06_16,pctch_real_avgrent_06_16,pctch_real_avghval_11_16,pctch_real_avgrent_11_16,pctch_real_mhval_11_16,pctch_real_mrent_11_16
0,1,59933,CMA,Vancouver (B),3040.41532,2463431,1027613,960894,,,32612,72662,960890,332745,2426235,1185680,960895,612005,348700,960890,128710,608080,60.3,25.4,1376,1622,800220,1005920,347225,13.1,43.5,1136,1242,96423,2064610,941685,2403020,2024075,378945,207285,171655,117565,93810,23760,54095,1,CMA,Vancouver (B),3041.41532,2313328,949565,891336,,,0.244,580070,59,306105,13.8,1246,598085,968,1420,691550,1054,1,CMA,Vancouver (B),3038.92666,2116581,870992,817033,,,817225,531725,285045,817225,67230,87965,2076590,352165,191935,160225,112515,90480,22035,47710,285070,36290,1208770,457275,258545,49335,2097965,875295,25032,817225,55231,73258,285,812845,283755,893,123050,529090,520937,1241,142815,1,CMA,Vancouver,2873.76341593086,1831665,697429,692960,,,57675,56965,58770,54110,54590,54940,1813935,564595,1476980,450085,1791515,1437060,354450,193365,161090,117725,86890,30830,43365,1003260,20430,692960,54055,43964,148,754,129425,942,95515,692960,318127,411400,281315,76080,95800,0.40120754895078703,0.586463825814844,0.7753082008391792,0.39756327226118293,0.5862667027462524,0.780852190635298,0.3982485853012291,0.5870619725820603,0.7949934841241698,0.40120754895078703,0.185256276864057,0.413536174185156,0.22469179916082083,0.0,0.0,0.0,0,0.0,1.0,0.0,4.0,mix_mod,0.39756327226118293,0.18870343048506943,0.41373329725374763,0.21914780936470202,0.0,0.0,0.0,0,0.0,1.0,0.0,4.0,mix_mod,0.3982485853012291,0.1888133872808312,0.4129380274179397,0.2050065158758302,0.0,0.0,0.0,0,0.0,1.0,0.0,4.0,mix_mod,0.3982485853012291,0.39756327226118293,0.40120754895078703,275970.3396703397,324898.6451736452,385516.32171132177,0.3082414087728924,0.41354193390189176,0.4813124459341463,692715,0.4061049638018521,0.5938950361981479,816770,0.348990535891377,0.651009464108623,886175,0.3454227438147093,0.6545772561852907,960705,0.3629626159955449,0.6370373840044551,0.30473330715378677,1752385,542900,0.3098063496320729,0.4561079332174115,0.13394873502690213,379414.62462760677,1032.4214224757768,52433.72790466733,64468.77358490566,595285.7630827783,1279.3350176072986,63113.63558515699,83713.47098001903,620829.8055315472,1193.7052248406505,717849.2221261885,1342.769149690876,72662,800220,1484.074205921693,1288.8889721610692,1005920,96423,1.6512420310295226,0.4374694031075407,0.6898102766487972,0.1600356321812498,0.4012970537469949,0.10523406518785997,0.28895229074071443,0.07973806710373148
